id,question,A,B,C,D,answer
33,美女你好，040041昨天绿了，帮我分析一下，能不能走下去，谢谢,另类投资,问产品评测,投教&金融&非金融名词,持仓单品分析,D
34,我持有的基金里面哪个没有上行空间？我想转换,持仓整体分析,产品评测,新闻资讯,公司董监高,A
35,海富通改革驱动灵活配置混合型证券投资基金产品分析,整体收益分析,行情解读,产品评测,问未来观点,C
36,万家社会责任18个月定期开放混合(LOF)C,问涨跌及解读,持仓信息导流（自选、账单、持有资产等）,产品评测,基本信息（基金、定期等等）,C
37,嗯嗯，我持仓太乱了，有些基金我就是买了一百看看详情,单品收益分析,新闻资讯,持仓整体分析,基金经理,C
38,我想买一只中证500，一只沪深300，再选两个行业指数,择时&带场景类等,基本信息（基金、定期等等）,持仓信息导流（自选、账单、持有资产等）,条件选基,D
39,你好 你上次整理的易方达中证1000现在低位，是否可以一次性买入多一点建个仓。定投也有在投的,买卖建议,择时&带场景类等,整体收益分析,问个股评测&观点建议,A
40,这只基金我亏了20%了，2019年7月买入3万，现在怎么操作好些呢？请专家指教,选品,持仓单品分析,另类投资,问有什么事件和资讯,B
41,都说银行指数低估，最近还是大跌，说是因为受房贷新规影响，我该是继续持有还是转换到别的基金里面去,条件选基,操作建议,产品信息查询,问买卖建议,B
42,买什么样的基金，才能避免不是买的持仓的股票,涨跌及解读,条件选基,持仓整体分析,问涨跌及解读,B
43,陈总，想问问最近半导体的回调和接下来的策略，麻烦你有空帮我解答一下，谢谢,产品信息查询,行情解读,问产品评测,操作建议,D
44,天弘恒生科技基金，一直在跌，每天买点，风险大不大？,问未来观点,问买卖建议,整体收益分析,买卖建议,D
45,你好，孙经理。昨天看到国海证券还扣了119的费用，请问这是属于什么费用？,基本信息(基金、定期等等),问个股评测&观点建议,产品评测,操作建议,A
46,基金转换时，c类可以转换c类吗，A类可以转换c类吗,问有什么事件和资讯,投教&金融&非金融名词,基本信息(基金、定期等等),持仓信息导流（自选、账单、持有资产等）,C
47,对对对，他有可能对他就是说他因为跟呃，那个中证中证挂钩的嘛，他有。如果就是说那种行情不好，重症一下，这回撤5%啊，10%是吧？就像对，就就这个月你看那个回车的厉害啊，你像上周都跌了三百零几了，310 300到3100 3100是吧？这种极端情况他就你就没有收益了。,产品评测,问产品评测,涨跌及解读,问买卖建议,C
48,含阿里重仓的基金、军工基金、新能源基金 有推荐吗,问未来观点,产品信息查询,产品评测,条件选基,D
49,买了这么多年理财，第一遇到这种情况，今天都10号了还显示冻结成功,基本信息(基金、定期等等),问有什么事件和资讯,涨跌及解读,问涨跌历史,A
50,好的好的，谢谢，按月滚动，就是说如果我要赎回要提前预约，否则就是下一个27天的封闭期对吗？,问涨跌历史,问客观指标,问财报及事件,基本信息(基金、定期等等),D
51,卖出呢？ 同样，T日15:00前买入的净值按北京时间当天晚上美股开市之后收市的净值结算？,问涨跌历史,择时&带场景类等,其他,基本信息(基金、定期等等),D
52,澳银的我好像是买错了要买他那只新能源 我想等盈利再转换过去,基本信息(基金、定期等等),持仓单品分析,问客观指标,选品,B
53,您好，易方达核心优势股票这支基金，帮我分析一下呗,产品评测,产品信息查询,问产品评测,操作建议,A
54,以前听何理财师的推荐，那几个三年期的都买在高点，现在有办法解决吗？,持仓整体分析,整体收益分析,问未来影响,条件选基,A
55,汇添富丰利短债债券型证券投资基金C类到账时间,基本信息(基金、定期等等),基本信息（基金、定期等等）,新闻资讯,其他,A
56,您好，我想咨询下我的高级理财产品，29预约卖出，怎么能5号到账呀,基本信息(基金、定期等等),问有什么事件和资讯,条件选基,产品信息查询,A
57,我是想问我目前持有的基金里面，哪些可以增仓，哪些可以减仓？,持仓整体分析,问未来观点,问未来影响,问有什么事件和资讯,A
58,什么原因呢 是因为处于低估区还是因为大环境？,问个股评测&观点建议,涨跌及解读,问未来影响,问财报及事件,B
59,到了半年后 要是不太好了 你告诉我 我就赎回来,问涨跌及解读,问客观指标,基本信息（基金、定期等等）,持仓单品分析,D
60,招商中证全指医疗器械ETF联接A的代码是什么,持仓单品分析,基本信息(基金、定期等等),问买卖建议,其他,B
61,您好！绿色电力，虚拟能源相关的基金有推荐的么？,产品信息查询,条件选基,整体收益分析,问个股评测&观点建议,B
62,你上次给我推荐的鹏华180最多只能买20万,问客观指标,问未来影响,买卖建议,基本信息(基金、定期等等),D
63,纳指100指数29日收益为负是怎么回事，美股纳指29日不是休市吗？怎么还是为负呢？,问未来观点,基本信息(基金、定期等等),问财报及事件,选品,B
64,7000点跌到5600 我是0收益 还是亏损20%,其他,条件选基,持仓单品分析,操作建议,C
65,富国量化对冲策略三个月持有期灵活配置混合A,条件选基,产品评测,问买卖建议,持仓单品分析,B
66,融通量化多策略灵活配置混合型证券投资基金A类转换规则,产品信息查询,行情解读,选品,基本信息(基金、定期等等),D
67,中银证券慧泽稳健3个月持有期混合型发起式基金中基金(FOF)A类估值多少,投教&金融&非金融名词,行情解读,基本信息（基金、定期等等）,基本信息(基金、定期等等),D
68,后来增加的15万后是26号开始计算收益，也员57.98,基本信息(基金、定期等等),操作建议,单品收益分析,问买卖建议,A
69,000934国富大中华精选帮我诊断下，谢谢,产品评测,操作建议,新闻资讯,问有什么事件和资讯,A
70,哦，我看您是我，我看你给我发个信息，什么想现在微信还转什么是是是是底部了，现在可以买吗？还是什么意思？,问涨跌及解读,产品信息查询,问个股评测&观点建议,操作建议,D
71,前海开源再融资和前海开源可转债，可以投吗？,基本信息(基金、定期等等),产品信息查询,买卖建议,持仓单品分析,
72,广发中证环保产业交易型开放式指数证券投资基金发起式联接基金C类咋样,产品评测,基本信息（基金、定期等等）,单品收益分析,涨跌及解读,
73,东方人工智能c 这个属于哪类基金 属于哪个板块的,产品信息查询,买卖建议,基本信息(基金、定期等等),产品评测,
74,如果是QD II，我今天15:00 点前卖出，那明天和后天的收益或亏损也算我的？ 对不,基本信息(基金、定期等等),问涨跌历史,问客观指标,问涨跌及解读,
75,你好，我那个基金提了3万多个，能不能办个加速明天快点提出来,问涨跌历史,持仓单品分析,产品信息查询,条件选基,
76,咱们这个基金不是利滚利吧？ 每天收益都是按照份额发放收益对吗？,买卖建议,行情解读,持仓单品分析,基本信息(基金、定期等等),
77,我那个嗯已经在里头了，现在拿不出来的，我能拿出来。那有一个能拿出来，但是我也已经赔了，我也不想拿出来，但是。,问未来观点,问买卖建议,持仓整体分析,产品信息查询,
78,沪指再次逼近3600点，我觉得快是时候减持一部分了，你觉得呢？,操作建议,涨跌及解读,买卖建议,问客观指标,
79,想买创业板50指?增强型，帮我推荐一下好吗？,持仓整体分析,问有什么事件和资讯,问未来影响,条件选基,
80,嗯，我现在就新买了永安，然后又继续买了广添鑫,持仓整体分析,问客观指标,问涨跌及解读,整体收益分析,
81,这个理财收益率是多少，我想麻烦问一下怎么看,产品评测,投教&金融&非金融名词,持仓整体分析,另类投资,
82,每年0.45%的运作费，如果只存一个季度，那就是0.45%/4= 0.1125%，可以这么理解吗？,问涨跌及解读,买卖建议,其他,问涨跌历史,
83,因为这个一直感觉以来一直都是跌多涨少的 下次他长得差不多，你可以告诉我一下，我也卖出一点掉,产品信息查询,问买卖建议,问涨跌历史,操作建议,
84,我想听你的指点，中银卓越成长幕集今天结束，要不要买？,产品评测,其他,问买卖建议,买卖建议,
85,国泰90天是否要等到到期再买入，否则封闭的时间不一样，取出就很麻烦,单品收益分析,基金经理,问财报及事件,基本信息(基金、定期等等),
86,我今天买标普500， 美国今晚开盘，那我的份额是按今晚的收盘价算吗？,基本信息(基金、定期等等),持仓信息导流（自选、账单、持有资产等）,问买卖建议,问涨跌及解读,
87,etf可能涨了很多 不过新能源车基金没涨这么多,买卖建议,问涨跌历史,涨跌及解读,选品,
88,问一下，光伏怎么看？我买的光伏etf场内基金，赔了20个点了，仓位有点重，要不要做T出来,问涨跌预测,基本信息（基金、定期等等）,买卖建议,持仓单品分析,
89,我就是想问一下 煤炭现在这种情况我是该卖掉呢 然后转移别的基金,产品评测,公司董监高,涨跌及解读,操作建议,
90,这周根据你的建议先卖了4只，买了2只农银与易方达新经济,整体收益分析,持仓单品分析,持仓整体分析,问个股评测&观点建议,
91,广发纳斯达克100ETF联接(QDII)A,基金经理,问涨跌预测,产品评测,行情解读,
92,这个基金封闭三年的，为什么有的收益率高有的低,另类投资,涨跌及解读,持仓单品分析,选品,
93,请问你们有类似平安富享人生366的定期理财产品吗？不要基金理财产品,买卖建议,操作建议,问客观指标,条件选基,
94,10000元确认份额：11097.54份，意味成本低？,问有什么事件和资讯,行情解读,基金经理,基本信息(基金、定期等等),
95,这个怎么样，给介绍一点比较稳的，最近半年有几百闲置,持仓单品分析,涨跌及解读,买卖建议,条件选基,
96,这种买入限制额度的，卖出的时候会限制额度吗,其他,基本信息(基金、定期等等),条件选基,问财报及事件,
97,稀有金属昨天高开低走，今天低开走低又拉回不少，有点意思,涨跌及解读,公司董监高,操作建议,产品信息查询,
98,只是疑问，股票的话只要买入卖出的时候收取少许费用就行，基金的话每年要有至少1%的管理费，是不是购买股票市场的ETF比较划算呢,基本信息(基金、定期等等),问买卖建议,整体收益分析,问未来影响,
99,市场大跌，账户面临缩水，持有的基金到底要不要卖出,问未来影响,问财报及事件,持仓整体分析,基本信息（基金、定期等等）,
100,我把医疗及新能源减了三分之一，白酒减了一半，其它没动，您觉得行吗,另类投资,行情解读,持仓整体分析,问客观指标,
101,银行也有你发这种，实际收益才1点多，当时买的时候也是3.8,其他,新闻资讯,行情解读,产品评测,
102,简单些，啥类基金可以持有，拋掉，转卖等等。,持仓整体分析,基本信息（基金、定期等等）,行情解读,条件选基,
103,万家沪深300成长交易型开放式指数证券投资基金发起式联接基金A类怎么续期,基本信息(基金、定期等等),基金经理,新闻资讯,涨跌及解读,
104,易方达蓝筹精选混合前面涨得好，接下来要跌了吗？所以要减仓吗？,另类投资,基金经理,择时&带场景类等,买卖建议,
105,请问对纳斯达克怎么看？最近涨幅有点高，是否可以卖出部分？,投教&金融&非金融名词,问买卖建议,持仓整体分析,操作建议,
106,朱老板，我感觉我持有的基金数量太多了，能否帮我配置下,产品评测,问未来观点,问未来影响,持仓整体分析,
107,去年军工航空大跌，今年有涨回来了，你怎么看,持仓信息导流（自选、账单、持有资产等）,公司董监高,行情解读,涨跌及解读,
108,我的基金哪个现在可以卖出，哪个适合长期留着？,条件选基,持仓整体分析,问个股评测&观点建议,投教&金融&非金融名词,
109,华泰保兴长三角金融债一年定期开放债券交易规则,基本信息(基金、定期等等),其他,问财报及事件,问有什么事件和资讯,
110,我就加了1000白酒基金和饮料基金[愉快],涨跌及解读,条件选基,行情解读,持仓整体分析,
111,可以投资鹏华中证信息技术指数型证券投资基金(LOF)C类吗,公司董监高,基金经理,买卖建议,另类投资,
112,上周五，我看午后，中字头从-1慢慢往上，买了点，但是买的那个涨得算板块里涨得比较低的就,持仓整体分析,新闻资讯,问个股评测&观点建议,操作建议,
113,那你意思就是把现在持有的4万多招商白酒全部换成富国天惠混合吗,公司董监高,问有什么事件和资讯,问涨跌历史,买卖建议,
114,过十天还有一笔五万多，共十一万申请续约长江养老添年享。,选品,其他,持仓单品分析,问涨跌历史,
115,今天加仓的有军工新能源车等制造类及医药(疗)。,操作建议,选品,择时&带场景类等,持仓整体分析,
116,我是想收益够就把基金转换到货币基金，这样收益多一天,问涨跌历史,问涨跌及解读,公司董监高,持仓整体分析,
117,你怎么看今天的下跌，尤其是白酒、医药跌得厉害，该如何应对。,问买卖建议,问个股评测&观点建议,操作建议,择时&带场景类等,
118,证全球优选积极三个月持有期混合(FOF)C,整体收益分析,单品收益分析,产品评测,问买卖建议,
119,请问那个中银主题的基金怎么样啊，这两天跌得有点厉害哦,产品评测,持仓整体分析,问未来影响,问财报及事件,
120,你好韩小姐。我今天忘记看了好像最近还在跌。那我看看明天是不是考虑买入一千了呢,操作建议,单品收益分析,产品信息查询,问未来观点,
121,你的意思，我基金挣了5000，意思是不把基金全部加了挣的5000一起卖，而是只卖挣得5000的份额，对吗,买卖建议,问产品评测,基本信息(基金、定期等等),另类投资,
122,22号买入到今天5.31号只有50元收益？,公司董监高,操作建议,持仓整体分析,持仓单品分析,
123,帮忙分析那只什么时候可以出，或者可以转那只,持仓单品分析,持仓信息导流（自选、账单、持有资产等）,选品,问涨跌历史,
124,早上好！想咨询下你对数字货币基金有好的方便推荐一下吗，谢谢！,另类投资,问买卖建议,问涨跌预测,条件选基,
125,既然用不了红包，那就科创50 2w，以及创新1w？创新今天又涨了,操作建议,涨跌及解读,问买卖建议,问涨跌预测,
126,我这个是刚好上课老师说的，股票波动大 但是基金应该还好吧 就不可能一下子降好多,持仓整体分析,新闻资讯,涨跌及解读,操作建议,
127,我今天出了合计3万左右的半导体和新能源。收益大概45%左右。下周我感觉半导体和新能源会回调。这样合适吗？,问财报及事件,问未来观点,公司董监高,操作建议,
128,鲍经理：今天买个基金，推荐一下。上证50如何？,条件选基,持仓整体分析,基本信息（基金、定期等等）,涨跌及解读,
129,这个的carry是多少？收益率多少以上开始收取？,问涨跌预测,新闻资讯,问买卖建议,基本信息(基金、定期等等),
130,前两天我把新能源出了，但我想清空，所以找您取取经，等下调在进,问涨跌预测,操作建议,买卖建议,问买卖建议,
131,华宝高端装备股票型发起式证券投资基金A类安全吗,问财报及事件,产品评测,整体收益分析,基本信息(基金、定期等等),
132,这个提醒看到了，是不是意味着超额收益会比以前收的更多,问未来影响,择时&带场景类等,基本信息（基金、定期等等）,产品评测,
133,我刚转到申万菱信医药了，观察看看，医药被套挺久了,问产品评测,另类投资,持仓单品分析,其他,
134,南方汇率6月（006995）赎不回来怎么办？，只让买不让卖,基本信息(基金、定期等等),条件选基,另类投资,操作建议,
135,今年市场风格频繁切换，后续如何做基金投资？,产品评测,操作建议,基金经理,涨跌及解读,
136,现有的基金，比如医疗是不是不能再多加仓了，我看涨的比较快,操作建议,投教&金融&非金融名词,问有什么事件和资讯,基金经理,
137,000209.005669现在值得买入吗？,问产品评测,买卖建议,持仓整体分析,问涨跌历史,
138,明白谢谢，准备入一点，最后一天？我还有一笔10几天到期,公司董监高,问涨跌预测,问涨跌及解读,买卖建议,
139,老师，等明天您有空了帮我看看，前几天海外市场选了四只基金，现在加仓了这两只,问有什么事件和资讯,持仓整体分析,行情解读,问涨跌历史,
140,华夏中证内地低碳经济主题ETF联接C安全吗,问涨跌预测,问未来影响,公司董监高,产品评测,
141,统计数据还显示，1至4月，全国规模以上工业企业实现利润总额20328.8亿元，同比下降20.6%。,持仓单品分析,产品评测,单品收益分析,涨跌及解读,
142,农银汇理金穗优选6个月持有期混合(FOF)A,产品信息查询,产品评测,基本信息（基金、定期等等）,问涨跌历史,
143,请问，国投瑞银孙文龙的基金，最近怎么啦，无论什么情况都是跌，坚持不调仓只是减少一点股票比例。广大基民很不理解，包括我。,涨跌及解读,问客观指标,产品评测,买卖建议,
144,就是说我以前的收益全亏进去了还倒贴了25000是吧,公司董监高,持仓单品分析,买卖建议,基本信息(基金、定期等等),
145,您看一下我选的基里有哪些年后可以加仓，有哪些建议减持的？,持仓整体分析,另类投资,问个股评测&观点建议,产品信息查询,
146,类似招商安华和你发的华泰柏瑞鼎利这种基金还能再推荐几个嘛,基本信息(基金、定期等等),条件选基,持仓信息导流（自选、账单、持有资产等）,涨跌及解读,
147,那就买兴业添利，也是7天赎回不需要手续费吧,投教&金融&非金融名词,问未来影响,问未来观点,基本信息(基金、定期等等),
148,经理你好，这个是我目前的基金状况，请帮看一下，谢谢,持仓整体分析,新闻资讯,公司董监高,问客观指标,
149,把不好的卖掉 就是亏了也卖掉 换一个基 怎么样 呢？,问客观指标,问涨跌预测,公司董监高,持仓整体分析,
150,为什么我的组合通基准沪深300在2月后开始出现巨大的分化,产品评测,涨跌及解读,基金经理,基本信息（基金、定期等等）,
151,分散买了二十多种基金，两年下来收益为什么还不如存款收益？,持仓整体分析,单品收益分析,产品评测,整体收益分析,
152,爸妈的60w，另外的55w已经到账，今天买多少鼎利?剩下的我都长信，收盘前我就要买，谢谢,持仓整体分析,整体收益分析,基金经理,买卖建议,
153,嗯，我就想看黄金有没行情，没的看把钱拿出来投大A[傻笑],基金经理,操作建议,基本信息(基金、定期等等),产品信息查询,
154,我有白酒基金现在亏22点了，我现在想卖了，或转到别的基金，请老师指教。,基本信息（基金、定期等等）,问个股评测&观点建议,问有什么事件和资讯,操作建议,
155,前两天看着黄金和证券跌到底了，买了几万，别提了……无底洞啊，怎么办撤出来还是继续拿着,问涨跌历史,操作建议,择时&带场景类等,问未来观点,
156,那只新能源的不是还要观察要不要减仓么[傻笑],单品收益分析,其他,产品评测,操作建议,
157,陈女士，我想问问现在5G和半导体适合入场吗？,基本信息(基金、定期等等),整体收益分析,操作建议,持仓整体分析,
158,我现在分散比较多，我全部集合在一个基金怎么样,持仓整体分析,基金经理,问客观指标,问财报及事件,
159,我买的那个长城货币基金 帮忙看看稳不稳定 是不是随时可以退出,基本信息(基金、定期等等),条件选基,产品评测,问产品评测,
160,就是比如我买的90天封闭期的债券，90天到了以后如果我选择的是自动转入下一期，还会再扣一次申购费吗？,产品信息查询,基本信息(基金、定期等等),持仓整体分析,整体收益分析,
161,买恒生科技或者中概股有什么推荐，手续费低的,涨跌及解读,条件选基,操作建议,问涨跌及解读,
162,你好，最近3个月我买了诺安基金，目前亏了12点了,持仓单品分析,其他,整体收益分析,基金经理,
163,这段时间收益好差，黄金我都亏钱清了一部份，然后长盛也处于近两个月的差点，会不会重返去年十一月的状况，有点担心,行情解读,持仓整体分析,整体收益分析,投教&金融&非金融名词,
164,新能源我60个点卖了也是卖飞了，但是谁也预测不了短期的变局,持仓整体分析,产品评测,持仓单品分析,涨跌及解读,
165,问题严重不？我要撤回货币基金里面去吗？谢谢！,持仓整体分析,操作建议,问财报及事件,问涨跌及解读,
166,请问下，其他财通哪个比较稳定且可以大额买入？,问涨跌预测,涨跌及解读,基本信息（基金、定期等等）,条件选基,
167,易方达裕祥在哪里看比较准确那，最近估值都偏离较大,基本信息(基金、定期等等),其他,选品,择时&带场景类等,
168,需不需要把国投瑞银这只基金换成人工智能？但又怕换过去又跌,行情解读,买卖建议,问涨跌预测,新闻资讯,
169,手上有13只基金，想换及减少点，不知如何入手，全部正收益[捂脸],产品评测,问涨跌历史,问客观指标,持仓整体分析,
170,您好 请帮忙分析下我的基金持仓以及评价下历史日常操作或者有什么建议 谢谢,公司董监高,问个股评测&观点建议,持仓整体分析,问未来观点,
171,好嘞，那我上证50和鹏华清掉买这个也差不多,问产品评测,问个股评测&观点建议,问未来影响,买卖建议,
172,这种进取型基金应该比个股安全多了吧，虽然有涨跌风险，但不至于爆雷吧！,持仓单品分析,问未来观点,问未来影响,产品评测,
173,除了货币基金，天弘增强回报债券也是有风险的是吧？,问涨跌及解读,买卖建议,另类投资,产品评测,
174,经济增长长年全世界第一，为何股市就是长年在3000点左右不涨呢？,单品收益分析,涨跌及解读,产品信息查询,选品,
175,交银瑞和 我是加仓这个好？还是买新的基金？,另类投资,持仓整体分析,投教&金融&非金融名词,买卖建议,
176,这只基金我亏了20%了，2019年7月买入2万，现在怎么操作好些呢？请专家指教,选品,持仓单品分析,涨跌及解读,问涨跌预测,
177,对呀，这18号那天18号他已经已经算是有有那个呀，有有那个中证五百，已经有有有那个反弹了呀。,涨跌及解读,问未来影响,选品,投教&金融&非金融名词,
178,财通资管鸿达纯债债券E 我没找到，是哪个？,单品收益分析,涨跌及解读,持仓信息导流（自选、账单、持有资产等）,基本信息(基金、定期等等),
179,你好，我想调的三支：1. 兴全340007；2. 广发270002；3. 富国161030,操作建议,问涨跌历史,买卖建议,基本信息（基金、定期等等）,
180,给你看一下我从去年以来的收益，去年7月份被金鹰基金严重拖后腿,持仓单品分析,问客观指标,择时&带场景类等,单品收益分析,
181,我今天的基金挂单卖出，然后今天上涨的收益我还有吗,基本信息(基金、定期等等),问个股评测&观点建议,基金经理,产品评测,
182,谭老师您好！关于您对市场状况的分析，鄙人已拜读过了。对于我这个理财盲者委实有茫然。不过，近些日子想麻烦您看看我这些票需要调整下吗？有时间就给看看吧，拜托您了。,涨跌及解读,买卖建议,公司董监高,新闻资讯,
183,浦银安盛哪天卖才没有手续费？1.12号购买的,产品信息查询,问有什么事件和资讯,问未来观点,基本信息(基金、定期等等),
184,汇添富均衡增长三个月持有期混合(FOF)C,涨跌及解读,条件选基,问客观指标,产品评测,
185,东亚联丰亚洲债券及货币基金 - 人民币对冲分派配售,问有什么事件和资讯,行情解读,选品,基本信息(基金、定期等等),
186,你好，这个012895天弘双创50是怎么选股的,产品评测,问未来影响,其他,基本信息(基金、定期等等),
187,是的 我最后选出来的股票占比只有0.68好像记得,问客观指标,问产品评测,其他,条件选基,
188,我卖基金的时候，才1.3元，现在长到1.46，为什么我还亏钱,基本信息(基金、定期等等),问未来观点,操作建议,问个股评测&观点建议,
189,我买入越南一个多月，今天感到它的市场远未成熟,单品收益分析,买卖建议,持仓信息导流（自选、账单、持有资产等）,涨跌及解读,
190,这几天的市场震荡是不是正好符合FoF的建仓呢,投教&金融&非金融名词,买卖建议,问个股评测&观点建议,问未来观点,
191,两头挨打怎么办，很多基金都是当时表现不错，换了就拉胯,另类投资,操作建议,持仓整体分析,基本信息（基金、定期等等）,
192,天弘基金严选之重阳FOF一期集合资产管理计划,问未来观点,问客观指标,选品,产品评测,
193,建信养老飞越366，这款是到2月7号到账？,基本信息(基金、定期等等),问未来观点,买卖建议,问财报及事件,
194,银河创新成长混合 跌了1.88%，今天适合操作吗？,涨跌及解读,问个股评测&观点建议,新闻资讯,买卖建议,
195,你们之前推荐的016710亏大了，想关闭掉，可以怎么操作？,基本信息(基金、定期等等),涨跌及解读,持仓信息导流（自选、账单、持有资产等）,公司董监高,
196,您觉得中证500怎么样，我有点打算撤出这方面配置,持仓单品分析,产品评测,涨跌及解读,投教&金融&非金融名词,
197,您之前提供的这几个基金表现都很一般，有没有必要转换到其他热点上呢,买卖建议,问涨跌预测,操作建议,基本信息（基金、定期等等）,
198,大盘都这样子了，躺平吧，没兴趣动了，下面我会配置些黄金的,操作建议,问有什么事件和资讯,基本信息（基金、定期等等）,另类投资,
199,这个今天到期，亏损太多，我想观望几天看看，可以随时卖吧？请正面回答,持仓信息导流（自选、账单、持有资产等）,持仓单品分析,投教&金融&非金融名词,产品信息查询,
200,为什么我觉得基建和钢铁 煤炭 一直是向下趋势,基本信息（基金、定期等等）,持仓单品分析,涨跌及解读,其他,
201,我的银华动力领航混合C收益率-13.11%，稳定跌，请问什么时候抛售划算啊[捂脸],条件选基,持仓单品分析,操作建议,持仓信息导流（自选、账单、持有资产等）,
202,请问004536的情况，作为投资者的利益有没有受法律保护,问有什么事件和资讯,基本信息(基金、定期等等),产品评测,问未来影响,
203,你好，你可以看到我的基金吗？有什么建议吗？,持仓信息导流（自选、账单、持有资产等）,持仓整体分析,操作建议,问买卖建议,
204,014855 嘉实中证半导体产业指数增强C,投教&金融&非金融名词,涨跌及解读,问未来影响,产品评测,
205,中海医药混合c今年还会分红吗？是不是亏损就会停止分红,另类投资,持仓单品分析,持仓信息导流（自选、账单、持有资产等）,基本信息(基金、定期等等),
206,老师好，我投了平安恒鑫混合c这只基金定投怎么样，帮我分析一下好吗。,问有什么事件和资讯,选品,问未来影响,持仓单品分析,
207,015667，银河文体，帮我分析下现在要不要卖掉,问个股评测&观点建议,买卖建议,基本信息（基金、定期等等）,问买卖建议,
