id,question,A,B,C,D,answer
32,在()办理私募基金管理人登记的机构可以自行募集其设立的私募基金。,中国基金业协会,中国证监会,中国证券业协会,中国银监会,A
33,下列关于《合伙企业法》的有关规定，说法正确的是()。Ⅰ.普通合伙人和有限合伙人之间是可以相互转换的，如果具备了一定的条件，双方的身份是可以互换的Ⅱ.有限合伙人应当按照合伙协议的约定按期足额缴纳出资;未按期足额缴纳的，应当承担补缴义务，并对其他合伙人承担违约责任Ⅲ.合伙人不得从事损害本合伙企业利益的活动”的规定，应定为违反法律，应将抽逃部分予返还Ⅳ.有限合伙人转变为普通合伙人的，对其作为有限...,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅳ,Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅲ、Ⅳ,A
34,关于风险揭示书内容下列说法正确的是()。,私募基金的一般风险，包括基金合同与中国基金业协会合同指引不一致所涉风险、基金未托管所涉风险、基金委托募集所涉风险、外包事项所涉风险、聘请投资顾问所涉风险、未在中国基金业协会登记备案的风险等,私募基金的特殊风险，包括资金损失风险、基金运营风险、流动性风险、募集失败风险、投资标的的风险、税收风险等,投资者对基金合同中投资者权益相关重要条款的逐项确认，包括当事人权利义务、费用及税收、纠纷解决方式等,在投资者签署基金合同之前，募集机构应当向投资者说明有关法律法规，说明投资冷静期、回访确认等程序性安排以及投资者的相关权利，重点揭示私募基金风险，并与投资者签署风险揭示书,C
35,合格境外有限合伙人，是指境外机构投资者通过资格审核和外汇资金的监管程序后，将()兑换为()。,人民币资金;境外资本,境外资本;人民币资金,境外资金;境内资金,境内资金;境外资金,B
36,"股权投资基金管理人应当于每年度4月底之前,通过私募基金登记备案系统填报经()审计的年度财务报告。",会计师事务所,律师事务所,中国证监会,中国证券投资基金业协会,A
37,公司型股权投资基金根据《公司法》的规定，采取有限责任公司形式的股权投资基金，投资者人数不得超过()人，采取股份有限公司形式的股权投资基金，投资者人数不得超过()人。,50;50,200;50,50;200,200;200,C
38,境外股权投资基金向境内目标公司直接投资必须获得特定审批机关的批准，上述特定审批机关不包括()。,外汇局,商务部,工商总局,国家发展改革委,C
39,股权投资基金的募集方式包括自行募集和()。,委托募集,委派募集,公开募集,非公开募集,A
40,为保证基金正常运作而发生的，应由基金承担的费用为()。,基金管理费,基金交易费,基金托管费,基金运作费,D
41,关于证券投资基金监管机构职能的制度，下列说法错误的是()。,应确保自身的独立性,应拥有独立的经费来源、人力及其他资源,确保监管程序的合法性、公平性和公正性,其责任必须由法律明确规定,D
42,管理人委托募集，应当委托获得中国证监会基金销售业务资格且成为()的机构募集私募基金，并制定募集机构遴选制度。,中国证券投资基金业协会会员,中国证券业协会会员,中国证券监督管理委员会会员,交易所会员,A
43,()是指每个投资项目投后退出的每一笔资金都按照一定的顺序在基金投资者和管理人之间分配，而不是首先满足基金投资者的全部本金出资和优先收益。,按基金分配,按利润分配,按项目逐笔分配,按单一项目分配,D
44,()明确股权投资基金的监督管理由中国证监会负责，实行适度监管，保护投资者权益。,《私募投资基金管理人内部控制指引》,《私募投资基金募集行为管理办法》,《关于私募股权基金管理职责分工的通知》,《中华人民共和国证券投资基金法》,C
45,下列关于机构投资者的说法正确的是()。,机构投资者有相同的投资约束,基金的机构投资者相比于个人投资者，资本实力更为雄厚且投资能力更为专业,规模越大，内部管理的成本相对于投资额度的比例就越高,根据内部专家意见来选择投资经理,B
46,投资者的投资决策受到多种因素的影响，其中()属于个人背景的因素。,伦理道德,法律意识,社会制度,科技发展,B
47,基金客户服务的宗旨是()。,投资者利益优先,有效沟通,安全第一性,获得双赢,A
48,基金客户个性化服务不包括()。,做好客户的动态分析,基金客户档案管理与保密,通过加强客户沟通了解客户深度需求,做好客户的参谋,B
49,()我国私募股权市场开始蓬勃发展。,1992年-2000年,2001年-2005年,2006年-2010年,2011年-2013年,B
50,下列在股权转让退出回购流程中，说法错误的是()。,召开股东大会审议董事会决议，由非关联股东对股票回购进行独立表决,根据董事会公告进行股票回购交易。国有股回购在十个工作日之内完成，流通股回购在三十个工作日之内完成,报经政府管理部门及证券监管部门审核批准，批准后发布董事会公告,公司购回本公司股票后，如果注销该部分股份，必须在十个工作日内完成，并向工商行政管理部门申请办理注册资本的变更手续。如果是作为库存股，必须在十个工作日内完成登记手续,B
51,基金业协会鼓励最近()未因违法执业行为受到行政处罚的律师参与出具法律意见书。,2年,3年,4年,5年,A
52,我国公司型基金的法律依据为()，基金按照公司章程来运营。,《公司法》,《证券投资基金法》,《证券法》,《合伙公司法》,A
53,关于动态市盈率的说法，以下不正确的是()。,又称滚动市盈率,采用最近四个季度报告的净利润总和,反映的信息更加贴近当前实际,可信度要高于经审计的年度净利润,D
54,股权投资基金管理人通过私募基金登记备案系统报送的信息不包括股权投资基金的()信息。,月度,季度,年度,重大事项,A
55,私募基金管理人、私募基金托管人应当如实向投资者披露的信息不包括()。,投资收益分配,基金承担的费用和业绩报酬,可能存在的利益冲突情况,基金管理人及其从业人员有关信息,D
56,下列关于中期票据的说法正确的是()。,中期票据可以由金融机构发行,我国的中期票据的期限通常为1年或者3年,中期票据采用注册发行，最大注册额度不超过企业净资产的50%,中期票据的发行市场是银行间市场，避免了公司债复杂的审批程序，提高了融资效率,D
57,关于期货合约和远期合约的比较，下列叙述不正确的是()。,期货合约在交易所交易，远期合约通常在场外交易,期货合约实物交割比例非常低，远期合约实物交割比例非常高,期货合约和远期合约都有杠杆效应,期货合约是标准化合约，远期合约是非标准化合约,C
58,商业房地产投资的投资对象主要包括()。,写字楼、零售房地产,酒店,工业用地,养老地产,A
59,证券公司在存管银行开立的客户交易结算资金账户不能用于()。,客户取款,客户存款,证券交易资金交收,支付佣金手续费,B
60,()描述了一个资产或资产组合的预期收益率与其贝塔值之间的关系。,证券市场线,资本市场线,投资组合,资本资产定价模型,A
61,QDII基金份额净值应当在估值日后()个工作日内披露。,3,2,5,20,B
62,假设市场组合预期收益率为3%，无风险利率为1%，如果该股票的β值为2，则该股票的预期收益率与市场组合预期收益率之差为()。,0.02,0.03,0.04,0.05,A
63,关于中国证券投资基金业协会，下列说法错误的是()。,是社会团体法人,是自律性组织,权力机构为全体会员组成的会员大会,理事会成员由证监会指定,D
64,我国基金监管法律法规体系的核心不包括()。,《证券投资基金法》,《证券法》,《基金运作管理办法》,《基金管理公司管理办法》,B
65,基金管理人的下列行为中，不属于违规行为的是()。,在规定范围和比例内，将其管理的不同基金财产投资于同一股票,将货币基金投资于可转债,向基金份额持有人承诺5%的预期收益,不同的投资组合之间在同一交易日频繁对同一股票进行反向交易,A
66,《证券投资基金管理公司内部控制指导意见》正式出台的日期是()。,36495,37135,37288,38412,C
67,根据监管规则和基金公司内部控制和防范合规风险的要求，在基金公司内部建立和完善合规风险管理的体制机制，建立独立的合规部门，鼓励和保障合规部门独立发表合规管理意见的意义不包括()。,能够更好地履行合规风险管理的职能,使法律规则和监管部门的监管规则及监管意图在基金公司得到全面有效地贯彻落实,避免基金管理人遭受法律制裁或监管处罚,避免基金持有人遭受重大财务损失或声誉损失的风险,D
68,非公开募集基金应当向合格投资者募集，合格投资者累计不得超过()。,50人,100人,150人,200人,D
69,公司向债权人借入资金的利息与()无关。,公司的经营风险,债权人的经营风险,公司的规模,公司的利润率,B
70,()通过依法行使审批或核准权，依法办理基金备案，对基金管理人、基金托管人以及其他从事基金活动的服务机构进行监督管理，对违法违规行为进行查处。,基金份额持有人,基金监管机构,基金评级机构,基金注册登记机构,B
71,()在一定程度上会给开放式基金的长期经营业绩带来不利的影响。,投资于流动性较高的证券,依照投资计划投资,依照基金合同的约定投资,过度重视基金资产的流动性,
72,下列不属于QDII基金的申购和赎回与一般开放式基金的申购与赎回区别的是(),币种不同,申购和赎回登记不同,申购与赎回渠道不同,拒绝或暂停申购的情形不同,
73,我国基金属于(),契约型基金,公司型基金,封闭式基金,开放式基金,
74,()是指基金从业人员应当以对待自己事情一样的谨慎和注意来对待所在机构的工作，尽职尽责。,忠诚,尽责,诚实,守信,
75,中国证监会对私募机构采取一系列行为，发现私募机构存在的问题不包括()。,涉嫌非法集资、非法经营证券业务,承诺保本保收益、挪用或侵占基金财产、基金资产与自有资产混同、虚构投资项目骗取资金等严重违法违规、侵害投资者利益行为,公开募集、未按合约约定托管基金财产、投资方向不符合合约规定、费用列支不符合合约规定、未按合同约定进行信息披露、证券类私募机构从业人员无从业资格等一般性违规问题,登记备案信息准确、更新及时、但是合格投资者管理制度不健全、私募基金风险评级及对投资者的风险识别能力和风险承担能力评估不到位的问题,
76,尽职调查包括()。I.财务调查II.法律调查III.业务调查IV.经营调查,I、II、III,II、III、IV,I、III、IV,I、II、III、IV,
77,一些机构俗称的“成长基金”，属于哪类基金()。,狭义创业投资基金,并购基金,不动产基金,定增基金,
78,公司型基金中，投资者出资成为()。,普通合伙人,有限合伙人,公司股东,委托人,
79,下列选项中属于募集机构的责任的是()。Ⅰ.恪尽职守、诚实信用、谨慎勤勉，防范利益冲突，履行说明义务、反洗钱义务Ⅱ.承担特定对象确定、投资者适当性审查、私募基金推介及合格投资者确认等相关责任Ⅲ.募集机构及其从业人员不得从事侵占基金财产和客户资金、利用私募基金相关的未公开信息进行交易等违法活动Ⅳ.募集机构应当对投资者的商业秘密及个人信息严格保密。除法律法规和自律规则另有规定的，不得对外披露,Ⅰ、Ⅱ、Ⅲ,Ⅰ、Ⅱ、Ⅳ,Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,
80,基金合同应当约定给投资者设置不少于()小时的投资冷静期。,48,36,12,24,
81,根据相关法律法规的规定，契约型基金通过订立基金合同()。Ⅰ.明确投资人、管理人及托管人在私募基金管理业务过程中的权利、义务及职责Ⅱ.确保委托财产的安全Ⅲ.保护当事人各方的合法权益Ⅳ.实现基金管理人的最大化利益,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ,Ⅱ、Ⅲ,
82,股权投资基金通常采用()。,承诺有限制,有限公司制,合伙有限制,承诺资本制,
83,股份有限公司的股东就其()对公司负责。,出资额,资产,认购的股份,净资产,
84,成本法以()作为估值参考标准。,当前重新构建目标企业所需的成本,未来重新构建目标企业所需的成本,当前购买目标企业所需的成本,未来购买目标企业所需的成本,
85,关于国有股权非上市转让的特殊要求以下说法错误的是()。,符合法律、行政法规和政策，有利于国有经济布局和结构的战略性调整，可促进国有资本优化配置,交易股权权属模糊,在依法设立的产权交易机构公开进行,采取拍卖、招投标、协议转让或法律、行政法规规定其他方式,
86,()发布《关于进一步规范私募基金管理人登记若干事项的公告》。,42042,42405,42217,40214,
87,()可以保证管理人经营运作严格遵守国家有关法律法规和行业监管规则，自觉形成守法经营、规范运作的经营思想和经营理念。,管理人法制教育,管理人风险控制,管理人内部控制,管理人外部控制,
88,我国上市公司股票交易实行涨跌幅限制，ST股票和*ST股票价格涨跌幅不得超过()。,0.02,0.05,0.07,0.15,
89,契约型股权投资基金收益分配和风险承担原则由()约定。,合伙协议,基金合同,基金招募说明书,公司章程,
90,下列关于保本基金的说法中，正确的是()。,保本基金的核心是运用投资组合保险策略进行基金的操作,保本资产和风险资产的比例是经常发生变动的,保本基金没有本金损失的风险,保本基金从本质上讲是一种开放式基金,
91,基金产品的募集者是()。,中国证监会,基金份额持有人,基金管理人,基金托管人,
92,"在基金整个运作过程中,起核心作用的是()。",基金管理人,基金托管人,基金份额持有人,监管机构,
93,()证券组合以资本升值(即未来价格上升带来的价差收益)为目标。,收入型,避税型,增长型,货币市场型,
94,证券交易所在开市后根据ETF申赎、赎回清单和组合证券由各只证券的实时成交数据，计算并每()提供一次基金份额参考净值。,15秒,30秒,1分钟,1天,
95,基金职业道德教育的内容包括()。,培养基金职业道德观念,岗前职业道德教育,岗位职业道德教育,基金业协会的自律,
96,报告期内累计买入、累计卖出价值超出期初基金资产净值()时，基金管理人需要在基金股票投资组合重大变动事项中披露股票明细。,0.005,0.02,0.08,0.15,
97,下列关于资产管理的说法中，错误的是()。,受托资产主要是货币等金融资产,资产委托方根据投资者授权，进行资产投资管理，承担受托人义务,能够帮助机构投资者进行投资决策，并提供决策的最佳执行服务,资产管理通过投资于银行存款、证券、期货、基金、保险或实体企业股权等资产实现增值,
98,货币市场基金的赎回资金一般()日即可从基金的银行存款账户划出。,T+3,T+4,T+1,T,
99,合规独立性中，最重要的是()。,部门独立性,机制独立性,问责独立性,以上都正确,
100,以下不属于基金销售机构的是()。,商业银行,证券公司,中国结算公司,证券投资咨询机构,
101,以下原则中，()不是基金监管的原则。,审慎监管原则,高效监管原则,保障投资人利益原则,合理原则,
102,基金托管人职责终止的，应当按照规定聘请()所对基金财产进行审计，并将审计结果予以公告，同时报国务院证券监督管理机构备案。,资信评级机构,律师事务所,审计事务所,会计师事务所,
103,()对有效的风险管理承担最终责任。,监事会,董事会,股东大会,管理层,
104,非上市股权转让关于股份转让下列说法错误的是()。,股东持有的股份可以依法转让,股东转让其股份，应当在依法设立的证券交易场所进行或者按照国务院规定的其他方式进行,无记名股票的转让，由股东将该股票交付给受让人后即发生转让的效力,发起人持有的本公司股份，自公司成立之日起三年内不得转让,
105,基金收益分配的原则不正确的是()。,首先向投资者返还投资本金,其次向投资者支付约定的优先收益,剩余收益按照约定的比例在股东之间进行分配,剩余收益按照约定的比例在管理人和投资者之间进行分配,
106,按债券交易方式分类，商业银行柜台市场的交易品种是()。,质押式回购,现券交易,买断式回购,远期交易,
107,()是通过星级将某基金在同类基金中的排位情况简单清晰地表示出来的一种方法。,基金风格,基金星级评价,基金业绩计算,基金分类,
108,基金销售过程中发生的由基金投资者自己承担的费用不包括()。,申购费,赎回费,基金转换费,基金管理费,
109,在成员国监管机关允许的情况下，基金投资于国际组织担保的证券，应投资于不少于()个主体发行的证券。,2,4,6,9,
110,某公司每股净资产为2，市净率为4，每股收益为0.5，则市盈率等于()。,21,16,9,5,
111,不属于商业票据的特点的是()。,面额较大,利率较低,可抵押,只有一级市场,
112,影响投资者风险承受能力和收益要求的各项因素不包括()。,投资者的年龄,利率变化,资产负债状况,财务变动状况与趋势,
113,机构甲为股权投资基金管理人，机构乙为股权投资基金财产保管机构，机构丙为管理人委托的基金份额登记机构，以下属于该基金服务机构的是()。,丙,乙,甲、乙、丙,乙、丙,
114,以下分配方式符合合伙型股权投资基企“瀑布式收益分配体系”的是(),按照约定门槛收益率，先分配门槛收益给所有合伙人，然后返还本金，分配超额收益,先向有限合伙人返还本金和门槛收益，然后向普通合伙人返还本金，分配超额收益,按照约定门尴收益率，先分配门槛收益给有限合伙人，再返还本金，然后向普通合伙人返还本金和分配超额收益,先问所有合伙人返还本金，再按照约定门尴收益率向所有合伙人分配门槛收益，然后分配超额收益,
115,签署投资备忘录属于股权投资基金运作的()阶段。,管理,设立,募集,投资,
116,在确定杠杆收购中自有资金与外部资金的比例时，通常不需要考虑的是(),目标公司的现金流,目标公司的同业竞争情况,资本结构的风险,外部资金的融资成本,
117,关于创投基全与并购基金的区别，以下表述错误的是(),创投基金通常不使用杠杆;并购基金通常使用杠杆,创投基金采取参股投资;并购基全采取控股投资,创投基金只投资早期企业;并购基金只投资成熟企业,创投基金投后重点是增值服务;并购基金投后重点是企业重整,
118,股权投资基金为被投资企业提供增值服务，以下表述错误的是(),对于发展较为成熟的被投资企业，增值服务侧重在资源导入、兼并收购、上市推动等方面,对于早期阶段的被投资企业，增值服务侧重在规范管理、业务开拓、后续再融资等方面,主要目的是提升被投资企业的价值，降低投资风险，最终实现投资机构对被投资项目的顺利退出,协助被投资企业进行后续再融资工作，以便投资机构能够参与被投资企业的后续轮次融资,
119,关于完全棘轮条款，以下表述正确的是()。,完全棘轮条款充分考虑了新发行股权的数量,完全棘轮条款是容易被企业(尤其是创始股东)一级投资人各方接受的一种反摊薄条款,完全棘轮条款在创业投资基金中比较常见，适用于被投企业后续融资估价升高的情形,完全棘轮条款比加权平均条款能更大限度地保护投资人,
120,每个会计年度结束后4个月内，北京某股权投资基金管理人应当向()报送经会计师事务所审计的年度财务报告。,中国证券投资基金业协会,中国证券业协会,中国证券监督管理委员会,北京股权投资基金协会,
121,关于合伙型股权投资基金，以下表述错误的是()。,本质上是种合伙关系,有限合伙企业是企业所得税的纳税主体,普通合伙人既可以自任基金管理人，亦可以委托第三方任基金管理人,有利于避免双重纳税,
122,关于企业的现金流，以下表述错误的是(),投资获得产生的现金流包括正常生产经营活动投资的短期资产以及企业投资所产生的股权与债权,企业净现金流可以通过现金流量表反映，主要包括经营活动，投资活动和筹资活动产生的现金流,筹资活动产生的现金流反映企业长期资本筹集资金状况,经营活动产生的现金流是与生产商品、提供劳务、缴纳税金等直接相关的业务所产生的现金流量,
123,2018年6月12日某投资者以5元买入A股票1000股，并以20元价格卖出B股票5000股，该投资者缴纳的印花税为()元。,100,220,115,20,
124,关于期货合约，以下表述错误的是(),金融期货合约的交割大多采用现金结算,盯市制度对保证期货合约的履行非常重要,期货合约是非标准化合约,投机者是期货市场的重要组成部分,
125,关于中证全债指数，以下表述错误的是(),中证全债指数为债券投资者提供了投资分析工具和业绩评价基准,中证全债指数是由中证指数有限公司编制,中证全债指数的一个重要特点在于对异常价格的无价情况下使用了最近收盘价,中证全债指数是综合反映银行间债券市场和沪深交易所债券市场的跨市场债券指数,
126,在股价指数的编制中，按样本股票在市场上的不同成交金额赋予不同的权数的编制方法称为()。,其他三项均不是,算术平均法,加权平均法,几何平均法,
127,关于货币市场工具，以下表述正确的是(),定期存款因为不能随时支取，所以不属于货币市场工具,货币市场工具是高流动性高风险的证券,货币市场工具交易形成的利率一般不作为市场的基准利率,货币市场工具为商业银行管理流动性提供了有效的手段,
128,关于均值、方差模型，以下表述错误的是()。,无差异曲线是在期望收益标准差平面上由相同给定校用的所有点组成的曲线,市场上可投资产所形成的所有组合成为可行集,无差异曲线和有效前沿相切的点所代表的投资组合成为最优组合,从全局最小方差组合开始，最小方差前沿的下半部分就成为有效前沿,
129,下述选项中不可以进行回转交易的是()。,权证交易,股次交易日起,债券竞价交易,单市场股原型ETF,
130,投资交易中的操作风险是指()。,由于汇率变动所产生的基金价值的不确定性,由于人员、流程、系统或外部因素带来的交易失误，导致基金资产或基金公司遭受损失的风险,由于宏观政策的变化导致的对基金收益的影响,由于违反法律、法规、交易所规则、基金合同所导致公司遭受损失的风险,
131,关于基金交易业务控制，下列说法错误的是()。,基金经理可以直接向交易员下达投资指令或者直接进行交易,建立交易监测系统、预警系统和交易反馈系统，完善相关的安全设施,公司应当执行公平的交易分配制度，确保不同投资者的利益能够得到公平对待,建立完善的交易记录制度，每日投资组合列表等应当及时核对并存档保管,
132,基金管理公司岗位分离制度不包括()。,交易与清算的分离,基金会计与公司会计的分离,投资与交易的分离,清算与核算的分离,
133,内幕交易和操纵市场行为违反了证券市场的()原则。,公开、公平、公正,及时、客观、准确,高效、全面、及时,客观、全面、准确,
134,基金管理人董事会可以下设()，负责对公司经营管理与基金运作的风险控制及合法合规性进行审议、监督和检查，草拟公司风险管理战略，评估公司风险管理状况。,风险管理部,合规管理部,合规与风险管理委员会,合规与风险控制部,
135,2007年，中国证券业协会设立了()，负责联络与业务交流工作。,基金公会,证券投资基金业委员会,基金公司会员部,基金业行会,
136,衡量价格收益率曲线弯曲程度的指标是()。,久期,凸度,风险,凹凸性,
137,在货币市场上占有重要地位的国债是()。,无期限国债,长期国债,国库券,短期国债,
138,下列关于地产投资的表述，错误的是()。,不确定性非常高,投资价值受法律法规影响较小,具有较高的投机性,投资价值受宏观环境影响较大,
139,马可维茨用来衡量投资者所面临的可能收益与预期收益偏离程度的指标是()。,收益率的高低,收益率低于期望收益率的频率,收益率为负的频率,收益率的方差,
140,下列关于欧盟《另类投资基金管理人指令》(AIFMD)对于私募股权投资基金的“资产剥离”规定，说法正确的是()。,私募股权投资基金收购公司1年内不许通过分红、减持、赎回等形式进行资产转让,私募股权投资基金收购公司2年内不允许通过分红、减持、赎回等形式进行资产转让,私募股权投资基金持有公司30%及以上股权时，应确保公司董事会向员工通报此持股情况,私募股权投资基金持有公司20%及以上股权时，应向公司及其他股东进行披露,
141,分析()有助于投资者估计今后企业的偿债能力、获取现金的能力等。,资产负债表,利润表,现金流量表,所有者权益变动表,
142,债券年利息收入与当期债券市场价格的比率，为()。,到期收益率,当期收益率,信用利差,债券收益率,
143,下列关于证券交易所的说法，错误的是()。,是实行自律管理的法人,享有交易所业务规则制定权,负责对基金在场内场外的投资交易活动进行监管,设有基金交易监控系统，重点监控涉嫌违法违规的交易行为,
144,以下不属于基金管理公司制定内部控制制度的原则的是()。,合法、合规性原则,全面性原则,审慎性原则,成本效益原则,
145,我国基金信息披露的规范性文件中，基金信息披露编报规则不包括()。,交易的业务规则的编制及披露,财务会计报告的编制与披露,投资组合报告的编制及披露,基金净值表现的编制及披露,
146,目前，证券投资基金的主流产品是()。,封闭式基金,开放式基金,公募基金,私募基金,
147,长期以来，我国居民的偏爱()。,货币储蓄,投资,融资,借贷资金,
148,以下关于一篮子股票组合的股票基金的说法，正确的是()。,每一交易日股票基金不只有一个价格,股票基金份额净值不会由于买卖基金数量或申购、赎回数量的多少而受到影响,对股票基金份额净值高低进行合理与否的判断是有意义的,投资风险高于单一股票的投资风险,
149,()是指基金从业人员通过主动自觉的自我学习、自我改造、自我完善，将基金职业道德外在的职业行为规范化为内在的职业道德情感、认知和信念，使自己形成良好的职业道德品质和达到一定的职业道德境界,基金职业道德教育,基金职业道德修养,道德,职业道德,
150,为单一客户办理特定资产管理业务的，客户委托的初始资产不得低于()人民币。,1000万元,200万元,3000万元,500万元,
