id,question,A,B,C,D,answer
10,2017年4月，市区甲公司以原值500万元、已计提折旧200万元的房产对乙公司投资，甲公司每月收取固定利润1.5万元（不含增值税），4月底乙公司办妥房产过户手续。甲公司所在地政府规定计算房产余值的扣除比例为20%，2017年甲公司该房产应缴纳房产税（）万元。,2.58,2.34,2.82,3.04,D
11,2017年4月，张某将2016年6月购入的商铺转让，取得收入600万元。张某持有购房增值税普通发票，注明金额350万元、税额17.5万元，无法取得商铺评估价格。张某计算缴纳土地增值税时，可以扣除旧房金额以及加计扣除共计（）万元。,350,367.5,385.88,404.25,B
12,2017年某公司给自有员工实际发放合理工资总额为1000万元；公司生产部门接受外部劳务派遣员工6人，每人每月支付劳务费3000元。假设公司当年发生的职工福利费为200万元，职工福利费应调增应纳税所得额（）万元。,54.96,55.97,56.98,60,C
13,2018年10月，李某以500万元存款及价值800万元的房产投资设立个人独资企业；当年李某朋友张某移居国外，将其境内价值80万元的房产赠送给李某，当地契税的税率为3%。李某应缴纳的契税为()万元。,0,2.4,41.4,42,B
14,2018年2月，某卷烟批发企业（持有烟草批发许可证）向商场批发甲类卷烟24万支，取得不含税销售额18.6万元，向其他批发单位批发甲类卷烟50万支，取得不含税销售额30万元。该企业当月应缴纳消费税（）万元。（卷烟在批发环节消费税税率11%，0.005元／支）,2.05,2.17,5.35,5.72,B
15,2018年2月，某汽车制造公司将自产小汽车3辆奖励给职工个人。2辆移送业务部门使用。小汽车生产成本为53500元／辆。国家税务总局对同类型车辆核定的最低计税价格为68000元／辆。该公司应纳车辆购置税（）元。,10700,26750,34000,13600,D
16,2018年3月，某公司将货物运往境外加工，出境时已向海关证明，并在海关规定期限内复运进境。已知货物价值100万元，境外加工费和料件费30万元，运费1万元，运险费0.39万元。关税税率10%。该公司上述业务应缴纳关税（）万元,3.1,3.14,10.14,13.14,B
17,2018年5月，某建筑安装公司（增值税一般纳税人）以清包工方式提供建筑服务，取得含税收入1000万元；销售2016年4月30日前自建的不动产，取得含税收入800万元。上述业务均选择简易计税方法计税。该公司当月应纳增值税（）万元。,52.43,70.92,85.72,67.23,D
18,2018年5月，某设计公司（小规模纳税人）提供设计服务，取得含税收入3万元，销售自己使用过的固定资产，取得含税收入1万元。该公司当月上述业务应纳增值税（）万元。,0.09,0.12,0.2,0.11,D
19,2018年5月，某运输公司（增值税一般纳税人）为灾区无偿提供运输服务，发生运输服务成本2万元，成本利润率10%，无最近时期提供同类服务的平均价格，当月为A企业提供运输服务，取得含税收入5.5万元。该运输公司当月上述业务的销项税额（）万元。,0.5,0.72,0.77,0.55,A
20,2018年5月，A市建筑公司（增值税一般纳税人）在B市提供建筑服务，取得全部价款含税1000万元，将部分建筑业务分包给乙建筑公司，支付分包款含税200万元。甲公司当月在B市应预缴增值税（）万元,14.55,18.18,21.82,27.27,A
21,2019年2月中国公民彭某在A国取得股息红利所得折合人民币20000元，按照A国税法规定缴纳了个人所得税2000元，经核查境外完税凭证无误。回国后，2019年彭某应在我国补缴个人所得税（）元。,0,1160,1040,2000,D
22,2019年5月中国公民张某与原任职单位解除劳动合同，取得一次性补偿收入90000元。当地上年职工平均工资为20000元，2019年5月张某应缴纳个人所得税()元。,110,490,60,900,D
23,“五证合一”登记制度改革后，下列关于新开设企业税务登记表述准确的是（）。,取消税务登记，以营业执照替代税务登记证,仍办理税务登记，并核发税务登记证件,向税务机关完成信息补录，仍核发税务登记证件,只向税务机关完成信息补录，不再核发税务登记证件,D
24,《企业破产法》及司法解释规定，法院受理破产申请后，下列关于管理人职责及债务人财产的说法中，错误的是()。,债务人的债务人在破产申请受理后取得他人对债务人的债权的，可以向管理人员主张抵销,债务人占有的不属于债务人的财产，该财产的权利人可以通过管理人取回，但《企业破产法》另有规定的除外,债务人的出资人尚未完全履行出资义务的，管理人应当要求该出资人缴纳所认缴的出资而不受出资期限的限制,债务人的董事侵占的企业财产，管理人员应当追回,A
25,按照约束居民税收管辖权的国际惯例，自然人居民身份的一般判定标准不包括()。,住所标准,居所标准,籍贯标准,停留时间标准,C
26,搬迁企业发生的下列各项支出，属于资产处置支出的是（）。,临时存放搬迁资产发生的费用,安置职工实际发生的费用,变卖各类资产过程中发生的税费支出,资产搬迁发生的安装费用,C
27,财产保险企业的手续费和佣金支出应当按当年全部保费收入扣除退保金等后余额的（）计算，在企业所得税前的扣除限额。,0.15,0.1,0.2,0.05,A
28,曾某是某公司职工，平时喜欢写作，2019年4月写了一部小说，获得稿酬6000元，2019年4月曾某应预扣预缴个人所得税（）元。,260,840,672,960,C
29,大地公司分立为纵横公司和四海公司，约定由纵横公司承担大地公司全部债务的清偿责任，由四海公司继受大地公司的全部债权。关于该协议的效力，说法正确的是()。,该协议无效，应由分立后的纵横公司和四海公司对大地公司的债务承担连带清偿责任,该协议效力待定，应由大地公司的债权人选择分立后的公司承担清偿责任,该协议仅对纵横公司和四海公司具有约束力，对大地公司的债权人并非当然有效,该协议有效，大地公司的债权人只能请求纵横公司对大地公司的债务承担清偿责任,C
30,单位和个人发生下列行为，应该缴纳契税的是（）。,转让土地使用权,承受不动产所有权,赠与不动产所有权,转让不动产所有权,B
31,对因《企业破产法》规定的可撤销行为、无效行为而取得的债务人财产行使追回权的主体是(),债务人,管理人,破产申请人,债权人,B
32,非居民企业拒绝代扣税款的，扣缴义务人应当暂停支付相当于非居民企业应纳税款的款项，并向其主管税务机关报告和报送书面情况说明的时限是（）日。,1,3,5,7,A
33,辅导期纳税人增值税专用发票的领用实行按次限额控制，每次领用增值税专用发票数量不得超过（）份。,15,20,30,25,D
34,个人对企事业单位的承包、承租经营所得，在计算其应纳税所得额时要扣除必要费用，其必要费用是指()。,按月减除税法规定的生计费,承包者的工资,企业所得税,上交的承包费,A
35,根据“营改增”试点过渡政策的规定，下列项目免征增值税的是（）。,销售不动产,退役兵创业就业,个人转让著作权,飞机修理,C
36,根据《公司法》规定，下列关于公司提供担保的说法中，正确的是()。,公司可以为股东提供担保，担保数额由董事会决定,公司为他人提供担保，由董事会决定,公司为股东提供担保，需经出席股东会议的其他股东所持表决权的过半数通过,公司不得为公司实际控制人提出担保,C
37,根据《公司法》及司法解释的规定，下列关于发起人在设立公司阶段订立合同的责任承担的说法中，正确的是()。,发起人为设立公司以个人名义与他人订立合同的，由成立后的公司承担合同责任,发起人为设立公司以设立中公司名义与他人订立合同的，由成立后的公司承担合同责任,发起人以设立中公司名义为自己的利益签订合同，均由发起人承担合同责任,不论发起人与他人订立合同以何种名义，均由成立后的公司承担责任,B
38,根据《公司法》及相关规定，下列关于公司设立及股东出资的说法中，正确的是(),有限责任公司登记时需要提交验资机构验资证明,公司股东可以用劳务作价出资设立公司,公司股东不得以非货币财产出资设立有限责任公司,1个自然人股东只能投资设立1个一人有限责任公司,D
39,根据《民法》的相关理论，下列关于民事法律关系的表述中正确的是()。,民事法律关系是由法律规定设定的,民事法律关系所体现的利益是民事主体的物质利益,法院或仲裁机构受理和裁决民事纠纷不必确定纠纷关系的性质,民事法律关系是平等主体间的法律关系,D
40,根据《企业破产法》的规定，关于重整申请人，下列说法中正确韵是()。,进入破产程序前，债务人可以直接向人民法院申请重整,人民法院受理破产申请后宣告债务人破产前，破产管理人可以向人民法院申请重整,人民法院受理债权人提出的破产申请后、宣告债务人破产前，出资额占债务人注册资本5%以上的出资人，可以向人民法院申请重整,人民法院受理债权人提出的破产申请后，债务人不能向人民法院申请重整,A
41,根据《企业破产法》及相关规定，破产管理人确定模式是(),由债权人委员会确定,由债权人会议选任,由债务人选任,由法院指定,D
42,根据《企业破产法》及相关规定，下列关于债务人财产认定的说法中，正确的是(),所有权专属于国家且不得转让的财产，法院不应认定为债务人财产,债务人基于租赁合同占有、使用的他人财产，法院应认定为债务人财产,债务人已依法设定担保物权的特定财产，法院不应认定为债务人财产,债务人在所有权保留买卖中尚未取得所有权的财产，法院应认定为债务人财产,A
43,根据《企业破产法》及相关规定，下列主体中，不能作为破产申请人的是(),债权人的出资人,依法对债务人负有清算责任的人,债权人,债务人,A
44,根据《物权法》规定，设立权利质权时，需要在信贷征信机构办理出质登记的财产权利是(),基金份额,应收账款,债券,专利权中的财产权,B
45,根据《刑法》规定，采取虚报出口或者其他欺骗手段，骗取国家出口退税款数额5万元以上的行为构成骗取出口退税罪。下列情形中，属于此罪客观方面“其他欺骗手段”的是(),以伪造手段取得出口货物报关单的,签订虚假的买卖合同的,虚开增值税专用发票的,骗取出口退税资格的,D
46,根据《刑法》规定，下列犯罪情形中，属于共同犯罪的是(),2人以上同时各自犯罪,3人以上同时各自犯罪,2人以上共同故意犯罪,3人以上共同过失犯罪,C
47,根据《刑法》规定，有数个量刑幅度，应当在法定量刑幅度的下一个量刑幅度内判处刑罚的情形是()。,减轻处罚,从重处罚,从轻处罚,免除处罚,A
48,根据《刑法》及有关规定，下列罪名中表述错误的是(),偷税罪,非法购买增值税专用发票罪,虚开增值税专用发票罪,持有伪造的发票罪,A
49,根据《刑事诉讼法》的规定，人民法院审理自诉案件时，下列做法中正确的是()。,自诉人经一次合法传唤无正当理由拒不到庭的，按撤诉处理,自诉人未经法庭许可中途退庭的，应当继续审理,被告人下落不明的，应当缺席审理,在审判过程中，审判人员对证据有疑问，需要调查核实的，可以宣布休庭，对证据调查核实,D
50,根据《刑事诉讼法》规定，逮捕的执行机关是(),司法行政机关,公安机关,检察院,法院,B
51,根据《刑事诉讼法》规定，下列人员中，不属于诉讼参与人的是(),鉴定人,证人,辩护人,书记员,D
52,根据《刑事诉讼法》规定，依法不予追究刑事责任的情形是()。,犯罪嫌疑人身患疾病的,经特赦令免除刑事责任的,行为人年满75周岁的,犯罪情节轻微、危害较小的,B
53,根据《刑事诉讼法》相关规定，下列人员应当回避的是()。,审判员某甲在审理交通肇事案件时，与被告人的辩护人是大学同学,审判员某乙在审理故意杀人案件时，与被害人的诉讼代理人是朋友,审判员某丙在审理受贿案件时，是被告人的表弟,审判员某丁在审理逃税罪案件时，与法庭书记员是邻居,C
54,根据《行政强制法》规定，下列关于行政强制设定的说法中，正确的是(),法律可以设定行政强制措施,行政法规可以设定冻结存款、汇款的行政强制措施,行政强制执行由行政法规设定,行政法规可以设定划拨存款的行政强制执行,A
55,"根据《行政诉讼法》及司法解释规定，对复议机关决定维持原行政行为而当事人不服提起诉讼的案件,确定被告的原则是()",以复议机关为被告，以作出原行政行为的行政机关为第三人,以作出原行政行为的行政机关和复议机关为共同被告,以作出原行政行为的行政机关为被告，复议机关为第三人,由当事人选择作出原行政行为的行政机关和复议机关二者之一作为被告,B
56,"根据《行政诉讼法》及司法解释规定,由推选产生的2-5名当事人作为诉讼代表人参加诉讼的适用情形是()",同案原告至少5人以上,同案原告至少10人以上,同案原告至少15人以上,同案原告至少30人以上,B
57,根据《行政许可法》规定，下列文件中，可以设定行政许可的是(),财政部制定的规章,行政法规、国务院决定,县级人民政府的决定,国家税务总局制定的税收规范性文件,B
58,"根据《重大税务案件审理办法》规定,下列关于重大税务案件审理程序要求的说法中错误的是()",重大税务案件审理采取书面审理和会议审理相结合的方式,重大税务案件一般应当自批准受理之日起30日内作出审理决定,重大税务案件审理期间，稽查局补充调查一般不应超过30日,审理意见书应由审理委员会主任或其授权的副主任签发,D
59,根据城市维护建设税法的规定，代扣代缴“三税”的纳税人未代扣代缴城市维护建设税的，城市维护建设税的纳税地点是（）。,纳税人应税行为发生地,扣缴义务人所在地,扣缴义务人应税行为发生地,纳税人所在地,D
60,根据个人所得税的有关规定，下列表述错误的是（）。,扣缴义务人应扣未扣、应收而不收税款的，由税务机关向扣缴义务人造缴税教，同时纳税人负有连带责任,个体工商户从事生产经营所得应自行申报纳税,税务机关应根据扣缴义务人所扣缴税款，支付2%手续费奖励代扣代缴工作出色的办税人员,账册健全的个体工商户，其生产、经营所得应在取得收入次月15日内申报预缴，年度终了后3个月内汇算清缴，多退少补,A
61,根据公信原则的规定，下列关于物权变动的说法正确的是()。,如果不动产物权的变动没有进行登记，则不能发生变动的法律效果,法律推定不动产的占有人对其占有的不动产享有物权,不动产的登记名义人享有登记于其名下的不动产物权,如果动产物权人没有进行交付，一般不发生动产所有权变动的法律效果,C
62,根据民法相关规定，下列给付中，能够引起不当得利之债发生的是(),非债清偿给付,债务清偿期届至前的给付,履行道德义务而为的给付,不法原因的给付,A
63,根据企业所得税法的相关规定，某化妆品生产企业当年发生的下列支出中，允许在企业所得税税前扣除的是（）。,税务机关征收的税收滞纳金,未经核准的准备金支出,企业支付的工商行政罚款,企业参加雇主责任险按照规定缴纳的保险费,D
64,根据企业所得税相关规定，企业转让动产的所得来源地是（）。,交易活动发生地,负担支付所得的企业所在地,受让动产的企业所在地,转让动产的企业所在地,D
65,根据企业所得税相关规定，下列企业属于非居民企业的是（）。,依法在中国境内成立的外商投资企业,依法在境外成立但实际管理机构在中国境内的外国企业,在中国境内未设立机构、场所，但有来源于中国境内所得的外国企业,在中国境内未设立机构、场所且没有来源于中国境内所得的外国企业,C
66,根据企业所得税相关规定，下列收入属于居民企业不征税收入的是（）。,债务的豁免,接受企业的捐赠收入,取得的权益性投资收益,依法收取并纳入财政管理的行政事业性收费,D
67,根据土地增值税法的规定，以下说法中正确的是（）。,纳税人转让房地产所取得的收入，是指转让房地产所取得的各种收入，不允许从中减除任何成本费用,取得的收入为外国货币的，按照纳税义务发生之日中国人民银行公布的人民币市场汇率中间价，折合成人民币计算,对于一方出地，一方出资金，双方合作建房，建成后分房自用的，按规定征收土地增值税,土地增值税的计税依据是取得的收入额,A
68,根据土地增值税相关规定，关于房地产转让的说法，正确的是（）。,以分期收款方式转让房产的，根据实际的收款日期确定纳税期限,以一次交割、付清价款方式转让房地产的，在办理过户和登记手续后一次性缴纳土地增值税,因国家建设需要而搬迁，由纳税人自行转让其房产的，应从签订房地产转让合同之日起7日内到房地产所在地主管税务机关备案,纳税人因国家建设需要被依法征用房地产并得到经济补偿的，应从签订房地产转让合同之日起15日内到房地产所在地主管税务机关备案,C
69,根据土地增值税相关规定，下列说法错误的是（）。,将房产无偿转移给法定继承人不予征税,土地增值税实行四级超率累进税率,取得的收入为外国货币的，应当以取得收入当天或当月1日国家公布的市场汇价折合成人民币确认收入,房地产评估增值应征收土地增值税,D
70,根据土地增值税相关规定，下列行为中，需要缴纳土地增值税的是（）。,某人将自己一套闲置的住房出售,某人将个人的房产无偿赠与自己的子女,某房地产开发企业以建造的商品房作价入股进行对外投资,某企业通过残疾人联合会将一套房产无偿赠与当地一家福利企业,C
71,根据现行烟叶税法规定，下列说法正确的是（）。,烟叶税实行定额税率,烟叶税的纳税人是销售烟叶的单位,没收违法收购的烟叶，由销售烟叶的单位按销售额纳税,烟叶税的纳税地点为烟叶收购地,
72,根据相关法律规定，个人独资企业未经登记机关依法核准登记并领取营业执照，且以个人独资企业名义从事经营活动的，由登记机关()。,责令改正,责令停止经营活动，处以3000元以下的罚款,责令改正，处以5000元以下的罚款,拘留,
73,关于车辆购置税，下列说法正确的是（）。,进口自用应税小汽车的计税价格不包括消费税,购买自用应税小汽车的计税价格包括增值税,申报的计税价格低于同类型应税车辆的最低计税价格，又无正当理由，按照最低计税价格征收车辆购置税,以外币结算应税车辆价款的，按照申报纳税当月1日中国人民银行公布的人民币基准汇价，折合成人民币计算应纳税额,
74,关于单用途商业预付卡增值税的规定，下列说法正确的是（）。,售卡方可以向购卡人开具增值税专用发票,售卡方在销售单用途卡时，取得预收资金需缴纳增值税,持卡人使用单用途卡购买货物时，货物的销售方不缴纳增值税,售卡方因发行单用途卡并办理相关资金收付结算业务时，取得的手续费应按规定缴纳增值税,
75,关于个人所得税纳税申报的说法，错误的是()。,远洋捕捞业的纳税人，其工资薪金所得应纳的税款可以实行按年计算，分月预缴的方式,纳税人在两处以上取得工资的，必须自行向税务机关申报,年所得12万元以上但已足额扣缴税款的纳税人不必再向税务机关申报,取得应税所得且没有扣缴义务人的，必须自行向税务机关申报,
76,关于关税特点的说法，正确的是（）。,关税的高低对进口国的生产影响较大，对国际贸易影响不大,关税是多环节价内税,关税是单一环节的价外税,关税不仅对进出境的货物征税，还对进出境的劳务征税,
77,关于计算个人所得税时可扣除的财产原值，下列表述正确的是（）。,拍卖受赠获得的物品，原值为该拍卖品的市场价值,拍卖通过拍卖行拍得的物品，原值为拍得该拍卖品实际支付的价款及缴纳的相关税费,拍卖祖传的藏品，原值为该拍卖品的评估价值,拍卖从画廊购买的油画，原值为该物品拍卖时的公允价值,
78,关于进口货物（非应税消费品）增值税计税依据的规定，下列税法正确的是（）,以到岸价格为计税依据,以海关审定的成交价格为计税依据,以关税完税价格与关税额之和为计税依据,以海关审定的成交价格与关税税额之和为计税依据,
79,关于具体行政行为的合法性与效力，下列说法错误的是()。,被许可人以欺骗手段取得许可的，应当予以撤销，行政机关对撤销许可证而给被许可人造成的损失进行赔偿,行政许可所依据的法律废止，行政机关可以依法撤回许可,据以执行的行政决定被撤销的，行政强制终结执行,法院以违反法定程序为由，判决撤销被诉具体行政行为的，行政机关可以以同一的事实和理由作出与原具体行政行为基本相同的具体行政行为,
80,关于民事诉讼管辖制度的表述，下列选项中正确的是()。,因合同纠纷提起的诉讼，由合同履行地法院管辖，属于法院特别管辖,因继承遗产纠纷提起的诉讼，可以由被告住所地法院管辖,甲区法院受理某技术转让合同纠纷案后，发现自己没有级别管辖权，将案件移送至甲市中院审理，这属于管辖根的转移,当事人可以书面约定纠纷的管辖法院，这属于选择管辖,
81,关于纳税人和负税人，下列说法正确的是（）。,流转税的纳税人和负税人通常是一致的,所得税的纳税人和负税人通常是不一致的,扣缴义务人是纳税人，不是负税人,造成纳税人与负税人不一致的主要原因是税负转嫁,
82,关于企业单独收取的包装物押金，下列消费税税务处理正确的是（）。,销售葡萄酒收取的包装物押金不并入当期销售额计征消费税,销售黄酒收取的包装物押金应并入当期销售额计征消费税,销售白酒收取的包装物押金应并入当期销售额计征消费税,销售啤酒收取的包装物押金应并入当期销售额计征消费税,
83,关于企业政策性搬迁损失的所得税处理，下列说法正确的是（）。,自搬迁完成年度起分2个纳税年度，均匀在税前扣除,自搬迁完成年度起分5个纳税年度，均匀在税前扣除,自搬迁完成年度起分4个纳税年度，均匀在税前扣除,自搬迁完成年度起分3个纳税年度，均匀在税前扣除,
84,关于申请人民法院强制执行，下列说法错误的是(),行政机关作出强制执行决定前，应当事先以书面形式催告当事人履行义务,人民法院以划拨、拍卖方式强制执行的，可以在划拨、拍卖后将强制执行的费用扣除,强制执行的费用由被执行人承担,行政机关下达催告书5日后，当事人仍未履行的，行政机关可以向所在地有管辖权的人民法院申请强制执行,
85,关于税法的效力，下列表述错误的是（）。,效力低的税法与效力高的税法发生冲突，效力低的税法是无效的,我国税法一律在主权管辖的全部领域发生效力,在诉讼发生时，税收程序法优于实体法，主要是为了确保国家课税权的实现,我国税法采用属人与属地相结合的原则,
86,关于税法适用原则的说法，正确的是（）。,新法优于旧法原则的适用，以新法公布为标志,法律优位原则明确了税收法律的效力高于税收行政法规的效力,法律优位原则主要体现新法与旧法的效力关系,新法优于旧法原则打破了税法效力等级的限制,
87,关于税收规范性文件，下列说法正确的是（）。,税收规范性文件可以设定退税事项,税收规范性文件的名称可以使用“通知”、“批复”,各级税务机关的内设机构，可以自己的名义制定税收规范性文件,税收规范性文件解释权由制定机关负责解释,
88,关于税务部门规章，下列表述错误的是（）。,税务规章规定的事项在内容上必须是税务机关业务范围内的事项,税务规章解释与税务规章具有同等效力,税务规章一般应当自公布之日起30日后施行,人民法院在行政诉讼中，对不适当的税务规章可以予以撤销,
89,关于税务代理法律责任的说法，正确的是（）,税务师允许他人以本人名义执业，发现后三年内不得对外行使税务师签字权,违反委托代理协议，提供虚假账簿资料导致税务师代理的纳税申报被认定为偷税，委托方应承担全部法律责任,税务师在代理纳税申报时由于政策理解错误导致纳税人少缴税款的，应由税务师事务所补缴税款、滞纳金，并对其处以少缴税款50%以上3倍以下的罚款,税务师未按合同履行代理义务而造成纳税人少缴税款的，纳税人无需承担责任,
90,关于消费税的特点，下列说法错误的是（）。,税负不具有转嫁性,征税项目具有选择性,征收方法具有多样性,税收调节具有特殊性,
91,关于行政复议参加人的说法，正确的是（）,被申请人可以委托本机关以外人员参加行政复议,第三人不参加行政复议，不影响行政复议案件的审理,对税务机关委托的单位和个人的代征行为不服的，委托的单位和个人为被申请人,申请人、第三人可以委托1至5名代理人参加行政复议,
92,关于印花税的说法，下列表述中正确的是()。,某汽车租赁公司与客户签订一份汽车租赁合同，商定每月不含税租金20000元，租赁期3年，则该公司在合同签订当日应缴纳的印花税为20000×1%0=20（元）,房地产企业签订的土地出让合同，不属于印花税列举征税的凭证，不缴纳印花税,某公司在互联网上进行网络销售时，多数情况下是通过电子邮件与客商签订销售合同，由于未打印成纸质合同，故无须缴纳印花税,某运输企业签订的货物运输合同，在计算应缴纳印花税时，应以不含装卸费和保险费的运输费金额作为计税依据,
93,关于债权人委员会，下列说法不正确的是()。,债权人会议可以决定设立债权人委员会,债权人委员会全部由债权人组成,债权人委员会成员不得超过9人,债权人委员会成员应当经人民法院书面决定认可,
94,关于转让旧房及建筑物土地增值税扣除项目的税务处理，下列说法正确的是(）,凡不能取得评估价格的，按购房发票所载金额作为扣除项目金额,因计算纳税需要对房地产进行评估的，其支付的评估费用不得扣除,出售旧房或建筑物的，首选按评估价格计算扣除项目的金额,凡不能取得评估价格的，由税务机关核定的金额作为扣除项目金额,
95,关于追征纳税人未缴、少缴税款的说法，正确的是（）。,对骗税行为，税务机关可以在10年内追征纳税人所骗取的税款,因税务机关的责任造成少缴税款，税务机关可以在5年内要求纳税人补缴税款,因纳税人非主观故意造成少缴税款，一般情况下税务机关的追征期限为2年,纳税人因计算错误造成少缴税款，一般情况下税务机关的追征期为3年，同时加收滞纳金,
96,关于资源税的处理中，下列说法正确的是（）,以自采原矿加工为非应税产品，视同销售非应税产品缴纳资源税,以自采的原煤加工为洗选煤自用，视同销售原煤缴纳资源税,以自采原矿洗选后的精矿连续生产非应税产品，视同销售原矿缴纳资源税,以自采原矿加工为精矿无偿赠送，视同销售精矿缴纳资源税,
97,洪某系裕华区东府中心村村民。因所住房屋已破旧不堪拟大修，遂向区规划局提出申请要求批准其翻修房屋。区规划局作出不予批准决定。洪某遂向市规划局申请复议。市规划局作出维持区规划局不予批准决定的复议决定。洪某遂向医法院起诉，请求法院判决确认区规划局的不作为行为违法，并责令区规划局批准其翻修房屋要求。诉讼期间，区规划局向区法院提交了一份东府中心村规划布局图复印件，该规划布局图由区政府批准和保存。洪某向区法院提交了一份证明其房屋现状的录像资料。根据有关规定，关于本案法院处理和证据提交要求的说法，错误的是()。,若法院认定洪某的请求成立，判决撤销区规划局不予批准决定，则法院应同时对市规划局的复议决定作出裁判,区规划局提交东府中心村规划布局图复印件，应加盖区政府印章,若法院认定洪莱的请求不成立，可以判决驳回洪某的起诉,洪某提交录像资料应提供原始载体,
98,计算企业应纳税所得额时，下列支出可在发生当期直接扣除的是（）。,长期股权投资的支出,企业发生的合理的劳动保护支出,购买生产用无形资产的支出,购买生产用原材料的支出,
99,加湿器作为福利发放员工，成本2万，市场不含税价5万，会计处理正确的是()。,借:应付职工薪酬——非货币性福利28500贷:主营业务成本20000应交税费——应交增值税（销项税额）8500,借:应付职工薪酬——非货币性福利58500货:主营业务收入50000应交税费——应交增值税（销项税额）8500C借:应付职工薪酬——非货币性福利53400贷:主营业务收入50000应交税费——应交增值税（销项税额）3400,借:应付职工薪酬——非货币性福利53400贷:主营业务收入50000应交税费——应交增值税（销项税额）3400,借:应付职工薪酬——非货币性福利23400贷:主营业务成本20000应交税费——应交增值税（销项税额）3400,
100,甲公司为增值税一般纳税人，2018年5月销售一栋“营改增”前外购的房产，选择简易计税办法，在房产所在地预缴增值税时，会计核算的借方科目应该是（）。,应交税费一简易计税,应交税费一已交税金,应交税费一应交增值税,应交税费一预缴增值税,
101,甲公司知乙公司正在与丙公司进行商务谈判，甲公司本无意与丙公司签约合作，但为了排挤竞争对手乙公司，就向丙公司提出了更好的交易条件。乙公司退出后，甲公司即终止了与丙公司的谈判，并与丁公司签约，给丙公司造成了经济损失。甲公司对丙公司依法应承担的民事责任是()。,公平责任,侵权责任,违约责任,缔约过失责任,
