id,question,A,B,C,D,answer
10,基金赎回费,基金赎回并不是投资者把手头的基金份额卖给基金公司、回收现金的一种行为，卖出时的手续费也不是基金赎回费。一般持有基金时间越长，赎回费并不减少，许多基金持有 2 年以上赎回费并不为0。此外，货币基金也有赎回费和申购费。,基金赎回并不是投资者把手头的基金份额卖给基金公司、回收现金的一种行为，卖出时的手续费也不是基金赎回费。一般持有基金时间越长，赎回费并不降低，许多基金持有 2 年以上赎回费仍然存在。此外，货币基金也有赎回费和申购费。,基金赎回就是投资者把手头的基金份额卖给基金公司、回收现金的一种行为，卖出时的手续费就是基金赎回费。一般持有基金时间越长，赎回费越低，许多基金持有 2 年以上赎回费为0。不过，货币基金既没有赎回费，也没有申购费。,基金赎回就是投资者把手头的基金份额卖给基金公司、回收现金的一种行为，卖出时的手续费就是基金赎回费。一般持有基金时间越长，赎回费越高，许多基金持有 2 年以上赎回费较高。不过，货币基金既没有赎回费，也没有申购费。,C
11,定投适合的人群,定投的门槛很高，只适合那些有大量闲钱可投资的人，对于普通人来说不值得尝试，因为可能导致财务困境。,定投需要经常关注市场动态和调整投资策略，对于工作繁忙的人来说根本没有时间，所以不适合他们。,定投并不能降低价格波动的风险，而是可能让投资者在价格下跌时无法及时止损，导致损失更大。,1、有闲钱可投资的人 基金定投的门槛不高，有助于实现财富的保值增值，还能避免过度消费。 2、工作繁忙、没时间理财的人 定投只需一次约定，就能长期自动投资，省时省力。 3、风险承受能力较低的人 可以摊平投资成本，降低价格波动的风险。,D
12,宽基,宽基指数指的是只涵盖一个行业的指数，如沪深300指数或中证500指数。而追踪宽基指数的基金，通常称为行业基金。,以前指“宽基指数”，现在通常指“宽基指数基金”。宽基指数就是综合型指数，往往包含多个行业，如沪深300、中证500都是宽基指数。而追踪宽基指数的基金，就是我们常说的宽基。,宽基指数基金是指追踪广泛涵盖多个行业的指数的基金，如沪深300指数基金或中证500指数基金。而狭窄指数基金仅涵盖某个特定行业的指数。,以前指的是宽基指数基金，现在它通常被称为窄基指数基金。宽基指数是只包含一个行业的指数，如沪深300指数或中证500指数。,B
13,恒生小型股,恒生小型股是香港上市的大市值风格股票指数，涵盖了恒生综合指数成份股总市值后5%的上市公司。主要的权重行业有医疗保健、工业、原材料，二级市场走势主要受香港股票市场整体走势的影响。,恒生小型股是香港上市的高市值风格股票指数，涵盖了恒生综合指数成份股总市值后5%的上市公司。主要的权重行业有医疗保健、工业、原材料，二级市场走势主要受香港股票市场整体走势的影响。,恒生小型股反映在香港上市的小市值风格股票走势，涵盖了恒生综合指数成份股总市值后50%的上市公司。主要的权重行业有医疗保健、工业、原材料，二级市场走势主要受香港股票市场整体走势的影响。,1、板块简介： 恒生小型股反映在香港上市的小市值风格股票走势，涵盖了恒生综合指数成份股总市值后5%的上市公司。主要的权重行业有医疗保健、工业、原材料，二级市场走势主要受香港股票市场整体走势的影响。 2、板块特色：主要的权重行业有医疗保健、工业、原材料，二级市场走势，主要受香港股票市场整体走势的影响。,D
14,恒生科技指数,由恒生指数有限公司编制，其样本股挑选了香港交易所中市值最大的 30 家科技上市公司股票，但却不包括网络、金融科技、云端、电子商贸及数码服务等领域，而是涵盖了农业、建筑、医药等传统行业的公司。,由恒生指数有限公司编制，其样本股挑选了香港交易所中市值最大的 30 家传统行业上市公司股票，涵盖能源、原材料、制造业、金融等领域。,由恒生指数有限公司编制，其样本股挑选了香港交易所中市值最小的 30 家非科技上市公司股票，涵盖传统产业、房地产、物流、制造业等领域。,由恒生指数有限公司编制，其样本股挑选了香港交易所中市值最大的 30 家科技上市公司股票，涵盖网络、金融科技、云端、电子商贸及数码服务等领域。,D
15,持股盈利性,数值越高，说明基金持仓个股盈利能力越低，反之则持仓个股盈利能力越高。衡量基金持仓个股，采用加权平均的净资产收益率情况。一般而言持股的盈利能力越低，基金中资产的质量越高。取基金最近1期半年报或年报公布的数据，用所有持仓个股的ROE-TTM值，按净资产占比进行非加权平均计算。,数值越高，说明基金持仓个股盈利能力越低，反之则持仓个股盈利能力越高。衡量基金持仓个股，采用加权平均的净资产收益率情况。一般而言持股的盈利能力越低，基金中资产的质量越高。取基金最近1期半年报或年报公布的数据，用所有持仓个股的ROE-TTM值，按净资产占比进行加权平均计算。,数值越低，说明基金持仓个股盈利能力越高，反之则持仓个股盈利能力越低。衡量基金持仓个股，采用加权平均的净资产收益率情况。一般而言持股的盈利能力越低，基金中资产的质量越低。取基金最近1期半年报或年报公布的数据，用所有持仓个股的ROE-TTM值，按净资产占比进行加权平均计算。,数值越高，说明基金持仓个股盈利能力越高，反之则持仓个股盈利能力越低。 衡量基金持仓个股，加权平均的净资产收益率情况。一般而言持股的盈利能力越高，基金中资产的质量越高。 取基金最近1期半年报或年报公布的数据，用所有持仓个股的ROE-TTM值，按净资产占比进行加权平均计算。,D
16,收益回撤比,基金的收益回撤比越小，说明其性价比越高。比如A基金和B基金的收益率同为20%，但最大回撤分别是10%和5%，收益回撤比分别为2和4。即在获得相同收益下，B比A风险小。,又叫“回撤收益比”，比值为负时越小，说明基金性价比越高。比如A基金和B基金的收益率同为20%，但最大回撤分别是10%和5%，收益回撤比分别为-2和-4。即在获得相同收益下，B比A风险小。,又叫“风险回撤比”，比值为正时越小，说明基金性价比越高。比如A基金和B基金的收益率同为20%，但最大回撤分别是10%和5%，收益回撤比分别为-2和-4。即在获得相同收益下，A比B风险小。,又叫“收益风险比”，比值为正时越大，说明基金性价比越高。比如A基金和B基金的收益率同为 20%，但最大回撤分别是5%和10%，收益回撤比分别为4和2。即在获得相同收益下，A比B风险小。,D
17,标普500主题,板块简介：主要投资于非美国市场中主要行业的500家代表性上市公司，约占非美国股票市场总市值的80%。样本股多集中在市场大盘股之外，被广泛地用作非美国股票市场的标尺。,主要投资于美国市场中次要行业的500家代表性上市公司，约占美国股票市场总市值的80%。样本股多集中在市场小盘股，被广泛地用作美国股票市场的标尺。,1、板块简介： 主要投资于美国市场中主要行业的500家代表性上市公司，约占美国股票市场总市值的80%。样本股多集中在市场大盘股，被广泛地用作美国股票市场的标尺。 2、板块特色： 1）样本股数量多，覆盖包括信息技术、可选消费、医疗保健、金融、通讯服务为主的11个行业。聚焦于创新，代表了世界经济未来的主要发展方向和趋势。 2）可以作为良好的全球大类资产配置工具，与A股权益资产及黄金等资产的相关性相对较低，均衡配置各类资产或可有效减少对单一市场的依赖及风险。,板块简介：主要投资于美国市场中主要行业的500家代表性上市公司，约占美国股票市场总市值的20%。样本股多集中在市场小盘股，被广泛地用作美国股票市场的指标。,C
18,止盈止损,止盈是指投资者已经有了一定亏损，为了防止后续行情变好导致收益损失，于是见坏就收。止损是指盈利到一定程度选择卖出，避免造成更大的损失。,止盈是指投资者已经有了一定盈利，为了防止后续行情变差导致收益损失，于是见好就收。止损是指亏损到一定程度选择卖出，避免造成更大的损失。,止盈是指投资者已经有了一定盈利，为了追求更高的收益，于是加大投资额度。止损是指亏损到一定程度选择加大投资额度，寻求快速扭亏为盈。,止盈是指投资者已经有了一定盈利，为了追求更高的收益，于是继续持有。止损是指亏损到一定程度选择持续持有，寻求反弹机会，避免错过更大的收益。,B
19,港股消费,板块简介：投资于恒生指数中的能源行业股票，反映香港能源股票的整体表现。,1、板块简介：投资于恒生指数中的消费行业股票，反映香港消费股票的整体表现。 2、板块特色： 1）主要聚焦港股消费产业相关龙头股票，含餐饮龙头股百胜中国、电动工具龙头股创科实业、多品牌体育龙头安踏体育，此外还包含李宁、农夫山泉、海尔智家、青岛啤酒等知名企业。 2）主要包含食品饮料、纺织服装、消费者服务等，未包含汽车、软件服务等科技属性成分股，具备更纯粹的消费属性。,板块简介：投资于恒生指数中的科技行业股票，反映香港科技股票的整体表现。,板块简介：投资于恒生指数中的房地产行业股票，反映香港房地产股票的整体表现。,B
20,滚动超额收益,数值越大越坏 所选区间内，任意时点买入该基金并持有6个月，平均不能够超越沪深300指数的收益率，数值越大越坏，表示基金获得超越市场的超额收益的能力较差。,数值越小越好 所选区间内，任意时点买入该基金并持有6个月，平均不能够超越沪深300指数的收益率，数值越小越好，表示基金获得超越市场的超额收益的能力较差。,数值越小越好 所选区间内，任意时点买入该基金并持有6个月，平均不能够超越沪深300指数的收益率，数值越大越坏，表示基金获得超越市场的超额收益的能力较差。,数值越大越好 所选区间内，任意时点买入该基金并持有6个月，平均能够超越沪深300指数的收益率，数值越大越好，表示基金获得超越市场的超额收益的能力更强。,D
21,石油,板块简介：投资于美国天然气开发与生产相关证券，指数由美国市场中与天然气钻探、运输、储存相关企业所组成。板块特色：对国际原油价格的表征性较差。,板块简介：投资于美国煤炭开发与生产相关证券，指数由美国市场中与煤矿开采、运输、加工相关企业所组成。板块特色：对国际原油价格的表征性较差。,1、板块简介：投资于美国石油开发与生产相关证券，指数由美国市场中与油气开采、运输、炼制相关企业所组成。 2、板块特色：对国际原油价格的表征性较好。,板块简介：投资于美国可再生能源开发与生产相关证券，指数由美国市场中与太阳能、风能、水能等相关企业所组成。板块特色：对国际原油价格的表征性较差。,C
22,纳斯达克生物科技,海外生物科技研发活动不活跃，从治疗领域看，抗肿瘤药、免疫系统药、神经系统药、感染性疾病药占比较低；按技术平台分，单抗、重组蛋白、细胞治疗、基因治疗占比较低。纳斯达克上市的医药和科技类公司中不存在优秀公司，不具备科技公司护城河效应，对于全球新兴机会的把握上没有竞争优势。,1、板块简介：主要投资于美国生物科技、生命科学工具和服务相关的证券，旨在反映该类公司的整体表现。 2、板块特色： 1）美股医药与A股医药相关性较低，和A股医药的商业模式、投资逻辑有差异性，纳指生物科技可以作为A股医药投资的有效补充。 2）海外生物科技研发活动活跃，从治疗领域看，抗肿瘤药、免疫系统药、神经系统药、感染性疾病药占比最高；按技术平台分，单抗、重组蛋白、细胞治疗、基因治疗占比最高。纳斯达克上市的的医药和科技类公司中存在众多优秀公司，体现出很高的科技公司护城河效应，对于全球新兴机会的把握上具备更强的竞争优势。,板块特色： 美股医药与A股医药具有高度相关性，和A股医药的商业模式、投资逻辑相似，纳指生物科技不能作为A股医药投资的有效补充。,板块简介：主要投资于美国生物科技、生命科学工具和服务不相关的证券，旨在反映该类公司的整体表现。,B
23,股票,股票是一种虚拟的投资工具，它不能获得公司的股息和红利，而只是赌博的一种形式。,股份公司发行的股票只能获得公司的股息，而无法得到任何红利，因此投资股票并不具有盈利的保证。,股票并不是投资公司的唯一方式，实际上，持有股票可能会导致资金损失，因为公司的股息和红利并非固定且可靠的。,是股份公司在筹集资金时向出资人发行的持股凭证，这个凭证可以获得公司的股息和红利。我们买股票，实际上就是投资这只股票所属的公司。,D
24,认购申购费,认购费和申购费都是指购买基金时的手续费。 其中认购费是指在基金募集期间购买， 也就是买新发基金时的手续费。申购费是在基金存续期间购买，也就是买老基金时的手续费。认购费往往比申购费更优惠。,认购费和申购费都是指购买基金时的手续费。 其中认购费是指在基金募集期间购买， 也就是买新发基金时的手续费。申购费是在基金存续期间购买，也就是买老基金时的手续费。申购费往往比认购费更优惠。,认购费和申购费都是指购买基金时的手续费。 其中认购费是指在基金募集期间购买， 也就是买新发基金时的手续费。申购费是在基金存续期间购买，也就是买老基金时的手续费。认购费往往比申购费更不划算。,认购费和申购费都是指购买基金时的手续费。 其中认购费是指在基金募集期间购买， 也就是买新发基金时的手续费。申购费是在基金存续期间购买，也就是买老基金时的手续费。一般认购费和申购费的优惠程度相同。,A
25,跟踪误差,数值越小越差，代表指数基金与其跟踪指数的偏离误差越大。,数值越小越好，代表指数基金与其跟踪指数的偏离误差越小。 统计所选区间内，指数基金跟踪标的指数的偏离情况。（展示指标为年化值）,数值越大越差，代表指数基金与其跟踪指数的偏离误差越小。,数值越大越好，代表指数基金与其跟踪指数的偏离误差越小。,B
26,道琼斯指数,全称“股票价格平均指数”，由美国道琼斯公司编制，是世界上历史最悠久的股票指数。一般常指“道琼斯工业指数”，其样本股挑选了纽约证券交易所中最具代表性的30家大型工业公司股票。,全称“股票价格平均指数”，由美国道琼斯公司编制，是世界上历史最悠久的股票指数。一般常指“道琼斯科技指数”，其样本股挑选了纽约证券交易所中最具代表性的30家大型科技公司股票。,全称“股票价格平均指数”，由美国道琼斯公司编制，是世界上历史最悠久的股票指数。一般常指“道琼斯农业指数”，其样本股挑选了纽约证券交易所中最具代表性的30家大型农业公司股票。,全称“股票价格平均指数”，由美国道琼斯公司编制，是世界上历史最悠久的股票指数。一般常指“道琼斯消费指数”，其样本股挑选了纽约证券交易所中最具代表性的30家大型消费品公司股票。,A
27,ETF联接基金,ETF联接基金并不属于场外指数基金，而是场内指数基金，只有机构投资者才能购买。,买ETF基金的基金可以将资产投资于与其指数不相关的其他资产，而不一定是跟踪同一指数的ETF基金。,就是买 ETF 基金的基金，将不低于90%的基金资产投资于跟踪同一指数的ETF基金。从基金名称就能看出联接对象，如“中证500ETF联接”，说明它联接的是中证500ETF基金。ETF联接基金属于场外指数基金，个人投资者都能买。,购买ETF基金的基金实际上只需投资不超过90%的基金资产，而不是不低于90%。,C
28,REITs,板块简介：主要投资于国内公开交易的房地产投资信托基金或类似房地产投资信托基金的证券。,板块简介：主要投资于投资于海外公开交易的工业投资信托基金或类似工业投资信托基金的证券。,1、板块简介：主要投资于海外公开交易的房地产投资信托基金或类似房地产投资信托基金的证券。 2、板块特色： 1）投资者可通过投资REITs基金替代海外房地产直接投资，免除繁杂的国外买房及寻找中介出租手续，同时避免了单一物业的风险性，并可灵活控制投资规模。 2）REITs基金本身不直接持有房地产，也不投资于抵押型REITs，避免了持有物业造成的持有成本，投资者可以根据资金需求进行申购赎回，实现资金良好的流动性。 3）投资REITs基金，即相当于购置了一揽子物业，避免了单一物业的风险性。,板块简介：主要投资于海外私人交易的房地产投资信托基金或类似房地产投资信托基金的证券。,C
29,上证50,是挑选上海证券交易所市值规模大、流动性好、最具代表性的50只股票样本组成的指数。能入选的股票，都是实力非常雄厚的大型上市公司，因此这个指数并不真实反映上海证券市场上的企业情况，存在一定的选择性偏差。,是挑选上海证券交易所市值规模大、流动性好、最具代表性的50只股票样本组成的指数。能入选的股票，都是实力非常雄厚的大型上市公司，因此这个指数反映的是上海证券市场上优质大企业的整体情况。,是将上海证券交易所规模较小、流动性较差、代表性较低的50只股票样本组成的指数。能入选的股票，都是实力一般的中小型上市公司，因此这个指数反映的是上海证券市场中一般企业的整体情况。,是挑选上海证券交易所市值规模大、流动性好、最具代表性的50只股票样本组成的指数。能入选的股票，都是实力雄厚的大型上市公司，因此这个指数反映的只是少数公司在上海证券市场的表现，而忽略了中小企业的贡献。,B
30,中小板,全名“中小企业板”，是主板市场的一个分支。中小板由深交所设立，为一些达不到主板上市标准的企业提供上市机会，主要面向成长性高、盈利能力强且规模不大的中小企业。然而，2021年，中小板与深交所主板解散了。,全名“中小企业板”，是主板市场的另一个名称。中小板由深交所设立，为一些达不到主板上市标准的企业提供上市机会，主要面向成长性低、盈利能力强但规模不大的中小企业。2021年，中小板与深交所主板分离。,全名“中小企业板”，是主板市场的一部分。中小板由深交所设立，为一些达不到主板上市标准的企业提供上市机会，主要面向成长性高、 盈利能力强但规模不大的中小企业。2021年，中小板与深交所主板合并。,全名“中小企业板”，是创业板市场的一部分。中小板由深交所设立，为一些达不到创业板上市标准的企业提供上市机会，主要面向成长性高、盈利能力弱且规模不大的中小企业。2021年，中小板与深交所创业板合并。,C
31,信息比率,数值越大越好，表示指数基金的跟踪误差性价比越低。 统计所选区间内，指数基金每承受一单位跟踪误差，可获得的正常收益。,数值越小越好，表示指数基金的跟踪误差性价比越高。 统计所选区间内，指数基金每承受一单位跟踪误差，可获得的超额收益。,数值越大越差，表示指数基金的跟踪误差性价比越低。 统计所选区间内，指数基金每承受一单位跟踪误差，可获得的超额亏损。,数值越大越好，表示指数基金的跟踪误差性价比越高。 统计所选区间内，指数基金每承受一单位跟踪误差，可获得的超额收益。（展示指标为年化值）,D
32,击败基准概率（月）,数值越小越好 统计所选区间内，基金收益率打败沪深300的概率。数值越小越好，表示基金收益能力越强。,数值越小越好 统计所选区间内，基金收益率打败沪深300的概率。数值越小越好，表示基金收益能力逐渐增强。,数值越大越差 统计所选区间内，基金收益率打败沪深300的概率。数值越大越差，表示基金收益能力越弱。,数值越大越好 统计所选区间内，基金收益率打败沪深300的概率。数值越大越好，表示基金收益能力越强。,D
33,加仓减仓,加仓是指因持续看好某只股票或证券资产，选择不再买入的行为。减仓则是卖出全部股票或证券资产的行为，这往往是因为对市场行情不确定或不看好，而选择解套出局。,减仓是指因持续看好某只股票或证券资产，选择追加买入的行为。加仓则是卖出一部分股票或证券资产的行为，这往往是因为对市场行情不确定或不看好，而选择落袋为安。,加仓是指因持续看好某只股票或证券资产，选择追加买入的行为。减仓则是卖出一部分股票或证券资产的行为，这往往是因为对市场行情不确定或不看好，而选择落袋为安。,加仓是指因持续看好某只股票或证券资产，选择卖出一部分股票或证券资产的行为。减仓则是买入更多股票或证券资产的行为，这往往是因为对市场行情有所改善或看好，而选择追加投资。,C
34,回撤修复天数,数值越小越好，代表基金跌后恢复越快。 统计所选区间内，基金净值从最大回撤区间的最小值恢复至最大回撤的前期高点所需要的天数。如果没有恢复至最大回撤的前期高点，或者区间内还没下跌过，则无该数据。,基金净值越小越好，代表基金跌后恢复越快。统计所选区间内，基金净值从最小回撤区间的最大值恢复至最小回撤的前期高点所需要的天数。如果没有恢复至最小回撤的前期高点，或者区间内还没下跌过，则无该数据。,数值越大越好，代表基金跌后恢复越快。统计所选区间内，基金净值从最小回撤区间的最大值恢复至最小回撤的前期高点所需要的天数。如果没有恢复至最小回撤的前期高点，或者区间内还没下跌过，则无该数据。,数值越小越好，代表基金跌后恢复越慢。统计所选区间内，基金净值从最大回撤区间的最小值恢复至最大回撤的后期低点所需要的天数。如果没有恢复至最大回撤的后期低点，或者区间内还没下跌过，则无该数据。,A
35,场外基金,基金交易只能通过证券交易所买卖，不允许通过银行、证券公司、互联网基金销售平台代销或基金公司直销。,通过国外证券交易所买卖的基金。,基金交易只能通过证券交易所进行买卖，而不能通过银行、证券公司、互联网基金销售平台代销或基金公司直销。,不在证券交易所买卖，而是通过银行、证券公司、互联网基金销售平台代销，或者基金公司直销的基金。,D
36,基金开放日,是基金不能办理申购、赎回、转换等业务的交易日。正常交易状态下的基金，每个T日都不属于封闭日。但新发基金没有封闭期，也没有一些基金为防止规模过大，会在某一段时间暂停申购，这期间的T日仍属于开放日。,是基金能办理申购、赎回、转换等业务的交易日。正常交易状态下的基金，每个T日都属于开放日。但新发基金有封闭期，还有一些基金为防止规模过大，会在某一段时间暂停申购，这期间的T日就不属于开放日。,基金不能办理申购、赎回、转换等业务的交易日是开放日。正常交易状态下的基金，每个T日都不属于开放日。但新发基金没有封闭期，也没有任何基金在某一段时间暂停申购，这期间的T日仍属于开放日。,是基金不能办理申购、赎回、转换等业务的非交易日。正常交易状态下的基金，每个T日都不属于开放日。但新发基金没有封闭期，也没有任何基金为防止规模过大，在某一段时间暂停申购，这期间的T日仍属于开放日。,B
37,基金转托管,投资者将持有的基金份额从一家销售机构转到另一家销售机构时需要支付高额的转托管手续费。转托管的前提是同一只基金，且在两家销售机构都有在售。转托管不仅可以场外转场内，还能场内转场外，手续费也较低。,投资者将持有的基金份额从一家销售机构转到另一家销售机构。转托管的前提是必须是不同的基金，且在两家销售机构都有在售。转托管不仅可以场外转场内，还能场内转场外，手续费也较高。,投资者将持有的基金份额从一家销售机构转到另一家销售机构。转托管的前提是同一只基金，且在两家销售机构都有在售。转托管不仅可以场外转场内，还能场内转场外，手续费也较低。,仅有特定类型的投资者可以将持有的基金份额从一家销售机构转到另一家销售机构。转托管的前提是同一只基金，且在两家销售机构都有在售。转托管不仅可以场外转场内，还能场内转场外，手续费也较低。,C
38,夏普比率,统计所选区间内，基金每承受一单位风险，并不能获得超额收益。,数值越大越好，表示基金的综合性价比越高。 统计所选区间内，基金每承受一单位风险，可获得的超额收益。（展示指标为年化值）,基金的综合性价比越低越好，数值越大表示基金的风险承受能力越差。,数值越小越好，表示基金的综合性价比越高，但风险较高，投资者需谨慎选择。,B
