id,question,A,B,C,D,answer
90,百万医疗和重疾险有啥区别,眼保险,百万住院医疗险,人寿保险,住院医疗险,
91,百万医疗具体包括什么呢,眼睛医疗,百万住院医疗险,防癌抗癌专属保险,少儿门诊险,
92,百万医疗健康告知,重疾险,交强险,百万医疗健康,恶性肿瘤赴日医疗,
93,百万医疗,家庭意外共享险,百万住院医疗险,一般医疗保险金,定期寿险,
94,癌症险的等待期是多久,防癌医疗险,家庭共享意外险,账户安全险,医疗保险金,
95,疫苗险是什么,门诊医疗,疫苗险,癌症保险,意外险,
96,电动车险,宠物医疗保险,电动车险,儿童门诊险,身故保险,
97,生育险,门诊医疗,身故保险,长期保险,孕产医疗险,
98,生育住院医保报销后，剩下的能报吗,防癌医疗险,查询车保险,孕产医疗险,门诊医疗保险金,
99,理赔后长期医疗保险保证续保吗,百万住院医疗险,孕产医疗险,疫苗险,长期保险,
100,现在我投保这里面有交通意外险吗,税优险,工伤保险,出行意外险,雇主责任险,
101,牙齿保险是什么,长期保险,短期运动险,员工保险,牙科医疗险,
102,牙结石属于宠物险保险范围吗,宠物险,门诊医疗保险金,重疾险,门诊医疗,
103,父母综合意外险只填一个名字吗,机器保险,重大疾病住院保险,综合意外险,重疾险,
104,父母养老保险可以代买吗？,综合意外险,养老金,太平洋个人意外保险,地暖保险,
105,淘宝有运费险怎么还需要支付运费,养老金,住院医疗险,运费险,癌症保险,
106,没有职业意外险不保？,伤残险,短期运动险,身故保险,意外险,
107,没有投保驾乘意外险,驾乘意外险,恶性肿瘤赴日医疗,脑血栓保险,工伤保险,
108,比如长期医疗0免赔6年的，是住院不管什么病都可以理赔还是只能理赔你提供的这些,短期意外险,疫苗险,增寿险,百万住院医疗险,
109,母亲投保门诊险，孩子能报销吗？,学生意外保险,爱牙齿科医疗险,门诊医疗险,运动医疗险,
110,查询运费险剩余次数,定期寿险,门险,儿童保险,运费险,
111,机器保险,少儿门诊住院,机器保险,防癌医疗险,一般医疗保险,
112,有第三方责任保险吗,第三方责任保险,少儿险,新生儿保险,门诊医疗险,
113,有生育保险吗,孕产医疗险,少儿门诊住院,养老金,身故险,
114,有没有重疾险全家福的,防癌医疗险,家庭意外险,重疾险,宠物医疗险,
115,有没有没有等待期的住院医疗,电动车险,百万住院医疗险,住院医疗险,少儿百万医疗,
116,有意外险吗,家庭意外共享险,银行卡安全险,商业保险,意外险,
117,有哮喘能投保门诊险吗,国泰门诊险,门诊医疗险,长期险,意外住院医疗,
118,有包含意外险吗,其他意外险,意外险,电动车险,账户安全险,
119,有其它公司的重疾险，在买你们的这么保险，出现风险还可以理赔吗？,雇主责任险,短期运动险,重疾险,百万医疗健康,
120,普通意外医疗最高限额5万吗,年金,其他特色医疗险,一般医疗保险,少儿百万医疗,
121,是长期保险的升级版吗,其他意外险,长期保险,账户安全险,门诊医疗险,
122,是刚刚提问的那个年金,机器保险,年金,宠物险,百万保险,
123,无医保可买门诊险吗,门诊医疗险,孕产医疗险,恶性肿瘤保险,雇主责任险,
124,新生儿保险是什么,教育金,商业险,防癌医疗险,新生儿保险,
125,教育基金定期投扣费失败可以补缴吗,年金,少儿门诊险,教育金,儿童保险,
126,摔伤算意外险吗,医疗补充险,宠物险,意外疾病险,意外险,
127,投保多久可以享受医疗保险,医疗险,百万医疗健康,年金,恶性肿瘤赴日医疗,
128,手机屏幕险怎么报,太平洋个人意外保险,癌症保险,意外运动险,手机屏幕险,
129,我问的是全车保驾乘意外险,定期养老险,全车保驾乘意外险,孕产医疗险,眼睛医疗,
130,我这款保险含门诊险吗,门诊医疗险,宠物险,家庭共享意外险,意外险,
131,我这个长期医疗险，到底保障什么,百万医疗健康,门诊保险费,百万住院医疗险,全家保险,
132,我购买的宠物险在哪里查询呢,银行卡安全险,宠物险,意外住院医疗保险金,意外险,
133,我要给配偶买定期寿险,百万住院医疗险,孕产医疗险,教育金,定期寿险,
134,我要咨询太平洋个人意外保险我想买一年的。,意外住院医疗保险金,少儿门诊险,雇主险,太平洋个人意外保险,
135,我给孩子买了门诊险,航空保险,门诊医疗险,新生儿保险,综合意外险,
136,我目前交的重疾险可以报销这个吗？,学生意外保险,少儿门诊住院,重疾险,意外住院医疗保险金,
137,我的运费险权益,运费险,运动医疗,年金,车险,
138,我的车险保单没法下载,意外住院医疗,人生意外保险,车险,医疗保险金,
139,我没有买当地的医疗保险但我生病了去医院看病能报销吗,车险,高空作业意外险,医疗险,少儿险,
140,我有住院医疗赔付的保险吗,剖腹产医疗险,税优险,住院医疗险,意外住院医疗,
141,我最近想去补个牙可以买个牙齿险吗？,牙科医疗险,摩托车险,重疾险,意外疾病险,
142,我是说脑出血过的人只有防癌险，没有其它的医疗险了吗,防癌医疗险,员工保险,国泰门诊险,新生儿保险,
143,我想给孩子买重疾险，为什么只能买10万赔付，买不了30和50万的,运动意外险,摩托车险,重疾险,恶性肿瘤保险,
144,我想取消银行卡安全险的自动扣款，保单号*0979，被保人**兰,意外住院医疗,牙科医疗险,运动医疗险,银行卡安全险,
145,我想买份意外险，因为失业了，断交医保,人寿保险,失火保险,长期百万医疗险,意外险,
146,我可以以我爸爸的名义，买爷爷的家庭意外险吗,家庭意外险,医疗保险金,交强险,长期保险,
147,我前天好像买了一份意外保险,银行卡安全险,意外险,医疗保险金,人生意外保险,
148,我交了工伤保险怎么查,工伤保险,团体意外险,全车保驾乘意外险,境外意外险,
149,我买的那个长期医疗保险想换成0免赔的长期医疗还用退吗,少儿医保,百万住院医疗险,增寿险,年金,
150,我买了百万医疗险看中医可以报销吗？,百万医疗健康,百万住院医疗险,单日意外险,电动车险,
151,我为什么不能投保门诊险,境外旅游险,安联境外险,门诊医疗险,出行意外险,
152,意外险，摔伤能理赔吗,身故险,团险,意外险,定期寿险,
153,意外险门诊赔吗,骑行险,意外险,交强险,门诊医疗保险金,
154,意外险都包含什么了,骑行险,意外住院医疗保险金,意外险,运费险,
155,意外险的范围是哪些,意外险,住院医疗险,医疗补充险,车险,
156,意外险是续保的，还是只管一年的,旅行险,大病医疗保险,意外险,防癌抗癌专属保险,
157,意外险多久生效,电动三轮车骑行保险,意外险,门险,太平洋个人意外保险,
158,意外险可以具体展开说说吗,人生意外保险,意外险,骑行险,家庭意外共享险,
159,意外险受益人怎么填写？,百万住院医疗险,机器保险,太平洋个人意外保险,意外险,
160,意外险包括哪个,意外险,年金,综合意外险,定期养老险,
161,意外险包含哪种职业,国泰门诊险,意外险,房屋险,增寿险,
162,意外险保障期开始日只能是三天后吗？,电动车险,定期养老险,一般医疗保险金,意外险,
163,意外险50万,医疗补充险,学生意外险,意外险,脑血栓保险,
164,意外险,寿金险,少儿医疗险险,境外意外险,意外险,
165,意外医疗，包含门诊急诊吗,家庭保险,一般医疗保险金,其他特色医疗险,长期百万医疗险,
166,意外医疗那个有没有免赔额呀,其他特色医疗险,第三方责任保险,门诊保险费,医疗险,
167,意外医疗有没有免赔额和社保的限制,恶性肿瘤保险,眼保险,其他特色医疗险,驾乘意外险,
168,意外医疗是可以多次赔付的嘛,其他特色医疗险,眼睛医疗,门诊医疗险,房屋险,
169,意外医疗存在免赔额吗,其他特色医疗险,防癌医疗险,安联境外险,团险,
170,意外医疗只承保1-3类？,门诊医疗保险金,员工保险,其他特色医疗险,增寿险,
171,意外医疗保障范围,其他特色医疗险,爱牙齿科医疗险,运动意外险,交强险,
172,意外医疗,百万住院医疗险,意外运动险,其他特色医疗险,短期百万医疗,
173,意外保险30万,家财险,账户安全险,意外险,门诊保险费,
174,意外伤害险,意外险,长期百万医疗险,出行意外险,电动车险,
175,想给小朋友买咱这个长期医疗,全家保险,账户安全险,百万住院医疗险,国泰门诊险,
176,想咨询一下这款儿童保险,儿童保险,伤残险,新生儿保险,团险,
177,想买重疾险,重疾险,门险,机器保险,财产保险,
178,想买意外伤害保险,意外险,医疗保险金,国泰门诊险,运费险,
179,您好，这个门诊保，是只能赔付没得过得病吗？,运动医疗险,门诊医疗险,门诊医疗保险金,团险,
180,您好，我可以给我侄女买意外险吗？,第三者责任险,儿童门诊险,眼保险,意外险,
181,恶性肿瘤赴日医疗斤,增寿险,宠物医疗险,教育金,恶性肿瘤赴日医疗,
182,恋爱保险是什么,住院医疗险,恋爱保险,高空作业意外险,剖腹产医疗险,
183,怎么购买车辆保险,人生意外险,学平险,车险,百万医疗健康,
184,怎么核验碎屏险,电动三轮车骑行保险,门诊保险费,新生儿保险,碎屏险,
185,怎么去查我交的养老金年数,剖腹产医疗险,高空作业意外险,养老金,车险,
186,怀孕保,工伤保险,孕产医疗险,雇主责任险,宠物医疗险,
187,开网约车选择哪种类别意外险,意外险,重大疾病住院保险,百万保险,人保财险,
188,年龄多少可以买意外险,意外险,百万住院医疗险,雇主险,住院医疗险,
189,平安百万可以理赔妇科病吗,家庭意外险,一般医疗,家庭意外共享险,百万住院医疗险,
190,平安百万保险是一年吗,百万保险,运动医疗险,驾乘意外险,城市保,
191,平安官方境外旅游险异地就医如何理赔,门诊医疗,百万住院医疗险,旅游险,定期寿险,
192,帐户安全险在哪里订阅,查询车保险,账户安全险,癌症保险,孕产医疗险,
193,已投保门诊险，怎么买药,脑血栓保险,女性孕期保险,门诊医疗险,爱牙齿科医疗险,
194,工伤保险是什么,孕产医疗险,人保财险,女性孕期保险,工伤保险,
195,少儿门诊住院,少儿门诊住院,意外运动险,团体意外险,家财险,
196,少儿医保是什么意思,少儿医保,长期保险,眼保险,员工险,
197,少儿医保,百万医疗健康,寿金险,骑行险,少儿医保,
198,小孩快满17岁了，买哪种意外险合适,意外险,短期百万医疗,身故险,员工保险,
199,寿险赔多少,房屋险,人寿保险,一般医疗保险,意外疾病险,
200,寿险,车险,住院医疗险,人寿保险,短期百万医疗,
201,家财险是什么,运费险,驾乘意外险,家财险,工伤保险,
202,家财险保一套房子出险了，其他房子还能保吗,长期保险,牙科医疗险,家财险,眼睛医疗,
203,家财险,家财险,一般医疗,年金,医疗险,
204,家庭那个意外险,员工保险,商业险,意外险,人寿保险,
205,家庭意外险，怎么证明娘家爸妈是我爸妈,学平险,一般医疗,家庭意外险,一般医疗保险金,
206,家庭意外共享险,家庭意外共享险,运动意外险,长期百万医疗险,少儿百万医疗,
207,家庭共享意外险理赔是否全额赔付,脑血栓保险,短期意外险,家庭共享意外险,家庭意外险,
208,家庭共享意外险,脑血栓保险,少儿百万医疗,身故险,意外险,
209,家庭人身保障中，意外险那行怎没打√显示未保障,意外险,境外意外险,航空保险,少儿门诊险,
210,体检吗,雇主责任险,短期意外险,宠物险,少儿门诊险,
211,宠物险北京定点医院,学平险,宠物险,查询车保险,太平洋个人意外保险,
212,宠物险,工伤保险,一般医疗保险金,宠物险,门诊医疗保险金,
213,宠物医疗险里面含不含第三者责任险。,定期养老险,人保财险,一般医疗,第三者责任险,
214,宠物保险赠送的基础体检项目是什么？,少儿医疗险险,宠物险,旅行险,家财险,
215,宠物保险是每月保吗,恶性肿瘤赴日医疗,单日意外险,宠物险,长期险,
216,宠物保险是必须有狗证才能保吗,财产保险,第三者责任险,少儿险,宠物险,
217,宠物保险体检,宠物险,家财险,全家保险,其他意外险,
218,宠物保险一定要手动拍照吗不可以直接上传照片吗,账户安全险,运动医疗,短期运动险,宠物险,
219,宠物保险,财产保险,家庭共享意外险,宠物险,恶性肿瘤保险,
220,定期寿险，期满未出险保费100%返还怎样选择,意外住院医疗,定期寿险,寿金险,意外运动险,
221,安联境外险保单号,安联境外险,房屋险,身故险,医疗保险金,
222,学平险办完这个保险还可以继续报吗,航空保险,年金,学平险,运动医疗,
223,孕产医疗险,少儿险,人寿保险,电动三轮车骑行保险,孕产医疗险,
224,如果以前的即有疾病，治疗门诊险可以赔付嘛？,安联境外险,定期养老险,单日意外险,门诊医疗险,
225,如何查看车险的报价,安联境外险,车险,家庭保险,定期寿险,
226,好医保的意外险,意外险,眼睛医疗,一般医疗保险,寿金险,
227,女性孕期保险,意外运动险,全车保驾乘意外险,儿童门诊险,女性孕期保险,
228,大病保险,旅游险,教育金,重疾险,查询车保险,
229,多大小孩可以买门诊险,脑血栓保险,门诊医疗险,新生儿保险,人生意外保险,
230,多个意外险可以累积赔付吗,意外运动险,定期寿险,眼睛医疗,意外险,
231,增多多5年领·养老金可以给哪些人投保,养老金,防癌抗癌专属保险,单日意外险,儿童门诊险,
232,境外旅游险,电动三轮车骑行保险,银行卡安全险,一般医疗保险,境外旅游险,
233,基础险和其他的区别在哪里,宠物医疗险,商业保险,太平洋个人意外保险,税优险,
234,城市保产品在哪里找,城市保,医疗保险金,人生意外险,年金,
235,国泰门诊险取消自动扣款,恶性肿瘤赴日医疗,女性孕期保险,恶性肿瘤保险,国泰门诊险,
236,团体意外险,家庭共享意外险,医疗险,学生意外险,团体意外险,
237,商业险不是人保这个可以投保。,家庭意外险,身故保险,商业险,宠物险,
238,哪种医疗险是0免赔的,长期百万医疗险,剖腹产医疗险,一般医疗保险,医疗险,
239,哪个增寿险依复利计算,增寿险,儿童保险,车险,牙科医疗险,
240,和长期医疗区别,境外意外险,恶性肿瘤赴日医疗,门险,百万住院医疗险,
241,含驾驶人意外险吗,宠物险,牙科医疗险,意外险,国泰门诊险,
242,可以投重疾险吗,车险,儿童保险,手机屏幕险,重疾险,
243,可以买当日的航空保险吗？,家财险,航空保险,运动医疗,一般医疗保险,
244,受伤后可以购买工伤保险吗,第三者责任险,家庭意外险,工伤保险,儿童门诊险,
245,单日意外险,单日意外险,驾乘意外险,家庭保险,寿金险,
246,医疗险等待期多长,全车保驾乘意外险,其他特色医疗险,意外疾病险,医疗险,
247,医疗险是什么,医疗险,宠物险,第三方责任保险,税优险,
248,医疗险和责任险区别是啥,养老金,少儿险,第三者责任险,医疗险,
249,医疗险买完什么时候生效,运费险,医疗险,门诊医疗保险金,短期运动险,
250,医疗补充险冲突吗？,医疗补充险,境外意外险,工伤保险,脑血栓保险,
251,医疗保险,一般医疗保险金,其他意外险,意外运动险,医疗险,
252,包含意外险吗,防癌抗癌专属保险,财产保险,商业保险,意外险,
253,剖腹产医疗险可以报销吗,驾乘意外险,电动车险,剖腹产医疗险,大病医疗保险,
254,到期可转为20年的长期医疗么,少儿门诊险,商业险,运动意外险,百万住院医疗险,
255,刚刚有投保意外险,骑行险,家庭意外共享险,意外险,少儿门诊险,
256,出行保是意外保险？,教育金,意外险,高空作业意外险,境外旅行保险,
257,养老金领至终身,旅游险,少儿险,养老金,剖腹产医疗险,
258,养老金怎么算收益,养老金,人生意外保险,国泰门诊险,单日意外险,
259,养老金单次投什么意思,住院医疗险,驾乘意外险,养老金,儿童保险,
260,养老金,碎屏险,医疗险,少儿医疗险险,养老金,
261,关于运费险,运费险,出行意外险,国泰门诊险,疫苗险,
262,全国运费险的首单是免费的吗,运费险,税优险,意外险,交强险,
263,健康福重疾险包括意外险吗,脑血栓保险,意外险,家庭意外险,安联境外险,
264,保加利亚有效的健康保险，并覆盖整个停留时间，且不得低于30000欧元保额的医疗保险。保险应覆盖申根成员国境内意外医疗险、就医交通和境外健康险。,重疾险,医疗险,长期百万医疗险,定期寿险,
265,你好，首保时年龄符合60岁以内，买了百万医疗，假设缴费了几年，中途断缴，年龄超60周岁了，这种情况还可以续保吗？,驾乘意外险,查询车保险,学生意外险,百万住院医疗险,
266,你好，这款少儿险成年的女儿也可以参保吗,城市保,脑血栓保险,少儿险,定期养老险,
267,你好，这个门诊险能报检查费吗,门诊医疗险,境外旅行保险,国泰门诊险,医疗险,
268,你好，这个意外险，不住院门诊也可以报销是不？没有免赔额是不,商业保险,意外运动险,出行意外险,意外险,
269,你好，这个包括失火保险吗,失火保险,第三方责任保险,安联境外险,出行意外险,
270,你好，我想问一下意外疾病险需选择哪一种,意外疾病险,恶性肿瘤保险,全家保险,手机屏幕险,
271,你好，我去年买的意外险10月几号就到期了，还要继续买，,航空保险,意外险,一般医疗,养老金,
272,你好，我买的运费险下个月还要缴费吗,团险,百万住院医疗险,运费险,其他特色医疗险,
273,你好，帮我看看我有没有人寿险？,长期百万医疗险,学生意外保险,人寿保险,门诊医疗,
274,你好，骑行险多大的孩子可以上,骑行险,其他意外险,家财险,银行卡安全险,
275,你好，这个保险我没看到重大疾病住院保险都包含啥病种没看到,爱牙齿科医疗险,重大疾病住院保险,恶性肿瘤赴日医疗,恋爱保险,
276,你好，手机碎屏保支持哪些手机型号啊？,地暖保险,碎屏险,意外险,团险,
277,你好，宠物保，猫有问题正常检查，但是检查出来没有病，可以报销么？,一般医疗保险金,年金,门诊保险费,宠物险,
278,住院险有时效吗,商业险,雇主险,住院医疗险,新生儿保险,
279,住院的话门诊险能报销吗？,银行卡安全险,重大疾病住院保险,门诊医疗险,团体意外险,
280,住院医疗险是不是住院就可以报,学生意外保险,身故险,门险,住院医疗险,
281,住院医疗费用保险金包括什么,住院医疗险,旅行险,百万医疗健康,手机屏幕险,
282,住院医疗报销吗,住院医疗险,高空作业意外险,儿童保险,税优险,
283,住院医疗和长期医疗什么区别,住院医疗险,少儿百万医疗,境外旅行保险,其他意外险,
284,住院医疗、长期医疗有什么不同,住院医疗险,附加第三者险,少儿门诊险,宠物医疗保险,
285,从哪里直观看到宠物保险,短期运动险,家庭保险,宠物险,员工保险,
286,什么是门诊险,门诊医疗险,附加第三者险,学生意外险,重大疾病住院保险,
287,什么是百万医疗,单日意外险,电动三轮车骑行保险,家庭保险,百万住院医疗险,
288,人生意外险，有受益人,一般医疗,人生意外险,年金,家庭保险,
289,交强险,单日意外险,交强险,员工险,团险,
290,买长期医疗保险，还用买重疾险吗,百万住院医疗险,医疗保险金,学平险,门诊保险费,
291,买意外险填的关系有误，需要怎么更改,境外旅行保险,骑行险,意外险,银行卡安全险,
292,买了这个还要买门诊险么,电动车险,运动意外险,门诊医疗险,电动三轮车骑行保险,
293,买了百万医疗可以买这个吗,百万住院医疗险,人保财险,短期百万医疗,少儿医保,
294,买了其他的医疗险再买这个可以同时赔付吗,雇主险,税优险,附加第三者险,医疗险,
295,买上意外险最快几天能生效？,教育金,账户安全险,门险,意外险,
296,之前没买，后续再买恶性肿瘤赴日医疗保险金可以吗,疫苗险,增寿险,医疗险,少儿险,
297,为母亲投保养老险,儿童门诊险,手机屏幕险,养老金,人保财险,
298,为什么那件棉袄我不能买运费险？,运费险,长期保险,雇主险,第三方责任保险,
299,为什么给配偶买意外保险显示不支持投保,长期险,意外险,学平险,单日意外险,
300,为什么我的宠物保险显示宠物年龄不符合,门诊医疗保险金,一般医疗保险金,防癌医疗险,宠物险,
301,为什么买不了宠物保险,定期寿险,长期百万医疗险,电动车险,宠物险,
302,中症无医疗保险赔付比例多少,剖腹产医疗险,意外险,医疗险,增寿险,
303,两年前住过院能交这个医疗保险吗,医疗保险金,宠物医疗保险,医疗险,学生意外保险,
304,不对，买的宠物医疗险,第三方责任保险,宠物医疗险,人保财险,银行卡安全险,
305,一般医疗和100种疾病赔付一万的有什么区别,年金,一般医疗,商业保险,短期意外险,
306,一般医疗保险包含哪些费用,手机屏幕险,一般医疗保险,定期寿险,医疗补充险,
307,一人可买多分百万医疗吗？,百万住院医疗险,第三方责任保险,其他意外险,意外疾病险,
308,70多岁适合什么医疗保险,查询车保险,医疗险,地暖保险,百万医疗健康,
309,60岁以上老人可以买门诊险不,附加第三者险,全家保险,门诊医疗险,意外运动险,
310,120种重疾保险有哪些。,门诊医疗险,重疾险,重大疾病住院保险,运动意外险,
311,0等待期的宠物保险,附加第三者险,境外旅行保险,运动医疗险,宠物险,
