id,question,A,B,C,D,answer
26,请问假设如果在某一次体检出有恶性肿瘤 但是属于轻度，那理赔属于哪一个疾病范围呢,查理赔审核时长,赔付冲突分析,查收益率,查疾病赔付范围,D
27,是不是得重新来,查保障时间,查有无医社保的理赔金额,查免赔额金额,修改扣款顺序,A
28,门诊做的检查能报销吗,问基本信息,就诊类型核赔,保险金领取流程,查保障时间,B
29,现在买生效吗,其他保全需求,查等待期时间,申请理赔流程,查保单生效时间,D
30,这个每月多少钱,查退保进度步骤,查犹豫期时间,查分期缴费规则,查费率价格,D
31,港澳台的证件号码是否可以购买,核赔评估,平台介绍,医保信息变更,其他,D
32,这个全家无忧保摔伤赔付最高多少,查疾病赔付范围,其他保全需求,查保额计算规则,查赔付比例,D
33,根管治疗可以赔付吗,查赔付次数规则,查理赔要求,就诊类型核赔,查保障一般疾病范围,C
34,相册上传,理赔材料,保单类型查询,查缴费方式,查购买数量限制,A
35,门诊检查报销吗,医院核赔,查特定药品清单,保障哪些责任-小样本,就诊类型核赔,D
36,按月缴纳,查保障一般疾病范围,查缴费方式,查特定药品清单,签署健康告知,B
37,那个为什么我选择我妈妈子宫内膜增厚，审核不过,查缴费方式,就诊费用核赔,查线下网点,查泛投保失败原因,D
38,用护照能买吗,其他保全需求,查续保等待期,查退保资金流向,投保材料咨询,D
39,麻烦查一下我的保单,查保单,投保材料咨询,查保单现金价值步骤,分险种需求分析,A
40,续保期间还可以报销费用吗,查医保要求,查泛续保规则,查退保重买规则,查购买数量限制,B
41,我这个退保能退多少钱,缴费方式对比,查退保金额,查费率价格,未扣或扣费失败操作步骤,B
42,目的地有什么要求,查免赔额累计年限,查理赔钱款流向步骤,其他,查泛退保规则,C
43,请问我正在矫正牙齿，可以购买这个保险吗,查医保赔付规则,疾病核保,查理赔钱款流向步骤,就诊类型核赔,B
44,投保21天生病可以赔吗,证件错误,查增值服务,缴费方式修改,查理赔生效时间,D
45,这份对于职业有要求吗,职业核保,查理赔结果,查理赔记录,查赔付方式,A
46,那今天买明天就到是吧,支付失败,查缴费记录,查理赔结果,查保单生效时间,D
47,能不能设置生效时间,查保障一般疾病范围,申请纸质保单,险种对比,查保单生效时间,D
48,这个保险的保障范围,查退保时效,查泛保障范围,产品版本对比,撤销理赔申请步骤,B
49,普通疾病医疗报销吗,产品解读,查保障一般疾病范围,查退保进度步骤,保单类型查询,B
50,鼓膜穿孔是不是一般疾病,查保障一般疾病范围,修改扣款顺序,平台介绍,申请理赔流程,A
51,等待期短,查是否自动续保,查缴费方式,服药评估,查等待期时间,D
52,百万医疗具体包括什么呢,查泛保障范围,查身故责任规则,角色信息编辑步骤,查收益率,A
53,有青光眼能买吗,泛选品,查赔付比例,疾病核保,申请保单或电子保单,C
54,购买失败什么原因,查增值服务,赔付冲突分析,投保年龄要求,查泛投保失败原因,D
55,这里只是月费用？,查费率价格,是否保证续保-小样本,查赔付次数规则,查理赔失败原因,A
56,门诊可以报销吗？,就诊类型核赔,按疾病选品,查险种类型,产品版本对比,A
57,投多久可以报销,查续保健康告知规则,职业核保,开通自动续保步骤,查理赔生效时间,D
58,门诊能报销吗？,就诊类型核赔,通用材料咨询,查有无医社保的理赔金额,查保单现金价值步骤,A
59,详细了解一下,查身故责任规则,理赔材料,手术评估,产品解读,D
60,显示投保未成功,查泛投保失败原因,产品对比,查退保时效,保费差异解读,A
61,补充材料,服药评估,理赔材料,查保单,查疾病赔付范围,B
62,现在可以购买吗,产品解读,证件错误,购买冲突分析,其他,D
63,癌症赔付吗,具体疾病赔付评估,投保金额变更,投保操作步骤,产品版本对比,A
64,补牙可以报销吗,查理赔生效时间,查承保年龄,就诊类型核赔,保障范围评估,C
65,运费险理赔,签署健康告知,定制保险方案,查保障一般疾病范围,申请理赔流程,D
66,需要买多久,查返保规则,医院核赔,查缴费期限,查分期扣款时间,C
67,退保后可以再买吗,按年龄选品,查退保重买规则,查缴费方式,查优惠信息,B
68,每年保费是一样的吗,查理赔要求,查费率价格,查分期缴费规则,支付失败,C
69,每年保额累计吗,查保额计算规则,投保金额变更,购买冲突分析,查等待期时间,A
70,续保费用,泛选品,查续保价格费率,具体什么情况能不能赔,理赔材料,B
71,这是6年后继续投保吗？,设置自动扣款步骤,查泛续保规则,具体什么情况能不能赔,疾病评估,
72,抑郁症能否投保,疾病核保,其他,问缴费规则,查续保年龄要求,
73,这个保险只能赔付一次吗？,查是否自动续保,查赔付次数规则,查承保年龄,查保额,
74,结直肠多发腺瘤,支付失败,查理赔失败原因,查保额限制,疾病核保,
75,港澳地区,查理赔材料,其他,未扣或扣费失败操作步骤,分险种需求分析,
76,这个和好医保少儿长期医疗选哪个,其他保全需求,查是否自动续保,续保续费步骤,产品对比,
77,问下如果看病接连看了几天，可是一天一天的针水开，这个免赔额怎么算,查医保要求,投保人变更,查特定药品清单,查免赔额抵扣规则,
78,这个有保单吗？,查保单,保单类型查询,查医保赔付规则,被保人变更,
79,都有多少钱的保险,查犹豫期时间,其他,问缴费规则,查免赔额累计年限,
80,能否取消申请的理赔,撤销理赔申请步骤,查退保进度步骤,查收益率,查理赔钱款流向步骤,
81,根本查不到这个保单,支付失败,查理赔审核时长,保障哪些责任-小样本,查保单,
82,打不开资金计算页面,查退保金额,受益人变更,预约体检步骤,就诊费用核赔,
83,胆结石手术算哪种等级的病,查续保等待期,其他,修改扣款顺序,查分期缴费规则,
84,更换宠物医保套餐,查是否自动续保,查医保要求,查犹豫期时间,产品变更,
85,这款有什么保障？住院可以报销吗,查赔付方式,就诊类型核赔,缴费方式修改,医保信息变更,
86,癫痫患儿能投保吗,疾病核保,签署健康告知,查分期扣款时间,开通自动续保步骤,
87,手机碎屏险旧手机能不能投保,查被保物要求,设置自动扣款步骤,查线下网点,查疾病赔付范围,
88,比如今天我做了胃镜花了1000可以报销多少,查加保规则,查犹豫期时间,查有无医社保的理赔金额,查赔付比例,
89,有糖尿病可以正常保险吗,查保险条款步骤,疾病核保,查保障轻症范围,查免责范围,
90,血糖高可以投保吗,疾病核保,查医保赔付规则,查费率价格,其他保全需求,
91,补缴怎么补,产品对比,未扣或扣费失败操作步骤,查加保规则,查险种类型,
92,蚂蚁保保险责任,查续保价格费率,查医保要求,查理赔材料,查泛保障范围,
93,投保一个月能吗,修改保单信息,查保障时间,查险种类型,查有无医社保的理赔金额,
94,门诊输液,查免责范围,就诊类型核赔,具体什么情况能不能赔,通用材料咨询,
95,身故必须是意外身故吗,查身故责任规则,查增值服务,查购买数量限制,查特定药品清单,
96,连续投保20年以后，保险终身有效吗,设置自动扣款步骤,投保操作步骤,查健康要求,查保障时间,
97,那些意外,查保障意外范围,查免赔额累计年限,保单类型查询,申请保单或电子保单,
98,能否一次给多人投保,查多人投保规则,预约体检步骤,查承保保司,按险种选品,
99,退保记录,查退保进度步骤,要报案,查续保等待期,查医保要求,
100,这款保险是确诊就理赔？,产品解读,查理赔要求,申请理赔流程,查保单现金价值步骤,
101,有生育保险吗,查理赔范围,查等待期时间,定制保险方案,按险种选品,
102,那些医院能用,缴费方式对比,查返保规则,查续保价格费率,医院核赔,
103,普通住院做手术可以报吗？,被保人变更,保障范围评估,查险种类型,就诊类型核赔,
104,火灾能赔付吗,查疾病赔付范围,角色信息编辑步骤,查保单生效时间,保障范围评估,
105,退保了不退款？,证件错误,保险知识,查保额计算规则,查退保扣费规则,
106,重大疾病理赔过还可以买吗？,查泛续保规则,查赔付比例,查犹豫期时间,查健康要求,
107,能给弟弟报吗,疾病核保,通用材料咨询,查投被保人关系要求,申请垫付步骤,
108,门诊费用发票和清单不见了可以吗,查理赔材料,理赔材料缺失,查退保金额,查理赔范围,
109,这个一年是多少钱,查费率价格,查疾病赔付范围,投保操作步骤,添加被保人步骤,
110,职业分类表,查保额,服务介绍,具体疾病赔付评估,其他,
111,跟长期医疗的区别,查健康要求,理赔材料,手术评估,产品对比,
112,预核保怎么用,理赔材料缺失,医保信息变更,查核保方式,查免责范围,
113,这个保险保哪些重疾？,查保障重疾范围,投保材料咨询,分险种需求分析,其他保全需求,
114,肺炎住院过可以投保吗,查退保时效,问续保规则,医院核赔,疾病核保,
115,这个保险有等待期吗,异地理赔,查等待期时间,查泛退保规则,查泛续保规则,
116,电子保单能不能尽快生成,查分期扣款时间,查保障一般疾病范围,产品对比,申请保单或电子保单,
117,这个保险因为意外导致的门诊理赔的话，是赔多少,查保障一般疾病范围,查赔付比例,查保额,证件错误,
118,按年付费和按月付费有什么差别,查续保年龄要求,缴费方式对比,查自动扣费状态,查投被保人关系要求,
119,能不能更改缴费方式,缴费方式修改,查续保年龄要求,查免赔额抵扣规则,查报销顺序,
120,拔牙的保险,按疾病选品,查是否自动续保,理赔材料,泛选品,
121,职业类别表,查核保方式,查理赔生效时间,赔付冲突分析,其他,
122,退保什么时候审核完,查投被保人关系要求,查退保时效,手术评估,缴费方式对比,
123,报销险比例是多少,查赔付比例,查分期缴费规则,定制保险方案,投保年龄要求,
124,这是自动续保的吗？,查是否自动续保,产品对比,查被保物要求,理赔材料,
125,还有犹豫期？,查理赔审核时长,保费差异解读,查增值服务,查犹豫期时间,
126,生育能理赔吗,设置自动扣款步骤,理赔时效,查保单,具体疾病赔付评估,
127,这个保险一次只能购买一份吗,查身故责任规则,修改保单信息,查购买数量限制,服务介绍,
128,规定那个医院吗,查保单现金价值步骤,查退保扣费规则,医院核赔,查理赔记录,
129,这和6年的有什么区别,医院核赔,查缴费方式,查免赔额累计年限,产品对比,
130,续交保费,查赔付药品范围,查理赔生效时间,赔付冲突分析,续保续费步骤,
131,领取方式是怎样的,查保单,查保额,添加被保人步骤,保险金领取流程,
132,猫三联可以免费领取吗,查增值服务,查保障一般疾病范围,查保额计算规则,具体疾病赔付评估,
133,推荐一款有乙肝携带病毒，胆已切除还能买的保险？,具体什么情况能不能赔,理赔材料,查泛续保规则,按疾病选品,
134,门诊不是一天能同时报销吗,查泛投保失败原因,分险种需求分析,其他,查增值服务,
135,配偶父母可以吗,查投被保人关系要求,查自动扣费状态,查理赔钱款流向步骤,查保证续保规则,
136,私立医院可以报销吗,查免赔额抵扣规则,查医保要求,保单其他操作,医院核赔,
137,本保险是合作医疗报销完以后全额报销吗,保单类型查询,查免赔额金额,查赔付比例,查理赔钱款流向步骤,
138,等待期是怎么计算的,查缴费期限,泛选品,平台介绍,查等待期时间,
139,请问该保险可以开电子发票吗？,查保司电话,申请发票,问续保规则,查垫付方式,
140,报销人多了，额度就少了？,查有无医社保的理赔金额,查承保保司,查续保等待期,查保额计算规则,
141,是0点生效吗,异地理赔,保单类型查询,申请保单或电子保单,问基本信息,
142,等待期是多久？,查购买数量限制,投保操作步骤,查赔付比例,查等待期时间,
143,能把钱还给我吗,问投保规则,查退保扣费规则,险种对比,投保金额变更,
144,这是保证6年续保哈,具体疾病赔付评估,职业核保,查保证续保规则,保障哪些责任-小样本,
145,有农村医保还能赔付多少,问投保规则,撤销理赔申请步骤,赔付冲突分析,查医保赔付规则,
146,湿疹可以报销吗,查续保价格费率,保单其他操作,平台介绍,具体疾病赔付评估,
147,米诺地尔报销么,查保费豁免,查泛退保规则,按险种选品,查赔付药品范围,
148,有年龄限制吗,查承保年龄,查理赔记录,查免赔额金额,查赔付次数规则,
149,轻症报销比例是多少？？？,查赔付比例,查分期缴费规则,查断保规则,查泛投保失败原因,
150,有60岁以上保险的推荐吗,查被保人要求,查缴费期限,保单类型查询,按年龄选品,
151,经常感冒可以买这个保险吗,查保障重疾范围,疾病核保,申请保单或电子保单,购买冲突分析,
152,现在产品升级了原来的保单可以享受吗,其他,查泛保障范围,异地理赔,查扣款方式,
153,购买后多久生效,查保额计算规则,查承保保司,查保单生效时间,产品变更,
154,肺结节4mm,查赔付方式,投保金额变更,查缴费记录,疾病核保,
155,那你能不能把钱退给我,查理赔审核时长,查退保进度步骤,要报案,查退保扣费规则,
156,有糖尿病可以买吗,查退保时效,查退保扣费规则,查被保物要求,疾病核保,
157,我这个还没到期，保险公司就扣款了吗,查自动扣费状态,产品变更,查免赔额累计年限,其他保全需求,
158,我这个月有医保,查医保要求,查保司电话,查被保人要求,开通自动续保步骤,
159,网上买药可以报吗,查健康要求,查赔付药品范围,查退保时效,查投被保人关系要求,
160,要交多少年,查缴费期限,查疾病赔付范围,险种对比,查免赔额抵扣规则,
161,那可以退保吗,服务介绍,查泛退保规则,查免赔额抵扣规则,问投保规则,
162,门诊保额条款,产品解读,取消自动续费续保,查身故责任规则,查保险条款步骤,
163,百万医疗系,保险知识,查加保规则,按险种选品,给别人投保步骤,
164,支付宝上,查保费豁免,预约体检步骤,查保单生效时间,购买药品步骤,
165,这个保险多久生效,查健康要求,查线下网点,查保单生效时间,平台介绍,
166,有过住院史还能理赔吗,查理赔要求,其他,查身故责任规则,问缴费规则,
167,这个满了20年是保终身吗,查保障时间,支付失败,查理赔范围,其他,
168,缴费年限20年,查缴费期限,查医保赔付规则,查购买数量限制,疾病核保,
169,缴费方式月付是不是一定要付满12个月,医保信息变更,查险种类型,查加保规则,查缴费期限,
170,这款产品可以续保多少年,查赔付次数规则,问基本信息,查泛投保失败原因,查泛续保规则,
171,这个如果出过险，第二年还可以继续缴费吗,查保险条款步骤,查泛续保规则,查加保规则,被保人变更,
172,有基础病可以投保吗,缴费方式修改,查犹豫期时间,购买冲突分析,疾病核保,
173,要下个月吗？,查理赔范围,查健康要求,撤销理赔申请步骤,查保单生效时间,
174,甲状腺癌可以投保吗,理赔材料缺失,查医保赔付规则,疾病核保,查犹豫期时间,
175,租的房子可以保吗？,查被保物要求,按疾病选品,查被保人要求,查扣款方式,
176,摩托车险是什么,查线下网点,名词解释,查理赔记录,查续保年龄要求,
177,每月缴费时间,查等待期时间,查保障轻症范围,查分期缴费规则,查分期扣款时间,
178,请问这个20年期的，含cart针吗,查购买数量限制,查退保进度步骤,查扣款方式,查赔付药品范围,
179,无法投保的原因,查泛投保失败原因,问续保规则,险种对比,查缴费记录,
180,指定门诊医疗包含哪些疾病,核赔评估,医保信息变更,查健康要求,查疾病赔付范围,
181,退保还没到,保单类型查询,泛选品,产品版本对比,查退保时效,
182,现在怎么退不了呢,取消自动续费续保,产品对比,查泛续保规则,查泛退保规则,
183,门诊报销比例多高,查分期缴费规则,查赔付比例,查分期扣款时间,查保障轻症范围,
184,暂不支持投保什么意思,就诊费用核赔,缴费方式对比,定制保险方案,查泛投保失败原因,
185,有没有短期保险,其他,签署健康告知,查续保健康告知规则,购买药品步骤,
186,这个什么保险,产品解读,分险种需求分析,险种对比,查保额,
187,是每个月还吗？,查续保年龄要求,查缴费方式,受益人变更,是否保证续保-小样本,
188,那个保险公司,投保年龄要求,购买冲突分析,查承保保司,平台介绍,
189,这个是金医保嘛,产品解读,其他,查收益率,医院核赔,
190,这个保单现在不能理赔吗,查保证续保规则,问缴费规则,查疾病赔付范围,查理赔生效时间,
191,缴费失败怎么重新交,购买冲突分析,查退保金额,查退保扣费规则,未扣或扣费失败操作步骤,
192,请问家财保只能给本人投保嘛？,查投被保人关系要求,理赔材料,查收益率,查自动扣费状态,
193,身故赔偿金,查保费豁免,查身故责任规则,查投被保人关系要求,分险种需求分析,
194,立即生效吗？,撤销理赔申请步骤,查续保价格费率,查保障轻症范围,查保单生效时间,
195,手发生意外动过手术,医保信息变更,疾病核保,签署健康告知,要报案,
196,这个意外门诊包括什么呢,证件错误,查理赔审核时长,查续保健康告知规则,查保障意外范围,
197,续保年限,通用材料咨询,查保险受益人,查保额,查泛续保规则,
198,法定受益人有,查退保重买规则,名词解释,查保险受益人,缴费方式修改,
199,退保多久退还,查退保时效,查缴费期限,查保单现金价值步骤,职业核保,
200,没有投保详情,查理赔记录,产品版本对比,泛选品,查保单,
201,找不到交钱入口啦,其他,查保险条款步骤,问基本信息,产品解读,
202,有包含意外险吗,查保额,查退保金额,查线下网点,查保障意外范围,
203,有限制吗,保单其他操作,查赔付比例,查赔付次数规则,查免赔额累计年限,
204,泰国保吗,查续保年龄要求,查保障时间,其他,查免赔额金额,
205,请问我是不是重复投保了？,查保单,按疾病选品,查返保规则,核赔评估,
206,这是电子保单吗,查理赔钱款流向步骤,产品对比,查优惠信息,查保单,
207,有病了就不给看，直接给1万了。,就诊费用核赔,缴费方式对比,查免赔额抵扣规则,查赔付比例,
208,本人不认识字点错了,查购买数量限制,无明确含义,投保操作步骤,疾病评估,
209,门诊怎么报,查承保保司,申请理赔流程,查续保健康告知规则,撤销理赔申请步骤,
210,门急诊是指什么,受益人变更,查投被保人关系要求,名词解释,缴费方式修改,
211,白内障手术能赔吗,具体疾病赔付评估,投保金额变更,就诊类型核赔,查理赔钱款流向步骤,
212,私立医院可赔付吗,按疾病选品,查保单现金价值步骤,保单类型查询,医院核赔,
213,直接下单买了的，可以吧,其他,申请发票,查退保时效,查健康要求,
214,高血压可以保吗,查自动扣费状态,查赔付方式,理赔材料缺失,疾病核保,
215,有5天的日本旅游险吗,按险种选品,查保额限制,查返保规则,查等待期时间,
216,门诊险妇科是否报销,查理赔生效时间,查理赔材料,核赔评估,具体疾病赔付评估,
217,理赔药品,查赔付药品范围,查自动扣费状态,查退保金额,查续保等待期,
218,表皮囊肿,疾病核保,保险需求分析,查医保赔付规则,查保额,
219,这个主要是什么可以报销呢,查被保物要求,查核保方式,查泛保障范围,查疾病赔付范围,
220,赠送涂氟,查犹豫期时间,查增值服务,按险种选品,疾病核保,
221,月付，一个月之后能退款吗,查保司电话,查疾病赔付范围,查是否自动续保,查泛退保规则,
222,赔付的费用退到哪里,问缴费规则,查赔付次数规则,查保障意外范围,查理赔钱款流向步骤,
223,选的20年就是要持续缴纳30年吗,查保障轻症范围,查缴费期限,查免责范围,查被保人要求,
224,投保对象,续保续费步骤,查免赔额金额,问续保规则,查投被保人关系要求,
225,能查下我去年买的什么保险吗,查自动扣费状态,查理赔钱款流向步骤,查垫付方式,查保单,
226,现在购买10月24日的保单何时生效,续保续费步骤,查保单生效时间,其他,查赔付比例,
227,有甲状腺癌病史及肺部结节可投保的保险,按疾病选品,申请发票,保障哪些责任-小样本,续保续费步骤,
228,诊所打针什么可以报销,查是否自动续保,就诊类型核赔,查理赔结果,查费率价格,
229,支持在线理赔吗,支付失败,查泛退保规则,申请理赔流程,查理赔材料,
230,这个保单退保，退钱不？,查退保扣费规则,查保障一般疾病范围,查退保进度步骤,是否保证续保-小样本,
231,门诊费用可以报销吗,查赔付比例,查退保重买规则,就诊费用核赔,查保障意外范围,
232,接种疫苗多久内出现耦合反应给报销,查理赔生效时间,查扣款方式,无明确含义,平台介绍,
233,萌宝保意外险,查被保物要求,缴费方式修改,查收益率,产品解读,
234,胆结石手术怎么报？,理赔时效,申请理赔流程,续保续费步骤,给别人投保步骤,
235,腰椎间盘突出手术能理赔嘛,分险种需求分析,具体疾病赔付评估,查核保方式,保险需求分析,
236,房顶漏水 给赔吗,保障范围评估,查泛保障范围,证件错误,设置自动扣款步骤,
237,更新护照信息,修改保单信息,查核保方式,产品对比,查退保重买规则,
238,每年都送疫苗吗,查保险条款步骤,产品解读,查退保扣费规则,查增值服务,
239,这保险需要多少钱,查费率价格,查保额限制,产品版本对比,被保人变更,
240,重疾险有哪些,查理赔材料,查赔付药品范围,按险种选品,查医保赔付规则,
241,这个房屋保险房产证必须是我吗？,医院核赔,就诊费用核赔,理赔材料,查被保物要求,
242,脂肪肝能投保吗？,按角色选品,问缴费规则,疾病核保,手术评估,
243,线下医院,医院核赔,查赔付次数规则,查退保资金流向,撤销理赔申请步骤,
244,现在买等待期多久,查理赔结果,保险需求分析,查等待期时间,核赔评估,
245,税优健康标识什么样,按疾病选品,其他,查保险条款步骤,查购买数量限制,
246,重启保障需要怎么操作,查优惠信息,保单其他操作,撤销理赔申请步骤,其他保全需求,
247,那有社保还投你这保干嘛,是否保证续保-小样本,产品版本对比,保险需求分析,撤销理赔申请步骤,
248,第一个月免费吗,查优惠信息,通用材料咨询,查保障重疾范围,服药评估,
249,瑞鹏宠物连锁医院能报销吗,医保信息变更,被保人变更,医院核赔,查保额,
250,这个感冒发烧住院能报销吗,申请纸质保单,具体疾病赔付评估,预约体检步骤,查保险条款步骤,
251,续保是否还有等待期？,查自动扣费状态,手术评估,查是否自动续保,查续保等待期,
252,看牙科报销吗,保障范围评估,无明确含义,分险种需求分析,缴费方式对比,
253,打狂犬疫苗可以报销吗？,查保障时间,查理赔失败原因,按疾病选品,保障范围评估,
254,都是保什么病,查免赔额金额,查退保时效,查保障重疾范围,查疾病赔付范围,
255,退款需要多久,保费差异解读,缴费方式修改,查分期扣款时间,查退保时效,
256,这个保险能保一个月吗,问投保规则,查保障时间,问续保规则,通用材料咨询,
257,要怎样找你们报销,查返保规则,要报案,查保障轻症范围,分险种需求分析,
258,肺炎可以报吗,查疾病赔付范围,产品解读,查保额,核赔评估,
259,请问石景山医院看儿科门诊报销吗,查泛续保规则,泛选品,查退保扣费规则,医院核赔,
260,续保权是啥,投保操作步骤,查分期扣款时间,名词解释,查理赔审核时长,
261,请问这款保险最低门槛是多少,投保操作步骤,问续保规则,查免赔额抵扣规则,问缴费规则,
262,这个续保多少年,查赔付比例,查泛保障范围,支付失败,查泛续保规则,
263,被保险人怎么改变,设置自动扣款步骤,缴费方式修改,查赔付方式,被保人变更,
264,这款有没有现金价值,理赔时效,查核保方式,投保操作步骤,查保单现金价值步骤,
265,等待期是多久,查等待期时间,查免责范围,异地理赔,查医保要求,
266,绝育可以报销嘛,开通自动续保步骤,名词解释,具体疾病赔付评估,查理赔范围,
267,运费险理赔怎么还没理赔,查理赔钱款流向步骤,查保额,查多人投保规则,查理赔审核时长,
268,职业类别怎么划分,查加保规则,其他,疾病核保,手术评估,
269,按月缴纳 发生理赔需要补足保费吗,其他,查分期缴费规则,查增值服务,查保障轻症范围,
270,报销时间,核赔评估,查特定药品清单,理赔时效,申请理赔流程,
271,这个保险有免赔起付线么,查赔付比例,证件错误,查扣款方式,查免赔额抵扣规则,
272,拔智齿的保险,按疾病选品,查加保规则,服务介绍,查缴费记录,
273,还是不懂,具体疾病赔付评估,名词解释,查多人投保规则,查保障一般疾病范围,
274,这个事故电话是什么了,撤销理赔申请步骤,查保司电话,疾病核保,查保单生效时间,
275,自己摔伤没有意外事故证明,问基本信息,理赔材料缺失,查理赔钱款流向步骤,其他保全需求,
276,脂肪肝可以投保吗,疾病核保,查理赔钱款流向步骤,申请纸质保单,设置自动扣款步骤,
277,这个是0元赔吗,未扣或扣费失败操作步骤,查免赔额抵扣规则,查保险条款步骤,查理赔要求,
278,高危职业是指什么工作,其他,查险种类型,设置自动扣款步骤,查赔付药品范围,
279,需要做手术,申请保单或电子保单,手术评估,查特定药品清单,证件错误,
280,显示已经购买,查退保时效,受益人变更,查费率价格,查保单,
281,报销那些疾病,查免赔额累计年限,查险种类型,查疾病赔付范围,保障哪些责任-小样本,
282,超过10岁还可以续保吗？,查保额计算规则,查续保年龄要求,查医保赔付规则,产品版本对比,
283,投保之后，保费每年会涨吗？,产品解读,查保证续保规则,查保额计算规则,查分期缴费规则,
284,这4份保单怎样理赔，条件是什么,查理赔要求,申请纸质保单,服务介绍,服药评估,
285,疫苗什么时候邮寄,查核保方式,查理赔要求,查增值服务,查保障轻症范围,
286,有健康告知的内容不能成保吗,查健康要求,问投保规则,申请垫付步骤,查赔付比例,
287,投保人病逝了，如何续保,查泛续保规则,投保年龄要求,查保额限制,查续保价格费率,
288,没医保买成有医保能报销么,查垫付方式,查医保赔付规则,要报案,查加保规则,
289,狂犬疫苗最多报销多少,疾病评估,查优惠信息,按角色选品,查赔付比例,
290,购买了多久可以理赔？,查理赔生效时间,按疾病选品,查理赔范围,服务介绍,
291,泰国能保吗,其他,未扣或扣费失败操作步骤,按角色选品,按年龄选品,
292,摔伤算意外伤害吗,保险知识,查缴费期限,查理赔范围,服药评估,
293,百万医疗全家投保有优惠吗,查退保进度步骤,保险知识,查优惠信息,查赔付方式,
294,所有的都赔付吗,查泛保障范围,查缴费方式,查保额,查犹豫期时间,
295,随时退保吗,按险种选品,泛选品,给别人投保步骤,查泛退保规则,
296,按月缴纳 中间要是断交怎么办,查泛保障范围,查断保规则,查保险条款步骤,查免赔额累计年限,
297,药品费报销比例是多少,查赔付比例,就诊类型核赔,修改保单信息,查医保赔付规则,
298,质子重离子医疗是什么,查保单现金价值步骤,保险需求分析,名词解释,查退保资金流向,
299,狗狗保险买了一个月怎么续保,续保续费步骤,具体疾病赔付评估,理赔材料,查退保扣费规则,
300,血压160低压100能入不,疾病核保,查疾病赔付范围,查保费豁免,查断保规则,
301,高血压可以买吗,疾病核保,查退保金额,查保费豁免,查保司电话,
302,父母的房屋,查核保方式,签署健康告知,无明确含义,查保证续保规则,
303,有多个目的地,查续保年龄要求,查泛投保失败原因,查泛保障范围,签署健康告知,
304,等待期是多少,投保年龄要求,查保额计算规则,查分期扣款时间,查等待期时间,
305,门诊可以报销不,就诊类型核赔,按险种选品,取消自动续费续保,设置自动扣款步骤,
306,猫抓狗咬有赔付吗,问投保规则,医院核赔,保障范围评估,购买冲突分析,
307,狂犬疫苗费用报销吗,疾病评估,保障范围评估,查赔付方式,保险需求分析,
308,那肠癌之类的管不管,险种对比,具体疾病赔付评估,查多人投保规则,查保险条款步骤,
309,没有门槛费的全额报销吗,查赔付比例,泛选品,查理赔结果,查保司电话,
