id,question,A,B,C,D,answer
16,"产品名称：平安固收基地
功能介绍：基金购买，理财投资
产品特点：为您守护幸福，让理财拥有更多选择，固收梦之队倾力打造",精选热销理财产品，专业风控，超千万用户选择,"理财,理财",理财工具,让理财拥有更多选择,D
17,"产品名称：广发银行杭州分行
功能介绍：广发银行信用卡申请，理财办理服务
产品特点：在线快速申请，兑换积分，提供优质服务，领取多重惊喜福利，领取精彩权益",广发银行信用卡在线申请办理,广发银行信用卡申请服务,广发银行信用卡申请及理财办理服务,民泰银行信用卡申请办理,C
18,"产品名称：理财直播
功能介绍：看理财直播
产品特点：品质好，好用",三笔钱，高效理财,"理财,理财",帮你投，轻松理财，点击查看,理财直播，牛人谈基,D
19,"产品名称：网商银行
功能介绍：开通网商银行
产品特点：贷款助经营，转账全免费，还信用卡免费",因雇佣关系而得的工资、奖金、津贴、薪金、补贴等_-_每月税前工资,专为个人经营者、小微商家，提供大额转账、贷款、理财等服务的银行,兴业银行信用卡申请、办理、查询,蚂蚁保车险服务（简称：车险）是蚂蚁集团旗下的车险代理平台，汇集人保财险、太平洋产险、平安产险、大地保险、阳光财险、天安财险、中华保险、安盛天平、太平财险、浙商财险、泰康车险、众安保险等保险公司官方入驻，提供优质车险服务。,B
20,"产品名称：帮你投
功能介绍：基金买入，动态查询，直播观看，揭秘投顾
产品特点：省心理财",工资理财，赚收益,帮你投，轻松理财，点击查看,三笔钱，高效理财,专家帮您选基金，点击了解,B
21,"产品名称：三笔钱
功能介绍：理财，财富管理，财务规划，理财解读，投资，资产诊断
产品特点：高效，安全，省心",帮你投，轻松理财，点击查看,"理财,理财",工资理财，赚收益,三笔钱，高效理财,D
22,"产品名称：小高理财
功能介绍：教你买基金小组
产品特点：对基金多些了解",帮你投，轻松理财，点击查看,三笔钱，高效理财,小高理财，基金资讯解读,养动物，学基金，兑福利！,C
23,"产品名称：工资理财
功能介绍：工资理财，攒工资，理财咨询
产品特点：方便，灵活，简单，门槛低",帮你投，轻松理财，点击查看,投资理财收益计算,私家车共享赚收益,工资理财，赚收益,D
24,"产品名称：万家基金0元试基
功能介绍：购基体验券领取
产品特点：便宜，额度高",交银基金板块投资指南,体验基金投资,基金投资黄历,一款基金理财投资工具,B
25,"产品名称：交银基金小百科
功能介绍：科普
产品特点：好玩，好学",华宝基金,博时基金，签到有好礼,基金赚钱,好玩又好学的基金科普,D
26,"产品名称：交银基金投资时刻表
功能介绍：投资时刻表查询，提醒基金上下车
产品特点：便捷，方便",基金投资黄历,交银基金板块投资指南,体验基金投资,交银基金每日盘后估值,B
27,"产品名称：华安基金资产查询
功能介绍：在线查询，资产查询
产品特点：黄金摇钱树，享好礼",华安基金资产在线查询,华宝基金资产收益查询,大成基金产品资产查询,广发基金资产查询,A
28,"产品名称：博时基金资产证明
功能介绍：资产证明申请，基金名称，基金代码，基金市值计算截止日期，净值，基金份额，市值
产品特点：安全可靠，凭证",为投资者提供资产证明开具工具,博时基金，签到有好礼,为客户开具诺安基金资产证明,一键开具博时基金资产证明,D
29,"产品名称：基金
功能介绍：基金排行，新发基金推荐，严选好基，目标投，理财
产品特点：官方，方便，安全",养动物，学基金，兑福利！,帮你投，轻松理财，点击查看,专家帮您选基金，点击了解,我的基金一键查询，点击了解,C
30,"产品名称：大成基金资产管家
功能介绍：查询资产，查询收益，资产证明申请
产品特点：便捷，专业",华宝基金资产收益查询,大成基金产品资产查询,广发基金资产查询,华安基金资产在线查询,B
31,"产品名称：天弘基金投资黄历
功能介绍：投资理财，信用卡办理申请和账单明细查询，网点查询，绑卡，个人信息更新，资产存款证明，转账汇款，贷款还款，银行缴费，公司业务
产品特点：方便快速，免信用卡年费，免费试驾年，额度高，年利率低至10.8%，全程无手续费，无额外费用",一款基金理财投资工具,基金投资黄历,体验基金投资,交银基金板块投资指南,B
32,"产品名称：天弘基金指数拼图
功能介绍：基金服务
产品特点：赢红包",模拟买卖基金，赢随机红包奖励,天弘基金指数拼图赢红包,学习基金，瓜分红包,天弘基金行业指数赛马,B
33,"产品名称：富国基金拜财神
功能介绍：拜财神
产品特点：简单，实用，财神奖励",一款基金理财投资工具,基金投资黄历,理财工具,体验基金投资,A
34,"产品名称：广发基金小金库
功能介绍：广发基金资产查询，在线客服
产品特点：快速，足不出户",广发基金资产查询,大成基金产品资产查询,华安基金资产在线查询,华宝基金资产收益查询,A
35,"产品名称：建信基金福利庄园
功能介绍：养动物，学基金，兑福利
产品特点：安全，无门槛，领红包，赚饲料",免费体验买基金，有福利！,民生信用卡，极速办卡，立即体验！,学投资干货，嗨赚喵币兑好礼！,养动物，学基金，兑福利！,D
36,"产品名称：投资顺风车
功能介绍：港股解读，消费电子行情解读，电子行情解读
产品特点：便捷，专业，实时精准，安全可靠，用户多","广州银行信用卡办理,优惠,福利","发现投资热点,把握投资热点,机会解读,相关基金查看,精准把握行情,股市行情解读","免费提现到账,在线查询提现,攒工资享收益,灵活取出和消费,零花钱管理","理财,理财",B
37,"产品名称：交银基金天天赚金币
功能介绍：做任务赚金币，金币榜单排行
产品特点：抽奖，领取金币，领红包",交银基金每日盘后估值,交银基金板块投资指南,交银基金财富号领积分换福利,关注中邮基金财富号，福利领不停,C
38,"产品名称：交银好基0元试
功能介绍：试用交银产品领红包
产品特点：简单，便宜，优惠，安全可靠",交银基金财富号领积分换福利,交银基金，送你试用金,交银基金板块投资指南,交银基金每日盘后估值,B
39,"产品名称：创金合信超级选基宝
功能介绍：基金信息查询，基金诊断测评，数据对比查看，行业动态查看
产品特点：方便，快捷",创金合信基金旗下专业信息服务,官方提供专业保险配置核保理赔服务,专业的个税服务,华宝基金,A
40,"产品名称：博时基金签到有好礼
功能介绍：签到
产品特点：签到有好礼，助力领百元",博时基金，签到有好礼,养动物，学基金，兑福利！,一键开具博时基金资产证明,免费体验买基金，有福利！,A
41,"产品名称：基金助手-云智汇金
功能介绍：基金定投计算，复利计算
产品特点：方便，专业",基金定投计算器,华宝基金,基金赚钱,专业房贷计算器，全国房贷计算器,A
42,"产品名称：建信基金打榜福利周
功能介绍：学习基金，瓜分红包
产品特点：简单，优惠，门槛低，用户多",模拟买卖基金，赢随机红包奖励,小高理财，基金资讯解读,学习基金，瓜分红包,养动物，学基金，兑福利！,C
43,"产品名称：我的基金
功能介绍：总金额，昨日收益，持有收益，累计收益，收益明细，交易记录，我的定投
产品特点：有收益，交易明细清晰，操作轻松，便捷方便",我的养老金，养老金投保,专家帮您选基金，点击了解,帮你投，轻松理财，点击查看,我的基金一键查询，点击了解,D
44,"产品名称：招商基金聚宝盆
功能介绍：招商基金资产查询
产品特点：方便，快捷，专业，安全可靠",广发基金资产查询,华宝基金资产收益查询,大成基金产品资产查询,用于客户查询其在招商基金的资产,D
45,"产品名称：中欧基金行业风向标
功能介绍：捕捉基金行业风向
产品特点：紧跟行业动态，把握赚钱机会",基金赚钱,中欧基金行业动态实时看,华宝基金,天弘基金行业指数赛马,B
46,"产品名称：交银基金每日估值
功能介绍：基金榜单查看，基金买入，国泰资产和收益查询，在线直播，基金理财
产品特点：领红包，领礼品，足不出户，专业",交银基金板块投资指南,交银基金，送你试用金,交银基金每日盘后估值,交银基金财富号领积分换福利,C
47,"产品名称：抽抽乐
功能介绍：理财管理
产品特点：简单方便",基金赚钱,华宝基金,幸运大抽奖,体验基金投资,C
48,"产品名称：景顺长城基金管家
功能介绍：资产查询，模拟炒基
产品特点：方便，快捷，专业，实惠，贴心、放心",华宝基金,基金赚钱,体验基金投资,景顺基金管家,D
49,"产品名称：华夏养基体验中心
功能介绍：模拟买卖基金，基金买入
产品特点：赢红包，便利，足不出户",天弘基金指数拼图赢红包,模拟买卖基金，赢随机红包奖励,养动物，学基金，兑福利！,学习基金，瓜分红包,B
50,"产品名称：基金测一测
功能介绍：基金诊断，基金搜索
产品特点：简单，快速",秒测基金赚钱力,华宝基金,基金赚钱,体验基金投资,A
51,"产品名称：小高理财
功能介绍：教你买基金小组
产品特点：对基金多些了解",小高理财，基金资讯解读,帮你投，轻松理财，点击查看,养动物，学基金，兑福利！,三笔钱，高效理财,A
52,"产品名称：诺安基金资产证明
功能介绍：诺安基金资产证明
产品特点：保证个人账户安全，便捷，有效",为投资者提供资产证明开具工具,为客户开具诺安基金资产证明,在线申请资产证明,一键开具博时基金资产证明,B
53,"产品名称：中邮基金关注有礼
功能介绍：关注领现金，邀好友领红包
产品特点：方便，优惠，用户多，安全可靠",交银基金财富号领积分换福利,养动物，学基金，兑福利！,免费体验买基金，有福利！,关注中邮基金财富号，福利领不停,D
54,"产品名称：博时-跟我投
功能介绍：基金排行查看，月收益榜查看，总收益榜查看，关注榜查看，基金推荐
产品特点：便捷，专业，安全可靠，实时精准，收益稳定",买黄金，轻松投资黄金,投资基金组合，从此便捷轻松,帮你投，轻松理财，点击查看,养动物，学基金，兑福利！,B
55,"产品名称：大盘晴雨表
功能介绍：理财管理，股票管理
产品特点：方便，信息透明，现金红包",股票诊断、股票评测和股票对比,大盘晴雨表看股票涨跌,股票看多，预测股价大概率走高,股票行情一应俱全,B
56,"产品名称：金贝塔股票测一测
功能介绍：回报效率呈现周期性，长期持有，回报效率最高
产品特点：收益高，安全放心",股票看多，预测股价大概率走高,大盘晴雨表看股票涨跌,股票行情一应俱全,股票诊断、股票评测和股票对比,D
57,"产品名称：摇钱树
功能介绍：攒黄金
产品特点：方便",涉税服务在线办,博时基金，签到有好礼,签到获取黄金果,养老金，乐享退休生活,C
58,"产品名称：黄金金价
功能介绍：黄金实时金价查询
产品特点：方便，准确",提供黄金金价查询服务,黄金指数,为年轻人提供线上信贷服务,提供用户资产、盈亏查询功能,A
59,"产品名称：黄金回收
功能介绍：黄金回收，金价查询，黄金购买，黄金估价
产品特点：安全，高价，正规，便捷，简单，专业",黄金回收，安全高价正规,天天可领，直接兑换黄金,中国大地保险，安全无忧,买黄金，轻松投资黄金,A
60,"产品名称：买黄金
功能介绍：黄金买卖，金价查询
产品特点：方便，实时金价信息",足不出户变现黄金,买黄金，轻松投资黄金,黄金回收，安全高价正规,黄金指数,B
61,"产品名称：今日黄金价格
功能介绍：黄金价格查看，交易详情查询
产品特点：免费领黄金，实时，方便",买黄金，轻松投资黄金,黄金指数,足不出户变现黄金,提供黄金金价查询服务,D
62,"产品名称：黄金价格
功能介绍：金价查询，购买金条，黄金回收
产品特点：专业，方便",黄金指数,买黄金，轻松投资黄金,足不出户变现黄金,提供黄金金价查询服务,D
63,"产品名称：中国大地保险
功能介绍：交通意外险投保，车险最新报价，宠物险投保，我的保单查询，健康险查询
产品特点：真价格，这流程，真理赔",平安保险，住院医疗,黄金回收，安全高价正规,泰康保险，健康险服务,中国大地保险，安全无忧,D
64,"产品名称：众安保险服务
功能介绍：在线理赔，保险理赔，投保，保单查询
产品特点：省心，安心，放心，覆盖广，门槛低，高性价比",我的基金一键查询，点击了解,个税查询、个人所得税查询；,众安保险，保单查询,提现额度，额度明细查询,C
65,"产品名称：医疗保险服务
功能介绍：投保，保险理赔
产品特点：守护您与家人的健康",官方提供专业保险配置核保理赔服务,蚂蚁保是蚂蚁集团旗下的保险代理平台，联合百家保险机构为用户提供保险咨询、销售和理赔服务，打造产品优质、保障全面、智能便捷、理赔省心的一站式保险服务平台，实现“让每个家庭有保障”的愿景。,医疗保险一站式投保与理赔服务,山东省医疗保险服务平台,C
66,"产品名称：国泰财产保险
功能介绍：保单查询，在线开票，在线理赔，车险管家
产品特点：全面护航，在线操作，足不出户",让每个人更简单地享受保险,蚂蚁保是蚂蚁集团旗下的保险代理平台，联合百家保险机构为用户提供保险咨询、销售和理赔服务，打造产品优质、保障全面、智能便捷、理赔省心的一站式保险服务平台，实现“让每个家庭有保障”的愿景。,蚂蚁保险，让每个家庭有保障,蚂蚁保保险代理,A
67,"产品名称：泰康在线保险服务
功能介绍：推荐保险产品，申请理赔，健康服务
产品特点：提供优质保障",平安保险，住院医疗,泰康保险，健康险服务,蚂蚁保是蚂蚁集团旗下的保险代理平台，联合百家保险机构为用户提供保险咨询、销售和理赔服务，打造产品优质、保障全面、智能便捷、理赔省心的一站式保险服务平台，实现“让每个家庭有保障”的愿景。,山东省医疗保险服务平台,B
68,"产品名称：蚂蚁保
功能介绍：保险知识，购买咨询，保险服务
产品特点：方便，专业，品类丰富，用户多",蚂蚁保车险服务（简称：车险）是蚂蚁集团旗下的车险代理平台，汇集人保财险、太平洋产险、平安产险、大地保险、阳光财险、天安财险、中华保险、安盛天平、太平财险、浙商财险、泰康车险、众安保险等保险公司官方入驻，提供优质车险服务。,蚂蚁保险，让每个家庭有保障,专为个人经营者、小微商家，提供大额转账、贷款、理财等服务的银行,蚂蚁保是蚂蚁集团旗下的保险代理平台，联合百家保险机构为用户提供保险咨询、销售和理赔服务，打造产品优质、保障全面、智能便捷、理赔省心的一站式保险服务平台，实现“让每个家庭有保障”的愿景。,D
69,"产品名称：国华保险商城
功能介绍：保单查询，理赔服务，退保服务，电子保单下载，续期账号设置，推荐优质保险产品
产品特点：抢红包，领年金，性价比高",中国大地保险，安全无忧,泰康保险，健康险服务,国华保险商城，甄选好产品,平安保险，住院医疗,C
70,"产品名称：国泰理赔服务
功能介绍：申请理赔，我的理赔
产品特点：降低医疗压力，保险储蓄",蚂蚁保险，让每个家庭有保障,蚂蚁保是蚂蚁集团旗下的保险代理平台，联合百家保险机构为用户提供保险咨询、销售和理赔服务，打造产品优质、保障全面、智能便捷、理赔省心的一站式保险服务平台，实现“让每个家庭有保障”的愿景。,蚂蚁保保险代理,让每个人更简单地享受保险,D
71,"产品名称：平安保险
功能介绍：保险投保，续保，保单查询，在线理赔
产品特点：省心，安心，放心，覆盖广，门槛低，高性价比",泰康保险，健康险服务,中国大地保险，安全无忧,平安保险，住院医疗,山东省医疗保险服务平台,
72,"产品名称：车险
功能介绍：投保车险，保险公司推荐报价介绍，车险VIP服务管理，订单管理
产品特点：赢3000元免单机会，领红包",蚂蚁保是蚂蚁集团旗下的保险代理平台，联合百家保险机构为用户提供保险咨询、销售和理赔服务，打造产品优质、保障全面、智能便捷、理赔省心的一站式保险服务平台，实现“让每个家庭有保障”的愿景。,蚂蚁保车险服务（简称：车险）是蚂蚁集团旗下的车险代理平台，汇集人保财险、太平洋产险、平安产险、大地保险、阳光财险、天安财险、中华保险、安盛天平、太平财险、浙商财险、泰康车险、众安保险等保险公司官方入驻，提供优质车险服务。,因雇佣关系而得的工资、奖金、津贴、薪金、补贴等_-_每月税前工资,专为个人经营者、小微商家，提供大额转账、贷款、理财等服务的银行,
73,"产品名称：蚂蚁车险
功能介绍：买车险
产品特点：用户多，安心",蚂蚁保车险服务（简称：车险）是蚂蚁集团旗下的车险代理平台，汇集人保财险、太平洋产险、平安产险、大地保险、阳光财险、天安财险、中华保险、安盛天平、太平财险、浙商财险、泰康车险、众安保险等保险公司官方入驻，提供优质车险服务。,专为个人经营者、小微商家，提供大额转账、贷款、理财等服务的银行,蚂蚁保是蚂蚁集团旗下的保险代理平台，联合百家保险机构为用户提供保险咨询、销售和理赔服务，打造产品优质、保障全面、智能便捷、理赔省心的一站式保险服务平台，实现“让每个家庭有保障”的愿景。,蚂蚁保险，让每个家庭有保障,
74,"产品名称：车险计算器
功能介绍：购车保险计算
产品特点：方便快捷",提供复利计算、定投利息计算等功能,在线计算保险费用,提供车贷在线计算,"在线计算购车贷款,汽车消费利息计算",
75,"产品名称：九江银行信用卡
功能介绍：申请办理，进度查询，卡片激活，账单，额度，还款，分期
产品特点：免费在线，优惠活动，极速办卡",在线申请九江银行信用卡,花旗银行信用卡在线申请,浦发信用卡在线申请,广发银行信用卡在线申请办理,
76,"产品名称：兴业银行信用卡办理
功能介绍：信用卡办理申请，办理进度查询
产品特点：方便，快捷",兴业银行信用卡申请、办理、查询,民泰银行信用卡申请办理,广发银行信用卡在线申请办理,兴业银行信用卡申请，一键申请,
77,"产品名称：广发信用卡
功能介绍：广发信用卡申请
产品特点：免费申请，在线申请，包邮到家",广电银行信用卡申请服务,广发银行信用卡在线申请办理,花旗银行信用卡在线申请,在线申请九江银行信用卡,
78,"产品名称：广发银行杭州分行
功能介绍：广发银行信用卡申请，理财办理服务
产品特点：在线快速申请，兑换积分，提供优质服务，领取多重惊喜福利，领取精彩权益",广发银行信用卡申请及理财办理服务,民泰银行信用卡申请办理,广发银行信用卡申请服务,广发银行信用卡在线申请办理,
79,"产品名称：民泰银行信用卡
功能介绍：民泰银行信用卡申请办卡，民泰银行网点查询
产品特点：尊享权益，超值福利，终身免年费",民生银行信用卡申请,人民银行信用卡申请办理,中信银行信用卡申请,民泰银行信用卡申办,
80,"产品名称：民生银行信用卡
功能介绍：在线申请办理信用卡，信用卡提额，信用卡还款，办卡进度查询，账单查询
产品特点：包邮到家，方便快速，足不出户",在线申请九江银行信用卡,中信银行信用卡申请,民生银行信用卡申请办理红包优惠券,民生银行信用卡申请,
81,"产品名称：湖南三湘银行
功能介绍：在线开户，在线银行存款，投资理财，交易明细查看
产品特点：便捷，足不出户，专业",湖南三湘银行，存款更放心,银行专用款项，安全无限额,兴业银行信用卡官方，在线办卡优惠,理财小工具，算存款利息,
82,"产品名称：网商银行
功能介绍：开通网商银行
产品特点：贷款助经营，转账全免费，还信用卡免费",因雇佣关系而得的工资、奖金、津贴、薪金、补贴等_-_每月税前工资,专为个人经营者、小微商家，提供大额转账、贷款、理财等服务的银行,蚂蚁保车险服务（简称：车险）是蚂蚁集团旗下的车险代理平台，汇集人保财险、太平洋产险、平安产险、大地保险、阳光财险、天安财险、中华保险、安盛天平、太平财险、浙商财险、泰康车险、众安保险等保险公司官方入驻，提供优质车险服务。,兴业银行信用卡申请、办理、查询,
83,"产品名称：花旗银行信用卡
功能介绍：信用卡申请，卡片激活，账单查询，信用卡提额
产品特点：方便，服务好，安全，便捷",在线申请九江银行信用卡,花旗银行信用卡在线申请,浦发信用卡在线申请,广发银行信用卡在线申请办理,
84,"产品名称：国家开发银行
功能介绍：助学贷款，在线还款，还款指南
产品特点：利息低，方便",银行助学贷款,经销商专属贷款,在线查询银行,小微企业贷款,
85,"产品名称：广州银行信用卡申请
功能介绍：广州银行信用卡办理
产品特点：优惠，福利","广州银行信用卡办理,优惠,福利","发现投资热点,把握投资热点,机会解读,相关基金查看,精准把握行情,股市行情解读",浦发银行信用卡申请办理红包优惠等,"免费提现到账,在线查询提现,攒工资享收益,灵活取出和消费,零花钱管理",
86,"产品名称：招商银行
功能介绍：储蓄卡申请，办信用卡，银行网点查询
产品特点：官方，极速，免费",招商银行官方小程序,招商信用卡官方直销,韩亚银行小程序服务,新网银行官方小程序,
87,"产品名称：浦发信用卡申请
功能介绍：在线办理，快速核卡
产品特点：免费申请，包邮配送",民生银行信用卡申请办理红包优惠券,民泰银行信用卡申请办理,广发银行信用卡在线申请办理,浦发银行信用卡申请办理,
88,"产品名称：中国建设银行
功能介绍：账务查询，快捷绑卡，信用卡申请，信用卡还款，账单定制，办卡进度查询，账单信息定制
产品特点：方便，足不出户，免排队，优惠活动",南京银行在线开户,建设银行在线转账,在线查询银行,在线申请九江银行信用卡,
89,"产品名称：兴业信用卡
功能介绍：兴业信用卡申请
产品特点：优惠",兴隆信用卡在线申请,民生信用卡，极速办卡，立即体验！,光大信用卡申请，极速办卡,兴业银行信用卡官方，在线办卡优惠,
90,"产品名称：新网银行
功能介绍：走进新网，走进科技，走进风险，征信科普，读懂征信，自查征信，逾期处理，财商课堂，银行由来，理性借钱，合理负债
产品特点：方便，快捷，易识别，专业高效，互联网特色，降低成本",新网银行官方小程序,招商银行官方小程序,兴业银行信用卡官方，在线办卡优惠,韩亚银行小程序服务,
91,"产品名称：银行专用款项
功能介绍：银行款项开通，专用款项查询，款项转账
产品特点：安全，快速，无限额特权",兴业银行信用卡官方，在线办卡优惠,银行专用款项，安全无限额,兴业银行信用卡申请，一键申请,湖南三湘银行，存款更放心,
92,"产品名称：公积金存取银行查询
功能介绍：提供个人信息，公积金缴纳和贷款，公积金提取办理，账户明细查询
产品特点：便捷，准确，官方权威",建设银行在线转账,在线申请九江银行信用卡,南京银行在线开户,在线查询公积金存取银行,
93,"产品名称：韩亚银行智慧网点
功能介绍：网点查询，投资理财，账户管理
产品特点：方便快速，足不出户",广发银行信用卡申请服务,招商银行官方小程序,韩亚银行小程序服务,新网银行官方小程序,
94,"产品名称：全民保定期寿险
功能介绍：意外保障，疾病保障
产品特点：保额高，性价比高，免体检，更多人的选择",医疗保险一站式投保与理赔服务,全民保终身养老金，每月分红,房贷保投保,全民保定期寿险投保,
95,"产品名称：财神送礼
功能介绍：领券平台
产品特点：饿了么外卖红包，优惠券，优质",兴业银行信用卡官方，在线办卡优惠,平安信用卡在线办理、账单分期。,浦发银行信用卡申请办理红包优惠等,定期推荐优惠榜单。,
96,"产品名称：中邮贷款
功能介绍：贷款
产品特点：无抵押，无担保，急速放款",民生信用卡，极速办卡，立即体验！,招联金融，好借钱极速贷,中邮贷款，无抵押极速借钱,要借钱，找招联，最高20万借贷额度,
97,"产品名称：公积金贷款
功能介绍：提供个人信息，公积金缴纳贷款提取办理，账户明细查询
产品特点：便捷，准确，官方权威",线上申请公积金贷款,马上金融贷款，额度高到账快,税务服务线上办,为年轻人提供线上信贷服务,
98,"产品名称：公积金贷款查询
功能介绍：我的存缴，我的提取，账户信息
产品特点：线上查询，租房提取，购房提取",公积金贷款一键查询,养老金一键查询,一键查询免息额度,个人所得税一键查询,
99,"产品名称：网商银行
功能介绍：开通网商银行
产品特点：贷款助经营，转账全免费，还信用卡免费",兴业银行信用卡申请、办理、查询,蚂蚁保车险服务（简称：车险）是蚂蚁集团旗下的车险代理平台，汇集人保财险、太平洋产险、平安产险、大地保险、阳光财险、天安财险、中华保险、安盛天平、太平财险、浙商财险、泰康车险、众安保险等保险公司官方入驻，提供优质车险服务。,专为个人经营者、小微商家，提供大额转账、贷款、理财等服务的银行,因雇佣关系而得的工资、奖金、津贴、薪金、补贴等_-_每月税前工资,
100,"产品名称：菜鸟云贷
功能介绍：信用贷款
产品特点：简单，快捷，灵活，利率低",房贷利息贷款计算器,小微企业贷款,经销商专属贷款,银行助学贷款,
101,"产品名称：马上金融贷款
功能介绍：贷款
产品特点：操作简单，快速，额度高，利息低，安全",招联信用借钱，额度高放款快,额度高审批快,马上金融贷款，额度高到账快,中原消费金融，极速到账,
102,"产品名称：个贷还款计算器
功能介绍：计算个贷还款
产品特点：方便，好用",房贷利息贷款计算器,专业房贷计算器，全国房贷计算器,房贷计算器，全国房贷计算器，房贷,提供房贷车贷网贷分期利息计算器,
103,"产品名称：公贷本息提前还
功能介绍：在线还清贷款本息，基本信息查询
产品特点：方便，快捷",养老金在线测算,在线还清贷款本息,在线计算保险费用,"在线计算购车贷款,汽车消费利息计算",
104,"产品名称：国家开发银行
功能介绍：助学贷款，在线还款，还款指南
产品特点：利息低，方便",在线查询银行,小微企业贷款,银行助学贷款,经销商专属贷款,
105,"产品名称：网商贷
功能介绍：借款记录查询，贷款额度查询
产品特点：利息低，额度高，贷款期限灵活",银行助学贷款,小微企业贷款,房贷利息贷款计算器,经销商专属贷款,
106,"产品名称：车贷计算器-财信达
功能介绍：车贷计算
产品特点：免费领额度，出行红包",提供复利计算、定投利息计算等功能,"在线计算购车贷款,汽车消费利息计算",提供车贷在线计算,在线计算保险费用,
107,"产品名称：还贷管家
功能介绍：还房贷，还车贷
产品特点：方便，安全，省心",还贷管家，按时还款,要借钱，找招联，最高20万借贷额度,养动物，学基金，兑福利！,帮你投，轻松理财，点击查看,
108,"产品名称：个贷还款利息计算器
功能介绍：个贷还款利息计算，个贷还款分期计算
产品特点：方便快速，实用",为年轻人提供线上信贷服务,为汽车金融生态的车商提供服务,为您提供个人贷款分期计算服务,专为个人经营者、小微商家，提供大额转账、贷款、理财等服务的银行,
109,"产品名称：可贷额度查询
功能介绍：查询贷款额度，理财管理
产品特点：方便快捷",房产估值查额度,养老金一键查询,一查便知能贷多少,个人所得税一键查询,
110,"产品名称：房贷计算器助手
功能介绍：商业贷款计算，公积金贷款计算，组合贷款计算
产品特点：简单方便，个性化服务",房贷利息贷款计算器,养老金计算器轻松算,理财小工具，算存款利息,房贷利息轻松算,
111,"产品名称：招联金融
功能介绍：额度查询，开通额度
产品特点：额度高，放款快，利息低",中邮贷款，无抵押极速借钱,招联金融，好借钱极速贷,要借钱，找招联，最高20万借贷额度,中原消费金融，极速到账,
