id,question,A,B,C,D,answer
24,财联社 6月24日电，记者24日从有关部门获悉，宁夏银川烧烤店燃气爆炸事故4名犯罪嫌疑人已被以涉嫌重大责任事故罪采取刑事拘留强制措施。据了解，这4人分别为：涉事烧烤店经营者马某某、股东张某某、股东刘某、店长索某某。此前，公安部门已依法对涉事烧烤店经营者、股东、店 长和工作人员等9人进行控制，并冻结其资产。其他相关人员正在接受调查中。,宁夏银川烧烤店燃气爆炸事故4名犯罪嫌疑人被刑拘,银川烧烤店发生爆炸，警方展开全面调查,宁夏银川烧烤店爆炸案件有重要突破，多名嫌犯受审,宁夏银川烧烤店涉嫌违法经营，多人被扣押,A
25,财联社 7月5日电，乌克兰总统泽连斯基当地时间 7月5日召开了最高统帅部扩大会议，会议重点讨论了乌前线情况以及加强乌北方的防守、核电站情况、自主生产弹药和装备等问题，以及设备后期维修事项。当天会议上，乌空军司令、乌国家安全局长、乌情报局局长就目前核电站做了详细汇报，泽连斯基称当前首先是保护核电站。,乌克兰国安局长介绍核电站情况，泽连斯基表态保护,乌克兰总统召集会议研究北方防御和后期维修事项,乌空军司令参加会议，乌克兰加强自主生产弹药和装备,乌克兰总统泽连斯基召开最高统帅部扩大会议重点讨论前线情况及核电站情况等问题,D
26,财联社 7月22日电，瑞泰新材在互动平台表示，目前公司的锂离子电池电解液添加剂以锂盐类添加剂为主，以上产品具备较高的技术门槛，且已大量应用于主流动力锂离子电池中。此外，公司的部分产品已应用于固态锂离子电池等新型电池中，并已形成批量出货。,瑞泰新材的电解液添加剂技术门槛较高，已应用于主流动力锂离子电池中,瑞泰新材的电解液添加剂用于锂离子电池生产中,瑞泰新材的部分产品已应用于新型电池中，并已形成批量出货,瑞泰新材：部分产品已应用于固态锂离子电池等新型电池中已批量出货,D
27,财联社 6月23日电，截至发稿， 小鹏汽车-W跌7.36%、 万国数据-SW、 小米集团-W分别下跌3.59%、2.77%。消息面上， 6月22日，在美国参议院 银行委员会举行的听证会上，美联储主席鲍威尔表示，上周联储的货币政策会议决定按兵不动是希望放慢加息的步伐，同时强调，未来几个月可能进一步加息。周三鲍威尔也暗示了可能有两次加息。,小鹏汽车-W持续低迷，投资者急撤资产！,小米集团跌,港股科技股多数下挫 小鹏汽车跌超7%,77%，收盘价急跌！2. 美联储主席暗示两次加息，万国数据股价下挫！,C
28,财联社 5月6日电，由于围绕美国债务上限问题的摊牌时刻临近，美国财政部长耶伦压缩其即将到来的赴日行程。她即将赴日本参加全球经济大国财 长和央行行长会议。美国财政部一位高级官员周五在记者电话会议上表示，耶伦的行程被压缩，以确保她能够继续参与在华盛顿为解决这个问题而进行的努力。下周七国集团在日本新泻举行会议。,美国财长耶伦为解决债务问题取消日本之行,美国财长因摊牌时刻不确定压缩东亚行程,美国财长耶伦压缩赴日G-7行程因债务上限摊牌时刻临近,耶伦取消赴日出席全球经济大国会议,C
29,财联社 5月17日电，美国白宫称，与国会领导人的谈判取得了丰富的成果；拜登总统对达成两党预算协议持乐观态度；拜登已通知工作人员就债务问题进行会谈；拜登总统希望在从G7会议返回后，就债务上限问题继续进行会谈。,美国白宫：拜登对达成两党预算协议持乐观态度,拜登总统希望在G7会议后继续讨论债务上限问题,美国白宫：工作人员将就债务问题进行会谈,国会领导人与白宫谈判取得成果,A
30,财联社 5月12日电，据英国《金融时报》，欧盟计划在黑海铺设一条水下互联网电缆，以改善与格鲁吉亚的通信，并减少对通过俄罗斯线路的依赖，因为“越来越担心传输全球数据的基础设施的脆弱性。”。,欧盟计划在黑海区域增设网络基础设施，减少对俄罗斯线路的依赖。,担心网络安全问题，欧盟计划建设黑海水下互联网通道,欧盟将在黑海水域建设互联网电缆，改善与格鲁吉亚的通信,英媒：欧盟计划铺设横跨黑海的互联网电缆以减少对俄罗斯的依赖,D
31,财联社 6月6日电，宏达电（HTC）公布5月营收为3.59亿元新台币，环比增长19.67%，同比增长18.28%；前5月自结合并营收16.35亿元，同比增长1.11%。宏达电先前发布首款亿级像素手机HTCU23pro，主打元宇宙概念。,宏达电前5月自结合并营收同比增长1.11%，虽不强劲但稳定,宏达电5月营收3.59亿元新台币同比增长18.28%,元宇宙概念手机HTCU23pro推出后，宏达电5月营收有所回升,宏达电5月营收环比增长19.67%，表现亮眼,B
32,财联社 5月30日电，据海关发布30日消息，为丰富国内水产品供应，促进水产品产业链供应链稳定，经科学评估，海关总署于2023年 5月26日起允许巴基斯坦、巴西、马来西亚、西班牙、新西兰、印度尼西亚等国家20家境外水产品企业恢复对华出口。,国内水产市场迎来更多选择，巴西、马来西亚等20家企业恢复对华出口,海关总署开放新通道，20家水产品企业获准对华出口,海关总署发布对华出口新政策，20家水产品企业可望获利,海关总署： 5月26日起允许巴西、马来西亚等国家20家境外水产品企业恢复对华出口,D
33,财联社 6月1日电，欧菲光在互动平台表示，公司在2015年布局VR/AR领域，并于2022年4月宣布整合元宇宙事业部，负责VR/AR领域的光学镜头、影像模组、光机模组和整机组装制造等业务。目前，公司已有多个VR/AR项目处于定点开发中，并有部分项目成功实现转量产，客户与合作伙伴涵盖国内外知名厂商。,欧菲光：已有多个VR/AR项目处于定点开发中,欧菲光布局VR/AR领域，多个项目成功转量产,欧菲光拓展VR/AR市场，开发多项新技术,欧菲光增加VR/AR业务，拓宽市场合作伙伴,A
34,"财联社 7月1日电，据美国商品期货交易委员会（CFTC）： 6月27日当周，投机者所持WTI原油净多头头寸减少69,276手合约，至193,963手合约，创最近11年新低。",投机者WTI原油净多头头寸缩减，但仍保持高位,WTI原油多头头寸下滑，现货价格走势莫测,"CFTC： 6月27日当周投机者所持WTI原油净多头头寸减少69,276手合约",WTI原油投机者减持多头头寸，市场危机加剧,C
35,财联社 5月26日电，约旦外交与侨务部当地时间 5月26日通报，位于苏丹首都喀土穆的约旦驻苏丹大使官邸遭到袭击和破坏。不过该部门表示，包括大使在内的约旦驻苏丹使团人员都在苏丹港市，因此袭击没有造成人员伤亡。该部门表示，约旦对一切形式的暴力行为，尤其是针对和侵犯外交建筑的行为表示谴责，强调应尊重国际法规则，遵守相关协定，特别是《维也纳外交关系公约》。,约旦驻苏丹使团成员安全返回,外交建筑遭到破坏，约旦表达愤怒,约旦驻苏丹大使官邸遭到袭击,约旦外交部门谴责暴力行为,C
36,财联社 7月12日电，浪潮信息今日跌停，成交额87.61亿元，换手率14.06%，盘后龙虎榜数据显示，深股通专用席位买入8.20亿元并卖出2.28亿元，二机构净买入1.50亿元，二机构净卖出1.95亿元。,深股通专用席位买进浪潮信息,龙虎榜| 浪潮信息今日跌停二机构净卖出1.95亿元,浪潮信息跌停，二机构净买入1.50亿元,浪潮信息成交额超过80亿元,B
37,"财联社 6月1日电，瑞士财政部长KarinKeller-Sutter在周三发表的采访中表示，瑞士信贷已偿还了从政府担保下借入的1000亿瑞士法郎(1125亿美元)救助资金。Keller-Sutter称：""截至昨日(周二)，1000亿瑞士法郎的联邦担保资金已得到偿还。""",瑞士信贷企业在政府资金救助下稳定发展,瑞士信贷报销1000亿瑞士政府资金,瑞士政府：瑞信已偿还1000亿瑞士法郎救助资金,瑞士政府收回1000亿瑞士法郎贷款,C
38,财联社 6月9日电，华为智能 汽车解决方案BUCEO余承东在2023中国汽车重庆论坛上表示，2030年新车销量中新能源车销售占比将接近100%。同时竞争下汽车企业会越来越少，也许中国市场的主要玩家数量会小于5家。此外，他认为，2030年可以实现L4级别自动驾驶。华为将争取2025年走向L3级别自动驾驶的商用。,余承东预测2030年中国汽车市场将萎缩,华为自动驾驶计划或将被推迟至2030年,华为称2030年中国新能源车销售量将翻倍,华为余承东称2030年中国车企主要玩家或小于5家,D
39,财联社 6月30日电，克而瑞地产研究发表2023上半年中国房地产企业销售TOP200排行榜报告。2023年6月，TOP100房企实现销售操盘金额5267.4亿元，环比增长8.5%，环比增幅处于历年同期的最低水平。同比降低28.1%，单月业绩增速由正转负，6月业绩规模低于去年同期。,克而瑞地产研究发布中国房地产销售排名，百强房企增速惨跌,2023年6月房地产企业销售情况出现滑坡，TOP100房企打败TOP200,克而瑞地产研究：百强房企单月业绩增速由正转负同比降低28.1%,中国房地产企业业绩连续下滑，克而瑞地产研究公布TOP200排行榜,C
40,财联社 7月26日电，中国社会科学院大学教授、博士生导师吉富星在经济日报撰文指出，当前经济运行保持恢复态势，部分微观主体存在生产经营困难，仍需加强政策协调配合，持续在支持实体经济的有效融资需求、降低综合融资成本方面下功夫。特别是中小微企业、民营企业的融资可得性及综合融资成本依然有优化空间。,微观主体面临生产和经营困难,实体经济需要加强政策支持,融资成本仍然是中小微企业的挑战,专家：降低企业融资成本仍有空间,D
41,财联社 7月27日电，广东省汕头市人民政府防汛防旱防风指挥部发布《关于在全市范围内实行“五停”的预通告》。该通告显示，汕头市三防指挥部计划于 7月27日13时起，将防台风级应急响应提升为级，并在全市范围内实行“五停”（即：停课、停工、停产、停运、停业），预计防台风级应急响应 7月28日24时结束后解除“五停”。,台风“杜苏芮”逼近广东汕头今天13时起实行“五停”,台风“杜苏芮”将影响广东汕头，当地政府实施严格管制,汕头市三防指挥部宣布防台风措施，居民需做好防范措施,汕头市民迎接台风“杜苏芮”避免出行，各企业停止生产,A
42,财联社 5月31日电，深圳能源公告，公司控股子公司洪湾电力拟投建珠海洪湾二期天然气热电联产机组（简称：电厂工程），并建设配套热网工程项目（简称：热网工程），电厂工程与热网工程合称为珠海洪湾二期天然气热电联产项目。电厂工程总投资23.94亿元，热网工程总投资7.21亿元。,洪湾电力计划投资30亿元在珠海建设天然气热力发电厂,珠海洪湾将有一项新能源项目，深圳能源涉足投资,深圳能源子公司将在珠海洪湾进行热网工程建设,深圳能源公告控股子公司拟投建珠海洪湾二期天然气热电联产项目,D
43,财联社 5月30日电，华夏幸福公告，目前“18华夏06”、“18华夏07”和“19华夏01”部分债券持有人已签署债务重组协议。由于上述事宜尚在推进，“18华夏06”、“18华夏07”和“19华夏01”将继续停牌。,华夏幸福债务重组协议即将完成,华夏幸福公告：部分债券持有人签署债务重组协议,华夏幸福：“18华夏06”、“18华夏07”和“19华夏01”继续停牌,停牌消息：华夏幸福“18华夏06”、“18华夏07”和“19华夏01”,C
44,财联社 5月26日电，恒大地产公告，“20恒大02”债券持有人会议于 5月24日至 5月25日召开，关于调整“20恒大02”债券本息兑付安排的议案获通过。,恒大地产高层与债券持有人达成共识，20恒大02债券本息兑付方案获调整,恒大债务危机再度升级，20恒大02债券兑付安排获调整,恒大地产关于调整“20恒大02”债券本息兑付安排的议案获通过,恒大地产债券持有人会议通过调整方案，20恒大02债券本息争议解决,C
45,财联社 7月10日电，美国总统拜登抵达英国温莎城堡，英国国王查尔斯三世在加冕后首次会见美国总统，双方就全球气候变化问题交换意见。当天稍早前，拜登与英国首相苏纳克在伦敦唐宁街10号首相府举行会晤，双方重点讨论了俄乌冲突等相关内容。,英国国王加冕后首次会见美国总统,拜登在英国见了首相，讨论世界大事,拜登前往英国，和苏纳克首相探讨国际政治,英国皇室招待拜登，重点交流可持续发展,A
46,财联社 6月5日电，*ST顺利公告，公司于 6月5日收到深交所下发的《关于顺利办信息服务股份有限公司股票终止上市的决定》，深交所决定终止公司股票上市。公司股票进入退市整理期的起始日为 6月13日，预计最后交易日期为 7月5日。,*ST顺利将在7月5日之前终止股票交易,*ST顺利：深交所决定终止公司股票上市,顺利信息服务公司股票上市将被终止,深交所发布决定：*ST顺利股票即将进入退市整理期,B
47,财联社 6月8日电，电科网安在互动平台表示，数字水印技术是一种将隐秘信息水印嵌入到数字媒体如图像、音频、视频或文本中的方法，目的是在不影响数据本身质量的情况下，对数据的所有权、来源或内容进行追踪和验证。公司目前已有相关产品应用。,电科网安的数字水印产品或将成为市场新宠,电科网安推出了一种奇怪的数字媒体技术,电科网安：公司目前已有数字水印相关产品应用,数字水印技术再次颠覆数据验证方式,C
48,财联社 5月30日电，九州通公告，子公司北京京丰制药集团收到国家药监局核准签发的《药品补充申请批准通知书》，批准苯磺酸氨氯地平片（5mg）通过仿制药质量和疗效一致性评价。苯磺酸氨氯地平片为抗高血压药，用于治疗原发性高血压、慢性稳定性心绞痛及变异型心绞痛，该药品已进入国家甲类医保用药目录。,国家批准一种抗心绞痛药通过检测,九州通子公司成功生产高血压药,九州通：子公司苯磺酸氨氯地平片通过一致性评价,京丰制药集团获国家药监局认证,C
49,财联社 7月26日电，中信证券研报指出，近期汽车内需总量略超市场预期，结构性上呈现出K型修复的趋势，因此我们建议投资人持续关注结构性投资机会。我们继续重点推荐自动驾驶有望超预期得智能化主线；以及豪华车上普遍增配的零部件，智能座椅、空气悬架、自动驾驶等。,汽车行业出现趋势性K型修复，投资人需抓住机会,中信证券：建议持续关注 汽车行业结构性投资机会,中信证券：汽车内需出现结构转型，市场或有惊喜,中信证券：汽车市场产量超出预期，建议投资,B
50,财联社 6月7日电，欣旺达接受调研时表示，公司消费类电池业务正处于恢复增长的态势。目前来看，终端客户整体库存水平不高，此外，在消费类MR新品的推出及客户换机需求周期叠加提升的背景下，公司预计未来消费类电池业绩有望得到进一步提升。电动 汽车类电池业务方面，随着产能利用率提升以及订单逐步释放，公司未来季度收入会较一季度有所提升。,消费类电池业务略有起色，欣旺达看好未来发展,欣旺达电动汽车类电池业务或将增长，但消费类业务表现不容乐观,欣旺达：公司预计未来消费类电池业绩有望得到进一步提升,欣旺达消费类电池库存积压，面临市场挑战和下滑业绩风险,C
51,财联社 6月30日电，香飘飘接受机构调研时表示，二季度，公司冲泡产品处于销售淡季，即饮产品逐渐步入旺季。相比去年同期，果汁茶销量有所恢复，瓶装冻柠茶反馈较为积极，瓶装牛乳茶由于推出时间较短，还需要进一步观察。,香飘飘表示即饮产品逐渐步入旺季,香飘飘二季度冲泡产品销售淡季,香飘飘果汁茶销量恢复，牛乳茶还需观察,香飘飘瓶装冻柠茶反馈积极，即饮产品进入旺季,A
52,财联社 5月5日电，中材节能公告，公司全资子公司武汉建材院中标国能 江苏新能源公司武进国茂40.013MWP光伏EPC总承包项目，中标项目合同金额为1.77亿元。,武进国茂项目将带动中材节能业绩增长,中材节能子公司中标1.77亿元项目,新能源公司与中材节能子公司达成合作,中材节能子公司签订亿级项目合同,B
53,财联社 7月6日电，颀中科技在互动平台表示，公司主营业务以显示驱动芯片及非显示驱动芯片封测业务为主，尚未向英伟达、AMD等公司提供AI芯片封测服务，因此针对AI芯片的出口管制不会对公司业绩产生影响。,颀中科技主要业务为显示驱动芯片封测，与AI芯片无关,颀中科技封测业务无缘英伟达、AMD AI芯片采购,颀中科技：尚未向 英伟达、AMD等公司提供AI 芯片封测服务,颀中科技不受AI芯片出口管制影响,C
54,财联社 7月1日电，2023年国际篮联女篮亚洲杯半决赛 7月1日在澳大利亚悉尼进行。中国女篮以74:60战胜澳大利亚女篮，晋级决赛。亚洲杯决赛将于北京时间 7月2日中午打响。,国际篮联女篮亚洲杯半决赛悉尼站：中国女篮VS澳大利亚女篮,中国女篮成功晋级亚洲杯决赛,中国女篮斩获悉尼国际篮球赛半决赛一席，亚洲杯决赛观望,悉尼国际篮球赛：中国女队摘得亚洲杯半决赛胜利,B
55,财联社 6月14日电，从比亚迪方面获悉，比亚迪将在法国市场推出5款电动车，最早将于本月向法国经销商交付首批 汽车，之后不久将开始销售。比亚迪希望在今年年底前与合作伙伴在法国开设15至20个销售点。,比亚迪向法国经销商交付首批汽车,比亚迪计划在法国开设15至20个销售点,比亚迪电动车即将在法国上市,比亚迪将在法国市场推出5款电动车,D
56,财联社 6月12日电，元隆雅图在互动平台表示， 6月10日中国国家队（TEAMCHINA）特许计划正式启动。公司已获得TEAMCHINA产品生产和抖音旗舰店运营授权，目前开发了一系列徽章、钥匙扣、生活用品及户外用品，并在公司负责运营的抖音TEAMCHINA文创用品旗舰店开展销售。,元隆雅图开始销售TEAMCHINA徽章和钥匙扣,TEAMCHINA文创用品旗舰店在抖音开业,元隆雅图推出户外用品并在抖音店铺销售,元隆雅图：公司已获得TEAMCHINA产品生产和抖音旗舰店运营授权,D
