id,question,A,B,C,D,answer
13,按现行增值税制度规定，企业初次购入增值税税控系统专用设备，应编制的会计分录是（）。 Ⅰ、借：固定资产应交税费——应交增值税（进项税额）贷：银行存款;Ⅱ、借：固定资产贷：银行存款;Ⅲ、借：应交税费——应交增值税（减免税款）贷：管理费用;Ⅳ、借：应交税费——应交增值税（减免税款）贷：固定资产。,Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅳ,Ⅱ、Ⅲ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,C
14,甲公司与乙银行签订借款合同，约定甲公司以其所有的A大厦及其建设用地使用权为抵押物，贷款5000万元。双方办理抵押登记手续后，乙银行发放了贷款。甲公司后又在A大厦项目所在地块上增建了一幢商务配楼，尚未竣工。甲公司因另案被法院判决支付巨额债务，无法偿还乙银行的贷款。根据物权法律制度的规定，下列各项中，正确的是（）。,商务配楼使用了乙银行拥有抵押权的土地，当然成为抵押物的一部分,商务配楼是在建工程，不得抵押、拍卖、转让,乙银行请求法院拍卖抵押物时，只能请求法院拍卖A大厦和整个项目地块的建设用地使用权，而不拍卖商务配楼的房屋所有权,乙银行可以请求法院将A大厦和商务配楼以及整个项目地块的建设用地使用权一同拍卖，但无权就商务配楼拍卖所得价款优先受偿,D
15,丙公司2020年度“资产减值损失”科目的发生额如下所示：存货减值损失合计30万元，坏账损失合计50万元，固定资产减值损失合计20万元，无形资产减值损失合计10万元，则丙公司2020年利润表中“资产减值损失”项目“本期金额”的列报金额为（）万元。,30,60,80,110,B
16,不考虑其他因素，下列各项中，构成甲公司关联方的是（）。,与甲公司同受乙公司重大影响的长江公司,与甲公司存在长期业务往来，为甲公司供应40％原材料的黄河公司,与甲公司共同出资设立合营企业的合营方长城公司,对甲公司具有重大影响的个人投资者丙全额出资设立的黄山公司,D
17,采用售后回购的方式销售商品时，回购价格与原销售价格之间的差额在售后回购期间内按期计提利息费用时，应贷记（）科目。,“财务费用”,“其他应付款”,“其他业务收入”,“未确认融资费用”,B
18,出纳人员发生变动时，对其保管的库存现金进行的清查属于（）。,全面定期清查,局部不定期清查,全面不定期清查,局部定期清查,B
19,出租车公司向使用本公司自有出租车的司机收取管理费用，应缴纳增值税。该业务属于增值税征税范围中的()。,交通运输服务,居民日常服务,物流辅助服务,商务辅助服务,A
20,"从公司的角度来看,制约股利分配的因素有()。 Ⅰ、控制权的稀释;Ⅱ、筹资能力的强弱;Ⅲ、盈利的稳定性;Ⅳ、股利政策惯性。",Ⅱ、Ⅳ,Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,B
21,丁公司2013年度会计利润（同应纳税所得额）为100万元，适用的企业所得税税率为25%，按净利润的15%提取盈余公积。在2015年5月发现2013年2月的一项专利在计算时错误，2013年和2014年应摊销的金额分别为120万元和240万元，而实际摊销金额为240万元（与所得税申报一致），则2015年5月，资产负债表中“未分配利润”项目的年初余额调减金额为（）万元。,76.5,102,90,120,A
22,个体工商户发生的下列支出中，允许在个人所得税税前扣除的是()。,用于家庭的支出,非广告性质赞助支出,已缴纳的增值税税款,生产经营过程中发生的财产转让损失,D
23,根据《合同法》的规定，下列情形中，属于合同解除法定事由的有（；；）。 Ⅰ、合同当事人一方的法定代表人变更;Ⅱ、作为合同当事人一方的法人分立;Ⅲ、由于不可抗力致使合同目的不能实现;Ⅳ、合同当事人一方迟延履行债务致使合同目的不能实现。,Ⅰ、Ⅱ,Ⅰ、Ⅲ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅲ、Ⅳ,D
24,根据《仲裁法》的规定，下列各项中，属于仲裁协议必备内容的有（）。 Ⅰ、仲裁事项;Ⅱ、选定的仲裁委员会;Ⅲ、选定的仲裁员;Ⅳ、请求仲裁的意思表示。,Ⅰ、Ⅱ、Ⅳ,Ⅰ、Ⅱ、Ⅲ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅱ、Ⅲ、Ⅳ,A
25,根据产品生命周期理论，产业从导入期到进入衰退期，其经营风险（）。,不断下降,不断提高,先提高后下降,先下降后提高,A
26,根据成本性态，在一定时期一定业务量范围之内，职工培训费一般属于（）。,半变动成本,半固定成本,约束性固定成本,酌量性固定成本,D
27,根据房产税法律制度的规定，下列关于房产税纳税人的表述中，正确的有（）。 Ⅰ、产权属于国家所有的，其经营管理的单位为纳税人;Ⅱ、产权属于集体和个人的，集体单位和个人为纳税人;Ⅲ、产权出典的，承典人为纳税人;Ⅳ、产权所有人不在房产所在地的，房产代管人或者使用人为纳税人。,Ⅰ、Ⅱ、Ⅲ,Ⅰ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅱ、Ⅲ、Ⅳ,C
28,根据个人所得税法律制度的规定，下列各项中，不属于工资、薪金性质的补贴、津贴是（）。,岗位津贴,高温补贴,独生子女补贴,工龄补贴,C
29,根据公司法律制度的规定，股份有限公司股东大会所作的下列决议中，必须经出席会议的股东所持有表决权的2/3以上通过的有（）。 Ⅰ、批准公司年度预算方案的决议;Ⅱ、公司合并、分立、解散的决议;Ⅲ、变更公司形式的决议;Ⅳ、增加或者减少注册资本的决议。,Ⅰ、Ⅱ,Ⅱ、Ⅳ,Ⅰ、Ⅱ、Ⅲ,Ⅱ、Ⅲ、Ⅳ,D
30,根据公司法律制度的规定，下列关于公积金的表述，不正确的是（）。,法定公积金转为资本时，所留存的该项公积金不得少于转增前公司注册资本的25%,公积金可以用于扩大公司生产经营,公积金分为盈余公积金和资本公积金,资本公积金可以用于弥补公司的亏损,D
31,根据关税法律制度的规定，一般贸易项下进口的货物以海关审定的成交价格为基础的到岸价格作为完税价格。下列关于成交价格的表述中，正确的是（）。,在货物成交过程中，向境外采购代理人支付的买方佣金，应计入成交价格,在货物成交过程中，进口人在成交价格外另支付给卖方的佣金，应计入成交价格,卖方付给进口人的正常回扣，应计入成交价格,卖方违反合同规定延期交货的罚款，可以从成交价格中扣除,B
32,根据合伙企业法律制度的规定，合伙企业清算时，企业财产在支付清算费用后，应当最先支付的是（）。,法定补偿金,所欠税款,社会保险费用,职工工资,D
33,根据合同法律制度的规定，债务人的下列行为中，债权人可以请求人民法院予以撤销的有（） Ⅰ、债务人放弃其到期的债权，对债权人造成损害;Ⅱ、债务人放弃其未到期的债权，对债权人造成损害;Ⅲ、债务人放弃其债权担保，对债权人造成损害;Ⅳ、债务人恶意延长到期债权的履行期限，对债权人造成损害。,Ⅰ、Ⅲ,Ⅰ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅱ、Ⅳ,C
34,根据会计法律制度的规定，下列关于登记会计账簿基本要求的表述中，正确的（）。 Ⅰ、在不设借贷等栏的多栏式账页中只登记增加数，不登记减少数;Ⅱ、会计账簿按页次顺序连续登记，不得跳行、隔页;Ⅲ、账簿中书写的文字和数字上面要留有适当空格，一般应占格距的二分之一;Ⅳ、按照红字冲账的记账凭证，冲销错误记录时，可以用红色墨水记账。,Ⅱ、Ⅳ,Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ,Ⅱ、Ⅲ、Ⅳ,D
35,根据具体调控领域、具体调控方式等标准划分，不属于宏观调控权的是（）。,财政调控权,金融调控权,计划调控权,市场调控权,D
36,根据劳动合同法律制度的规定，下列关于试用期的表述中，正确的有（）。 Ⅰ、订立固定期限劳动合同应当约定试用期;Ⅱ、同一用人单位与同一劳动者只能约定一次试用期;Ⅲ、试用期包含在劳动合同期限内;Ⅳ、订立无固定期限劳动合同不应约定试用期。,Ⅰ、Ⅱ、Ⅳ,Ⅱ、Ⅲ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅲ、Ⅳ,B
37,根据劳动争议调解仲裁法律制度的有关规定，下列关于劳动仲裁的说法中正确的有（）。 Ⅰ、劳动仲裁是劳动争议当事人向人民法院提起诉讼的必经程序;Ⅱ、劳动仲裁可以口头申请;Ⅲ、劳动争议仲裁公开进行;Ⅳ、因社会保险发生争议的仲裁裁决为终局裁决，双方均不得再向法院提起诉讼。,Ⅱ、Ⅳ,Ⅰ、Ⅱ、Ⅲ,Ⅰ、Ⅱ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,B
38,根据民事法律制度的规定，下列关于附条件民事法律行为所附条件的表述中，正确的是（  ）。,既可以是将来事实，也可以是过去事实,既可以是人的行为，也可以是自然现象,既可以是确定发生的事实，也可以是不确定发生的事实,既包括约定事实，也包括法定事实,B
39,"根据期初资料，资料（1）至（4）,下列各项中，甲公司相应会计处理结果正确的是（）。 Ⅰ、12月末“应收账款——乙公司”账面价值为39;Ⅱ、12月末“坏账准备”科目贷方余额为1;Ⅲ、12月末应计提坏账准备2万元;Ⅳ、12月末“应收账款——乙公司”科目借方余额为41。",Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅳ,Ⅱ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,B
40,根据企业国有资产法律制度的规定，下列关于企业国有资本经营预算的表述中，不正确的是（）。,国有资产转让收入应当纳入国有资本经营预算,从国家出资企业分得的利润应当纳入国有资本经营预算,企业国有资本经营预算按年度单独编制，纳入本级人民政府预算，报本级人民政府批准,预算支出按照当年预算收入规模安排，不列赤字,C
41,根据企业所得税法律制度的规定，居民企业取得的下列收入中，属于不征税收入的是（）。,财政拨款,国债利息,存款利息,捐赠收入,A
42,根据企业所得税法律制度的规定，在我国境内设立机构、场所的非居民企业取得的下列所得中，应当向我国缴纳企业所得税的有（）。 Ⅰ、来源于中国境内，但与其在我国境内所设机构、场所没有实际联系的所得;Ⅱ、来源于中国境外，但与其在我国境内所设机构、场所有实际联系的所得;Ⅲ、来源于中国境内，且与其在我国境内所设机构、场所有实际联系的所得;Ⅳ、来源于中国境外，且与其在我国境内所设机构、场所没有实际联系的所得。,Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅲ,Ⅱ、Ⅳ,Ⅰ、Ⅱ、Ⅲ,D
43,根据社会保险法律制度的规定，关于社会保险基金管理运营的下列表述中，正确的有（）。 Ⅰ、社会保险基金专款专用;Ⅱ、按照社会保险险种分别建账、分账核算;Ⅲ、社会保险基金存入财政专户，通过预算实现收支平衡;Ⅳ、基本养老保险基金逐步实行省级统筹，其他社会保险基金逐步实行市级统筹。,Ⅰ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ,D
44,根据社会保险法律制度的规定。失业人员在领取失业保险金期间，参加职工基本医疗保险，享受基本医疗待遇。失业人员应当缴纳的基本医疗保险费由（）支付。,失业人员个人,基本养老保险基金,基本医疗保险基金,失业保险基金,D
45,"根据税收征收管理法的相关规定,下列说法中正确的有()。 Ⅰ、从事生产经营的纳税人应当自领取工商执照之日起15日内,将其财务制度、办法报税务机关备案;Ⅱ、从事生产经营的纳税人应当自领取工商执照之日起15日内,按国家有关规定设置账簿;Ⅲ、纳税人被工商部门吊销营业执照的,应当自营业执照被吊销之日起15日内,办理注销税务登记;Ⅳ、从事生产经营的纳税人应当自开立基本存款账户15日内,将账户向税务机关报告。",Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅳ,B
46,根据税收征收管理法律制度的规定，税务机关作出的下列行政行为中，不属于税务行政复议的受案范围的是（）。,调整税收优惠政策,不予颁发税务登记证,不予出具完税凭证,确认纳税环节,A
47,根据土地增值税法律制度的有关规定，下列情形中，属于税务机关可要求纳税人进行土地增值税清算的有（）。 Ⅰ、房地产开发项目全部竣工并完成销售的;Ⅱ、整体转让未竣工决算房地产开发项目的;Ⅲ、纳税人申请注销税务登记但未办理土地增值税清算手续的;Ⅳ、取得销售(预售)许可证满3年仍未销售完毕的。,Ⅰ、Ⅱ,Ⅲ、Ⅳ,Ⅰ、Ⅳ,Ⅰ、Ⅲ,B
48,根据我国《仲裁法》的规定，仲裁协议应当包括的内容有（）。 Ⅰ、请求仲裁的意思表示;Ⅱ、有仲裁事项;Ⅲ、有选定的仲裁委员会;Ⅳ、有具体的仲裁事由。,Ⅰ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ,Ⅱ、Ⅲ,C
49,根据物权法律制度的规定，下列各项中，不能用以设定权利质押的是（）。,可以转让的股权,应收账款,土地承包经营权,存款单,C
50,根据消费税法律的规定，下列各项中，纳税人应当以同类应税消费品的最高销售价格作为计税依据的有（）。 Ⅰ、将自产应税消费品用于换取生产资料;Ⅱ、将自产应税消费品用于换取消费资料;Ⅲ、将自产应税消费品用于对外捐赠;Ⅳ、将自产应税消费品用于投资入股。,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅳ,Ⅰ、Ⅲ,Ⅰ、Ⅱ、Ⅲ,B
51,根据刑事法律制度的规定，下列各项中，属于有期徒刑量刑期间的是（）。,3个月以上10年以下,6个月以上10年以下,6个月以上15年以下,1年以上20年以下,C
52,根据印花税法律制度的规定，下列各项中，应缴纳印花税的是（）。,报刊发行单位和订阅单位之间书立的凭证,建筑安装工程承包合同,门市部零星修理业务开具的修理单,农林作物保险合同,B
53,根据增值税法律制度的规定，纳税人提供的下列服务中，属于“邮政服务——邮政普通服务”的是（）。,邮票发行,盲人读物寄递,邮册销售,邮政代理,A
54,根据增值税法律制度的规定，下列关于金融商品转让税务处理的表述中，正确的是（）。,金融商品转让，可以开具增值税专用发票,转让金融商品年末出现负差时，可以转入下一个会计年度,金融商品转让，按照卖出价扣除买入价后的余额为销售额,金融商品的买入价按照先进先出法进行核算,C
55,根据增值税法律制度的规定，一般纳税人提供下列应税服务，可以选择使用简易计税方法计税的有()。 Ⅰ、仓储服务;Ⅱ、港口码头服务;Ⅲ、融资租赁服务;Ⅳ、公共交通运输服务。,Ⅰ、Ⅲ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅲ、Ⅳ,Ⅰ、Ⅳ,D
56,根据证券法律制度的规定，上市公司存在渉及生态安全领域的违法行为，情节恶劣，严重损害国家利益、社会公共利益，其股票被终止上市的，在5个完整会计年度内，交易所不受理其重新上市申请。该5个完整会计年度的起算日是（）,股票被标记为“ST”之日,股票进入全国中小企业股份转让系统挂牌转让之日,股票被交易所终止上市之日,证监会的相关行政处罚公告之日,B
57,"根据证券法律制度的规定,在科创板申请公开发行股票并上市的公司，作出同意或者不同意股票公开发行并上市的审核意见的是（）",保荐人,证券业协会,证券交易所,证监会,C
58,根据支付结算法律制度的规定，票据的持票人行使追索权，应当自将被拒绝事由书面通知其前手，通知的期限是（）。,自收到有关证明之日起5日内,自收到有关证明之日起7日内,自收到有关证明之日起3日内,自收到有关证明之日起10日内,C
59,根据资源税法律制度的规定，下列各项中，需要计算缴纳资源税的是（）。,甲企业进口铁矿石,丙企业销售自产的井矿盐,丁企业开采原油过程中加热、修井用的原油,乙企业销售其从矿区采购的铜矿石,B
60,股利的支付可减少管理层可支配的自由现金流量，在一定程度上可以抑制管理层的过度投资或在职消费行为。这种观点体现的股利理论是（）。,股利无关论,信号传递理论,“手中鸟”理论,代理理论,D
61,关于《资产减值》准则中规范的资产减值损失的确定，下列说法中错误的是（）。,可收回金额的计量结果表明，资产的可收回金额低于其账面价值的，应当将资产的账面价值减记至可收回金额，减记的金额确认为资产减值损失，计入当期损益，同时计提相应的资产减值准备,资产减值损失确认后，减值资产的折旧或者摊销费用应当在未来期间作相应调整，以使该资产在剩余使用寿命内，系统地分摊调整后的资产账面价值（扣除预计净残值）,资产减值损失一经确认，在以后会计期间不得转回,确认的资产减值损失，在以后会计期间可以转回,D
62,"关于房产税的计税依据正确的有()。 Ⅰ、融资租赁房屋的,以房产原值计税;Ⅱ、联营投资房产,共担投资风险的,以房产余值计税;Ⅲ、出租房产的,以租金计税;Ⅳ、租入房产的,以租金计税。",Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅱ、Ⅲ,Ⅱ、Ⅳ,Ⅰ、Ⅱ,B
63,关于甲公司单方面解除与张某劳动合同法律后果的下列表述中，正确的是（）。,应向张某支付违约金,应向张某支付一次性伤残就业补助金,应向张某支付合同解除赔偿金,应向张某支付经济补偿,D
64,"关于劳动争议申请仲裁的时效,下列说法不正确的是()。","一般情况下,劳动争议申请仲裁的时效期间为1年","劳动关系终止的,不受1年仲裁时效期间的限制","劳动仲裁时效,因当事人一方向对方当事人主张权利,或者向有关部门请求权利救济,或者对方当事人同意履行义务而中断","因不可抗力或者有其他正当理由,当事人不能在仲裁时效期间申请仲裁的,仲裁时效中止",B
65,关于税务机关对发票的检查权的有（）。 Ⅰ、向当事各方询问与发票有关问题与情况;Ⅱ、调出发票查验;Ⅲ、检查印制、领购、开具、取得、保管和缴销发票的情况;Ⅳ、查阅、复制与发票有关的凭证、资料。,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅳ,Ⅰ、Ⅲ、Ⅳ,A
66,关于一般经济纠纷仲裁和劳动仲裁共同点的下列表述中，正确的有（）。 Ⅰ、仲裁庭仲裁案件均适用回避制度;Ⅱ、当事人均须在事先或事后达成仲裁协议，仲裁委员会方可受理;Ⅲ、仲裁委员会均不按行政区划层层设立;Ⅳ、当事人对仲裁裁决不服，均可向人民法院起诉。,Ⅰ、Ⅲ,Ⅰ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅳ,A
67,关于资产负债表，下列说法错误的是,是根据“资产=负债+所有者权益”的会计平衡公式设计的,其正表格式分为单步式和多步式两种,其“期末数”一栏是依据有关账户的期末余额填列的,反映企业某一特定日期全部资产、负债和所有者权益的情况,C
68,国有资产监督管理机构负责审核国家出资企业的增资行为。其中，因增资致使国家不再拥有所出资企业控股权的，须由国有资本监督管理机构报特定主体批准。该特定主体是（）。,上级人民政府,本级人民政府,国家出资企业所在地省级人民政府,上级国有资产监督管理机构,B
69,会计档案保管期限分为永久和定期两类。定期保管的会计档案，其最长期限是,5年,10年,15年,25年,D
70,会计科目按反映的经济内容分类，“本年利润”科目属于（）科目。,资产类,所有者权益类,成本类,损益类,B
71,计算甲公司2017年度企业所得税应纳税所得额的下列算式中，正确的是（)。,900+(1500-1287)+80+3+8=1204万元,900-50+(1500-1275)+80+8=1163万元,900-500+55+8=463万元,900-30+(1500-1200)=1170万元,
72,甲、乙公司均为增值税一般纳税人，适用的增值税税率为13%。甲公司接受乙公司投资的原材料一批，账面价值100000元，投资协议约定的价值为120000元，假定投资协议约定的价值与公允价值相符，增值税进项税额由投资方支付，并开具了增值税专用发票，该项投资没有产生资本溢价。甲公司实收资本的金额为（）元。,100000,120000,113000,135600,
73,甲、乙企业均为增值税一般纳税人，2018年11月甲企业委托乙企业加工一批应税消费品，加工收回后继续用于生产其他应税消费品。甲企业发出材料的实际成本为1000000元，以银行存款支付加工费200000元，增值税26000元，乙企业代收代缴的消费税400000元，下列各项中，甲企业委托加工应税消费品相关会计科目处理正确的有（）。 Ⅰ、支付消费税，借记“应交税费——应交消费税”科目400000元;Ⅱ、支付消费税，借记“委托加工物资”科目400000;Ⅲ、支付增值税，借记“应交税费——应交増值税（进项税额）”科目26000元;Ⅳ、支付加工费，借记“委托加工物资”科目200000元。,Ⅰ、Ⅱ、Ⅲ,Ⅱ、Ⅲ,Ⅰ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,
74,甲公司2011年12月1日购入不需安装即可使用的管理用设备一台，原价为150万元，预计使用年限为10年，预计净残值为10万元，采用年限平均法计提折旧。2016年1月1日由于技术进步因素，甲公司将原先估计的使用年限变更为8年，预计净残值变更为6万元。则甲公司上述会计估计变更将减少2016年度利润总额为（）万元。,7,8,6,5,
75,甲公司2013年度销售收入200万元，资金需要量30万元；2014年度销售收入300万元，资金需要量为40万元；2015年度的销售收入280万元，资金需要量42万元。若甲公司预计2016年度销售收入500万元，采用高低点法预测其资金需要量是（）万元。,70,60,75,55,
76,甲公司2015年1月2日将其所拥有的一座桥梁的收费权让渡给A公司10年，10年后甲公司收回收费权，甲公司一次性收取使用费20000万元，款项已收存银行。售出的10年期间，桥梁的维护由甲公司负责，本年度发生维修费用计100万元。则甲公司2015年度对该项事项应确认的收入为（）万元。,20000,2000,1900,100,
77,甲公司2015年度销售收入900万元，确定的信用条件为“2/10，1/20，n/30”，其中占销售收入50%的客户选择10天内付款，40%的客户选择10天后20天内付款，10%的客户选择20天后30天内付款。假设甲公司的变动成本率为60%，资本成本率为10%，全年天数按360天计算，则甲公司2015年应收账款的机会成本为（）万元。,2.4,3.2,3.4,4.2,
78,甲公司2016年发生下列交易或事项:（1）出租无形资产取得租金收入200万元；（2）固定资产报废清理产生净损失50万元；（3）处置交易性金融资产取得收益50万元；（4）管理用机器设备发生日常维护支出30万元；（5）持有的其他权益工具投资公允价值暂时性下降80万元。假定上述交易或事项均不考虑相关税费，则甲公司2016年度因上述交易或事项影响营业利润的金额是（）万元。（按新教材修改）,170,140,220,270,
79,甲公司按应收账款金额的5%计提坏账准备，2014年12月31日应收账款余额1800万元，2015年度发生坏账38万元，上一年已核销的坏账准备收回15万无，2015年12月31日应收账款余额1200万元，则甲公司2015年度因应收账款计提坏账准备事项影响的利润总额为（）万元。,-7,7,-10,10,
80,甲公司当年实现净利润120万元，将净利润调节为经营现金净流量的调整项目分别为:计提固定资产减值准备10万元，计提固定资产折旧30万元，处置固定资产发生的净收益5万元，确认金融资产处置收益8万元，存货、经营性应收项目和经营性应付项目年末比年初分别增加10万元、8万元和6万元。该公爾当年盈余现金保障倍数为（）。,1.075,1.125,1.225,1.265,
81,甲公司对投资性房地产以成本模式进行后续计量，2017年1月10日甲公司以银行存款9600万元购入一栋写字楼并立即以经营租赁方式出租，甲公司预计该写字楼的使用寿命为40年，预计净残值为120万元，采用年限平均法计提折旧。不考虑其他因素，2017年甲公司应对该写字楼计提折旧金额为（）万元。,240,220,217,237,
82,甲公司和乙公司签订买卖合同，向乙公司购买3台机器设备，总价款为60万元，该买卖合同法律关系的主体是（）。,买卖合同,甲公司和乙公司,60万元价款,3台机器设备,
83,甲公司将某一栋自用写字楼经营租赁给乙公司使用，并一直采用成本模式进行后续计量。2016年1月1日，甲公司认为，出租给乙公司使用的写字楼所在地的房地产交易市场比较成熟，具备了采用公允价值模式计量的条件，决定将该项投资性房地产从成本模式转换为公允价值模式计量。该写字楼的原价为20000万元，已计提折旧400万元，未计提减值准备。2016年1月1日，该写字楼的公允价值为26000万元。假设甲公司按净利润的10%提取盈余公积，适用的所得税税率为25%。则转换日影响资产负债表中期初“盈余公积”项目的金额为（）万元。,640,6400,480,4320,
84,甲公司年初拟发行3年期债券进行筹资，债券票面金额为100元，票面利率为12%，每年年末付息一次，由于资本市场的变化预计未来的市场利率也会发生变化，预计未来三年的市场利率分别是10%、8%和9%，那么，该公司债券发行价格应为（）元。,107.59,100,105.35,107.5,
