id,question,A,B,C,D,answer
56,下列各项中，不符合薪酬业务内部控制要求的是()。,工资单一式多联,代扣款项的计算经过独立复核,工资的核定和发放由出纳负责,产量和工时记录由生产部门主管签字,C
57,"下列各项中,不属于票据绝对记载事项的是:()",确定的金额,出票日期,无条件付款的文句,“禁止背书”的字样,D
58,下列各项中，不属于社会审计实施阶段工作的是（）。,签订审计业务约定书,重新确定重要性水平,对内部控制进行测试,对财务报表项目进行实质性测试,A
59,"下列各项中,不属于中级人民法院管辖第一审的行政案件是:()",海关处理的案件,对国务院部门所做的行政行为提起诉讼的案件,对县级以上地方人民政府所做的行政行为提起诉讼的案件,全国范围内重大、复杂的第一审行政案件,D
60,"下列各项中,不需要通过“应交税费”科目核算的是:（）",印花税,所得税,增值税,营业税,A
61,下列各项中，不应该调整审计机关年度审计项目计划的情形是()。,审计机关更换审计项目实施单位,突发重大公共事件需要进行审计,被审计单位要求调整审计目标和审计范围,被审计单位发生重大变化导致原计划无法实施,C
62,下列各项中，符合审计职业道德要求的是()。,注册会计师对其能力进行广告宣传,审计人员根据被审计单位的意愿形成审计意见,审计人员的客观性受到严重影响时停止参与有关审计业务,审计人员知悉被审计上市公司内幕消息后告知亲属购买该公司股票,C
63,下列各项中，符合授权审计要求的是（）。,审计机关授权某国有企业内部审计机构对待企业财务收支进行审计,审计署授权地方审计机关对某国际组织贷款项目财务收支进行审计,审计署授权地方审计机关对中国人民银行某分行财务收支进行审计,审计机关授权某会计师事务所对某政府投资建设项目情况进行审计,C
64,"下列各项中,能够体现可比性会计信息质量要求的是:（）",固定资产计提减值准备,存货发出计价方法不可随意变更,交易性金融资产采用公允价值计量,融资租入固定资产视同自有固定资产,B
65,下列各项中，属于被审计单位虚增主营业务收入的是（）。,对合格品和残次品的销售，均确认为主营业务收入,对主产品和副产品的销售，均确认为主营业务收入,采用预收款销售方式的，在收到货款时确认主营业务收入,销售商品涉及商业折扣的，按照扣除商品折扣后的金额确认主营业务收入,C
66,"下列各项中,属于国家审计在宏观调控中发挥的作用是:",促进被审计单位提高管理水平,监督被审计单位建立健全内部控制,追踪反馈国家重大方针政策的执行情况和效果,提供关于被审计单位财务信息公允性的鉴证报告,C
67,下列各项中，属于货币资金完整性审计目标的是（）。,已收到的货币资金确实为被审计单位所有,与货币资金有关的经济业务已全部登记入账,货币资金在财务报表中的列示符合会计准则要求,已入账的货币资金确实为被审计单位实际收到的货币资金,B
68,"下列各项中,属于货币资金业务内部控制要求的是:",财务主管统一保管支票和相关印章,出纳员负责登记现金日记账和总账,出纳员负责编制银行存款余额调节表,内部审计人员对货币资金业务进行审查,D
69,下列各项中，属于绩效审计中常用的定量分析方法是（）。,内容分析法,成本效果法,程序分析法,逻辑模型法,B
70,下列各项中，属于融资租赁特征的是（）。,租金总额较低,租赁期限较短,融资与融物相结合,可任意中止租赁合同,C
71,下列各项中，属于生产成本实质性审查程序的是（）。,查阅存货保管与领用制度,检查材料领用有无经授权批准,检查成本开支的合法性,检查不相容职责的分离,
72,下列各项中，属于数据采集过程工作内容的是(),数据转换,数据清理,数据验证,递交数据需求通知书,
73,下列各项中，与审计抽样所需样本量呈反向关系的是（）。,总体容量,总体项目差异,审计结论的精确限度,审计结论的可靠性程度,
74,下列各项中，最有助于审计人员证实被审计单位销售业务是否真实发生的是()。,检查销货发票是否事先连续编号,检查销售记录预收款职责是否相互分离,检查销货发票是否经过适当的授权审批,检查销售记录是否有相应的销货发票、发运凭证和销货单,
75,下列关于库存现金监盘的表述中，错误的是()。,应采取突击方式进行监盘,出纳和会计主管应在盘点表上签字,由出纳自行盘点，会计主管和审计人员在旁边观察监督。,对存放于不同地点的现金，应分别安排不同的监盘时间。,
76,下列关于审计人员选择审计标准的做法，错误的是（）。,考虑审计标准的相关性，应选择与审计事项密切相关的规定作为审计标准,考虑审计标准的客观性，应选择主流媒体的相关消息和报道作为审计标准,考虑审计标准的公认性，应选择权威性和公认程度高的法规作为审计标准,考虑审计标准的适用性，应选择适用审计事项发生地的规定作为审计标准,
77,"下列年金中,只能计算现值,不能计算终值的是:（）",预付年金,普通年金,递延年金,永续年金,
78,下列企业职工薪酬中，属于短期薪酬的是（）。,辞退福利,职工福利费,离职后福利,长期残疾福利,
79,下列情形中，不需要函证应付账款的是()。,与应付账款有关的内部控制有缺陷,"应付账款往来频繁,但余额为零","应付账款余额小,但欠账时间较长",应付账款明细账有借方余额,
80,"下列审计程序中,能够证实融资租入固定资产业务真实发生的是:()",分析其他应付款余额的变动情况,审查融资租入固定资产折旧政策的一致性,审査融资租入固定资产在报表附注中的披露情况,审查会计记录并与融资租赁合同等原始凭证核对,
81,下列审计程序中，最能有效证实应收账款真实性的是()。,向债务人寄发询证函,观察赊销信用审批流程,编制应收账款账龄分析表,对应收账款变动进行趋势分析,
82,下列审计证据中，属于亲历证据的是()。,审计人员取得的银行对账单,审计人员取得的应收账款账龄分析表,审计人员函证应收账款时收到的回函,审计人员存货实施监盘程序后填制的存货监盘记录表,
83,下列收入不应计入企业所得税收入总额的是:(),特许权使用费收入,接受捐赠收入,股息、红利等权益性投资收益,财政拨款,
84,下列销售与收款循环的内部控制中，不能用于防止贪污客户货款的措施是（）。,批准坏账与记账相互独立,开具发票与记账相互独立,收取货款与记账相互独立,批准销售退回与记账相互独立,
85,"下列行为中,超出国家审计机关权限的是:",要求被审计单位提供预算或者财务收支计划,提请公安、监察、财政等机关予以协助,要求被审计单位提供社会审计机构出具的审计报告,废止被审计单位制定的与国家法律相抵触的规定,
86,下列选项中，不属于审计质量控制措施的是（）。,对审计人员进行专业培训,制定切实可行的审计工作方案,对审计工作底稿开展分级复核,对所有的审计事项均采用抽查法,
87,下列选项中，符合审计独立性要求的是()。,某省级审计机关的经费列入财政预算，由本级人民政府保证,李明的父亲是某钢铁厂的厂长，审计组指派李明到该厂延伸调查,某集团董事长示意内部审计部门对本公司一项投资工程项目给予肯定评价,某公司财会部对本公司及下属分公司内部控制执行隋况和会计资料进行审计,
88,"下列选项中,资产负债表项目与会计科目口径一致的,可以根据相应总账科目期末余额直接填列的是:()",工程物资,货币资金,存货,固定资产,
89,下列因素中，不影响审计抽样样本量的是（）。,总体容量,总体项目差异,样本选取方法,审计结论的精确限度,
90,下列有关固定资产核算的错误舞弊中，无法通过清查盘点程序予以证实的是（）。,虚增固定资产,固定资产不入账,多计提固定资产折旧,已完工自行建造工程未及时结转固定资产,
91,"下列有关国家审计报告的表述中,正确的是:","通常是详式报告,具有法律效力",经审计组组长签发后送达被审计单位,以审计组的名义征求被审计单位意见,是向被审计单位下达处理处罚决定的法律文书,
92,下列有关国家审计法律责任的表述中，错误的是(),它是因实施审计监督产生的相关当事人的法律责任,它是以行政责任为主的法律责任，也包括相应的刑事责任和民事责任,它是法律责任主体，包括被审计单位及其有关的直接责任人和国家审计人员,它是在国家审计监督过程中发生的与审计机关履行审计监督职能密切相关的法律责任,
93,下列有关国家审计法律责任的表现中，正确的是()。,以民事责任为主,以刑事责任为主,以赔偿责任为主,以行政责任为主,
94,下列有关会计要素的表述中，错误的是（）。,收入从企业日常活动中产生,资产预期会给企业带来经济利益,负债会导致企业经济利益流出,费用表现为资产的增加或负债的减少,
95,下列有关绩效审计的表述中，错误的是（）。,绩效审计只体现了审计的独立的经济监督职能,绩效审计的审计目标具有多样性,绩效审计与由统计部门所进行的经济活动分析与检查在性质上有区别,绩效审计可能使用对未来情况进行的分析和预测并提出改进建议,
96,下列有关绩效审计方法的表述中，正确的是()。,逻辑模型法可以帮助审计人员了解被审计单位的职责,案例研究适合获取关于某一具体问题或主题的量化信息,评分法将定性与定量评价相结合可以克服单纯财务评价的某些缺陷,结构化访谈可以包括很多开放式的问题，也可以问些比较复杂的问题,
97,下列有关内部控制固有局限性对审计策略影响的表述中，错误的是()。,完全不信赖内部控制,不能将控制风险确定为零,在决定信赖内部控制之前实施必要的控制测试,无论内部控制测试结果如何，都要实施实质性审查,
98,"下列有关审计分类的表述中,错误的是","按审计的周期分类,分为定期审计和不定期审计","按执行审计的地点分类,分为就地审计和报送审计","按审计组织方式分类,分为国家审计、社会审计和内部审计","按审计时间分类,分为事前审计、事中审计和事后审计",
99,下列有关审计机关审计档案管理的表述中，正确的是(),删除审计项目组在项目最终完成时的合并立卷,审计文件材料归档工作实行审计组组长负责制,同一审计组当年完成的同类型的审计项目可合并立卷,审计复议案件的资料应并入审计项档案中统一管理,
100,下列有关审计机关做出审计决定的表述中，正确的是()。,被审计单位对审计机关做出的有关财政收支的审计决定不服时，可以依法申请行政复议或者提起行政诉讼。,上级审计机关认为下级审计机关做出的审计决定违反国家有关规定的，应当直接做出变更或者撤销的决定,审计决定书与审计组征求意见的审计报告不一致并且加重处罚的，审计机关应当按照有关法律法规的规定及时告知被审计对象和有关责任人员，听取其陈述和申辩,被审计单位对审计机关做出的有关财政收支的审计决定不服时，可以提请审计机关的上级人民政府裁决,
101,下列有关审计列报的表述中，正确的是()。,全部审计可以查出被审计单位存在的所有差错,绩效审计与统计部门所进行的经济活动分析性质相同,就地审计是指审计人员对正在进行的经济业务开展的审计,与绩效审计相比较，财经法纪审计更加突出合法性目的,
102,"下列有关审计取证方法的运用,正确的是",实地观察固定资产可以确定固定资产的所有权,从销售发票中选取样本并追查至对应的发货单可以确定销售的真实性,对已盘点的存货进行检查并与盘点记录相核对可以确定存货计价的正确性,复核被审计单位编制的银行存款余额调节表可以确定银行存款余额的真实性,
103,下列有关审计取证模式的表述中，正确的是()。,应用制度基础审计模式需要大量采用详查法,制度基础审计模式直接解决了全部审计风险问题,账目基础审计以对内部控制系统的检查和评价为基础,风险基础审计立足于对审计风险进行系统的分析和评价,
104,下列有关审计人员选择审计标准的做法中，错误的是()。,选择媒体的相关消息和报道作为审计标准,选择行业协会确定的技术规范作为审计标准,选择被审计单位的生产经营计划作为审计标准,选择行业管理部门制定的规章制度作为审计标准,
105,下列有关审计证据的表述中，错误的是（）。,审计证据是形成审计意见的基础,审计证据是评价审计事项的事实依据,获取更多的审计证据可以弥补其质量上的缺陷,审计证据质量越高，需要的审计证据数量可能越少,
106,下列有关审计职能的表述中，正确的是()。,经济评价是审计的基本职能,绩效审计最能体现审计的经济监督职能,注册会计师接受委托的财务报表审计并出具审计报告，体现了审计的经济鉴证职能,审计机关依法检查、评论并做出审计处理处罚决定，体现了审计的经济评价职能,
107,"下列有关审计质量管理的表述中,正确的是",加强审计质量管理可以降低审计风险,审计质量管理的对象仅包括审计人员,审计质量管理的目的是完善被审计单位的内部控制,审计质量管理是指审计人员在执行业务时的自我管理,
108,下列有关生产业务的审计程序和具体审计目标的表述中，正确的是（）。,检查产品成本的开支标准，以证实产品成本计算是否完整,分析产品成本的构成要素，以检查成本支出的分配方法是否恰当,核实各项成本的性质和发生时间，已确认成本的归属期是否正确,了解生产和组织管理特点，以证实产品成本的账务处理是否及时,
109,"下列有关我国《国家审计准则》的表述中,正确的是:",规定了审计机关的管理体制,明确了审计人员的基本职业道德,是衡量审计事项是非优劣的评价标准,适用于社会审计和内部审计,
110,下列有关我国国家审计的表述中，错误的是(),国家审计与其他经济监督可以相互替代,国家审计为宏观政策的制定提供决策依据,国家审计是《宪法》确定的一项政治制度安排,国家审计是党和国家监督体系的重要组成部分,
111,"下列有关重新计算的表述中,错误的是:",重新计算的运用需要审计人员掌握有关会计核算原理和计算方法,"重新计算预测数据时,应熟悉预测的方法及有关指标的含义","重新计算所获得的证据属于审计人员亲历证据,具有较高的可靠性",重新计算是对有关业务程序或者控制活动的有效性进行的验证,
112,下列长期股权投资业务中，能够引起利润表中投资收益项目发生变化的是（）。,计提长期股权投资准备,收到联营企业发放的现金股利,企业合并支付的相关中介费用,处置长期股权投资产生的净损益,
113,"下列资产负债表项目中,不在所有者权益项目中反映的是:（）",库存股,应付股利,少数股东权益,未分配利润,
114,一个国家采取各种措施奖励出口、限制进口的政策属于:（）,保护贸易政策,自由贸易政策,自动稳定器,有管理的自由贸易政策,
115,"一国经济发展经过起步阶段后,总量型的增长就要让位于追求效益的增长,这种追求效益的增长方式被称为:（）",粗放型增长,集约型增长,发散型增长,收敛型增长,
116,"乙企业2013年1月1日乙材料账面实际成本为135000元,结存数量为750吨;1月3日购进乙材料450吨,每吨单价300元;1月15日又购进乙材料600吨,每吨单价270元;1月4日和1月20日各发出材料600吨。该企业采用月末一次加权平均法计算的期末材料成本为:()",140000元,150000元,144000元,145000元,
117,有权对中央预算的调整方案进行审查和批准的机关是:（）,财政部,国务院,全国人民代表大会,全国人民代表大会常务委员会,
118,有限责任公司中，新加入的投资者缴纳的出资额大于其在注册资本中所占份额的差额，应贷记的会计科目是（）。,盈余公积,资本公积,实收资本,投资收益,
119,与其他负债筹资方式相比，融资租赁的缺点是（）。,资本成本高,经营风险大,税收负担重,筹资速度慢,
120,与全月一次加权平均法相比，在物价持续上涨的情况下存货发出采用先进先出法对财务报表的影响是（）。,期末存货较低，当期利润较低,期末存货较低，当期利润较高,期末存货较高，当期利润较高,期末存货较高，当期利润较低,
121,在财务报表审计中，重大错报风险是指（）。,财务报表在审计后存在重大错报的可能性,财务报表在审计前存在重大错报的可能性,固有风险和检查风险的总和,控制风险和检查风险的总和,
122,在财务审计项目的一般审计目标中，合法性指的是()。,记录或列报的金额是实际存在或发生的,记录的各类业务符合法律法规的规定,实际存在或发生的金额均已记录或列报,记录或列报的金额确属本单位所有或所欠,
123,"在存货经济进货批量基本模型中,导致经济进货批量减少的因素是:()",存货年需要量增加,专设采购机构的基本开支增加,存货单位变动储存成本增加,平均每次的进货费用增加,
124,"在国际收支经常项目中,政府机构交往的收入和支出属于:()",无偿转让,贸易收支,服务收支,短期资本,
125,在设计适当的内部控制系统中，可以由一个人兼任的工作是（）。,批准付款与签发付款支票,保管空白支票和银行预留印鉴,登记现金日记账和银行存款日记账,接受客户支票和批准注销客户的应收账款,
126,在属性抽样中，如果其他条件不变，审计人员要求更低的可容忍误差率，则样本量()。,增加,减少,不变,无法确定,
127,"在信息不完全的情况下,差的商品将好的商品驱逐出市的现象被称为:（）",正向激励,道德风险,逆向选择,不完全竞争,
128,在资本限量决策中，选取最优项目组合的标准是()。,净现值最高,内部报酬率最高,投资回收期最短,投资利润率最高,
129,注册会计师发现财务报表存在重大错报但被审计单位拒绝更正，注册会计师应当根据已报的严重程度出具审计报告的意见类型是()。,无法表示意见,保留意见或否定意见,保留意见或无法表示意见,带强调事项段的无保留意见,
